,Lake.ID,Year,Lake.x,Trt,YrsTrt,PrevAUGSecchi,Snow,APRMAYPcri,JUNPcri,DIFF.4.6,County,Lake.area.acre,Proportion.littoral,Max.depth,Acres_Chem,litt.ac,perc.lit.chem,Ice_off,lag0_before,lag0_after,acres_lag0_before,acres_lag0_after,date_lag0_before,date_lag0_after,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8
137,62000200,2021,Bald Eagle,1,5,1.19,4.4,NA,NA,NA,NA,589.063,0.5613,37,86.89,589.06,14.75061963,86.05166454,1,0,86.89,NA,5/1/2021,NA,1,1,1,1,0,0,0,0
138,62000200,2023,Bald Eagle,1,7,1.21,7.7,NA,NA,NA,NA,589.063,0.5613,37,68.93,589.06,11.70169422,110.5145214,1,0,68.93,NA,5/16/2023,NA,1,1,1,1,1,1,0,0
139,62000200,2022,Bald Eagle,1,7,1.34,3.8,NA,NA,NA,NA,589.063,0.5613,37,26.47,589.06,4.493599973,110.3256843,1,1,26.47,68.93,5/1/2022,5/16/2023,1,1,1,1,1,0,0,0
140,62000200,2018,Bald Eagle,1,2,1.8,3.1,NA,0.38,NA,NA,589.063,0.5613,37,19.6,589.06,3.327335076,115.5346293,1,0,19.6,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
141,62000200,2019,Bald Eagle,1,3,1.34,5.5,NA,NA,NA,NA,589.063,0.5613,37,68.82,589.06,11.68302041,103.6678221,1,0,68.82,NA,5/1/2019,NA,1,1,0,0,0,0,0,0
142,62000200,2020,Bald Eagle,1,4,1.14,4.7,NA,NA,NA,NA,589.063,0.5613,37,72.6,589.06,12.32472074,97.51186535,1,0,72.6,NA,5/4/2020,NA,1,1,1,0,0,0,0,0
143,62000600,2024,Kohlman,1,5,0.6,0.6,NA,0.29,NA,NA,82.899,1,11.60000038,12.4,82.9,14.95778046,67.08913793,1,0,12.4,NA,4/30/2024,NA,1,1,1,1,0,0,0,0
144,62000600,2024,Kohlman,1,5,0.6,0.6,NA,0.29,NA,NA,82.899,1,11.60000038,12.4,82.9,14.95778046,67.08913793,1,0,12.4,NA,4/30/2024,NA,1,1,1,1,0,0,0,0
145,62000600,2024,Kohlman,1,5,0.6,0.6,NA,0.29,NA,NA,82.899,1,11.60000038,12.4,82.9,14.95778046,67.08913793,1,0,12.4,NA,4/30/2024,NA,1,1,1,1,0,0,0,0
146,62000600,2024,Kohlman,1,5,0.6,0.6,NA,0.29,NA,NA,82.899,1,11.60000038,12.4,82.9,14.95778046,67.08913793,1,0,12.4,NA,4/30/2024,NA,1,1,1,1,0,0,0,0
147,62000600,2025,Kohlman,1,6,0.96,1.2,NA,0.27,NA,NA,82.899,1,11.60000038,15.58,82.9,18.79372738,87.50826959,1,0,15.58,NA,4/30/2025,NA,1,1,1,1,1,0,0,0
148,62000600,2025,Kohlman,1,6,0.96,1.2,NA,0.27,NA,NA,82.899,1,11.60000038,15.58,82.9,18.79372738,87.50826959,1,0,15.58,NA,4/30/2025,NA,1,1,1,1,1,0,0,0
149,62005500,2024,Como,1,7,0.78,0.6,NA,0.55,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,66.6033456,1,0,71.3,NA,4/4/2024,NA,1,0,1,1,1,1,1,0
150,62005500,2024,Como,1,7,0.78,0.6,NA,0.55,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,66.6033456,1,0,71.3,NA,4/4/2024,NA,1,0,1,1,1,1,1,0
151,62005500,2024,Como,1,7,0.78,0.6,NA,0.55,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,66.6033456,1,0,71.3,NA,4/4/2024,NA,1,0,1,1,1,1,1,0
152,62005500,2025,Como,1,8,0.6,1.2,NA,0.25,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,87.02247726,1,0,71.3,NA,4/15/2025,NA,1,1,0,1,1,1,1,1
153,62005500,2025,Como,1,8,0.6,1.2,NA,0.25,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,87.02247726,1,0,71.3,NA,4/15/2025,NA,1,1,0,1,1,1,1,1
154,62005500,2025,Como,1,8,0.6,1.2,NA,0.25,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,87.02247726,1,0,71.3,NA,4/15/2025,NA,1,1,0,1,1,1,1,1
155,70002200,2022,Cleary,1,4,0.63,3.8,0.48,0.07,-0.41,NA,144.743,0.9902,9,145,144.74,100.1796324,105.9724506,0,1,NA,145,NA,4/20/2022,1,1,1,0,0,0,0,0
156,70002200,2019,Cleary,1,1,0.55,5.5,0.81,0.84,0.03,NA,144.743,0.9902,9,145,144.74,100.1796324,99.31458848,0,1,NA,145,NA,5/1/2019,0,0,0,0,0,0,0,0
157,70002200,2019,Cleary,1,1,0.55,5.5,0.81,0.84,0.03,NA,144.743,0.9902,9,145,144.74,100.1796324,99.31458848,1,0,145,NA,5/1/2019,NA,0,0,0,0,0,0,0,0
158,70002200,2019,Cleary,1,1,0.55,5.5,0.81,0.84,0.03,NA,144.743,0.9902,9,145,144.74,100.1796324,99.31458848,1,0,145,NA,5/1/2019,NA,0,0,0,0,0,0,0,0
159,70002200,2020,Cleary,1,2,1.55,4.7,NA,0.41,NA,NA,144.743,0.9902,9,145,144.74,100.1796324,93.15863169,1,0,145,NA,4/14/2020,NA,1,0,0,0,0,0,0,0
160,70007200,2019,Upper Prior,1,1,0.74,5.5,NA,NA,NA,NA,310.512,0.8132,40.29999924,14.3,310.51,4.605326721,101.435135,1,0,14.3,NA,5/1/2019,NA,0,0,0,0,0,0,0,0
161,70007200,2020,Upper Prior,1,2,1.1,4.7,NA,NA,NA,NA,310.512,0.8132,40.29999924,17.7,310.51,5.700299507,95.2791782,1,0,17.7,NA,5/1/2020,NA,1,0,0,0,0,0,0,0
162,71001300,2017,Orono,1,1,NA,1.3,NA,0.32,NA,NA,246.642,0.9907,17,4.3,246.64,1.743431722,82.26014926,1,0,4.3,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
163,71001300,2017,Orono,1,1,NA,1.3,NA,0.32,NA,NA,246.642,0.9907,17,4.3,246.64,1.743431722,82.26014926,1,0,4.3,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
164,71001300,2018,Orono,1,2,NA,3.1,NA,0.17,NA,NA,246.642,0.9907,17,21.91,246.64,8.883392799,114.3429691,1,0,21.91,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
165,71001300,2018,Orono,1,2,NA,3.1,NA,0.17,NA,NA,246.642,0.9907,17,21.91,246.64,8.883392799,114.3429691,1,0,21.91,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
166,71001300,2019,Orono,1,3,NA,5.5,0.15,NA,NA,NA,246.642,0.9907,17,9.4,246.64,3.811222835,102.4761619,1,0,9.4,NA,5/1/2019,NA,1,1,0,0,0,0,0,0
167,71001300,2020,Orono,1,4,NA,4.7,0.28,NA,NA,NA,246.642,0.9907,17,25.5,246.64,10.33895556,96.3202051,1,0,25.5,NA,5/1/2020,NA,1,1,1,0,0,0,0,0
168,71001300,2021,Orono,0,4,NA,4.4,0,0.22,0.22,NA,246.642,0.9907,17,NA,246.64,NA,84.86000429,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0
169,71001300,2021,Orono,0,4,NA,4.4,0,0.22,0.22,NA,246.642,0.9907,17,NA,246.64,NA,84.86000429,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0
170,71001300,2021,Orono,0,4,NA,4.4,0,0.22,0.22,NA,246.642,0.9907,17,NA,246.64,NA,84.86000429,0,0,NA,NA,NA,NA,1,1,1,1,0,0,0,0
171,71001300,2022,Orono,1,5,NA,3.8,0.2,NA,NA,NA,246.642,0.9907,17,30.87,246.64,12.51621797,109.134024,0,1,NA,30.87,NA,6/3/2022,0,1,1,1,1,0,0,0
172,71001300,2022,Orono,1,6,NA,3.8,0.2,NA,NA,NA,246.642,0.9907,17,30.87,246.64,12.51621797,109.134024,1,1,30.87,30.87,6/3/2022,5/24/2023,0,1,1,1,1,0,0,0
173,71001300,2023,Orono,1,6,NA,7.7,0.19,NA,NA,NA,246.642,0.9907,17,30.87,246.64,12.51621797,109.3228611,0,1,NA,30.87,NA,5/25/2023,1,0,1,1,1,1,0,0
174,71001300,2023,Orono,1,6,NA,7.7,0.19,NA,NA,NA,246.642,0.9907,17,30.87,246.64,12.51621797,109.3228611,1,0,30.87,NA,5/25/2023,NA,1,0,1,1,1,1,0,0
175,71001300,2024,Orono,1,7,NA,0.6,NA,NA,NA,NA,246.642,0.9907,17,30.87,246.64,12.51621797,69.27232785,1,0,30.87,NA,4/24/2024,NA,1,1,0,1,1,1,1,0
176,71001300,2025,Orono,1,8,NA,1.2,NA,NA,NA,NA,246.642,0.9907,17,31,246.64,12.56892637,89.69145951,1,0,31,NA,5/14/2025,NA,1,1,1,0,1,1,1,1
177,71014700,2018,Rush,1,2,NA,3.1,NA,NA,NA,NA,160.818,1,10,10.8,160.82,6.715582639,115.6944635,1,0,10.8,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
178,73001400,2017,Marie,1,1,1.18,1.3,NA,NA,NA,NA,124.967,0.8513,30,14.8,124.97,11.84284228,84.67768708,1,0,14.8,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
179,73001400,2018,Marie,1,2,0.9,3.1,NA,NA,NA,NA,124.967,0.8513,30,12.84,124.97,10.27446587,116.7605069,1,0,12.84,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
180,73008200,2020,Schneider,1,2,2.44,4.7,NA,NA,NA,NA,25.135,0.462,55,1.7,25.14,6.76213206,100.4266941,1,0,1.7,NA,5/1/2020,NA,0,0,1,0,0,0,0,0
181,73008200,2022,Schneider,0,2,NA,3.8,NA,0.5,NA,NA,25.135,0.462,55,NA,25.14,NA,113.240513,0,0,NA,NA,NA,NA,0,1,0,0,1,0,0,0
182,73008200,2023,Schneider,0,2,NA,7.7,NA,NA,NA,NA,25.135,0.462,55,NA,25.14,NA,113.4293501,0,0,NA,NA,NA,NA,0,0,1,0,0,1,0,0
183,73008300,2020,Great Northern,1,1,NA,4.7,NA,NA,NA,NA,185.346,0.9221,16.20000076,1.7,185.35,0.917183707,99.49144854,1,0,1.7,NA,5/1/2020,NA,0,0,0,0,0,0,0,0
184,73008600,2020,Knaus,1,1,0.84,4.7,NA,NA,NA,NA,209.7,0.9682,16.20000076,4,209.7,1.907486886,99.5428492,1,0,4,NA,5/1/2020,NA,0,0,0,0,0,0,0,0
185,73008600,2022,Knaus,1,3,NA,3.8,NA,0.34,NA,NA,209.7,0.9682,16.20000076,10.8,209.7,5.150214592,112.3566681,1,0,10.8,NA,5/23/2022,NA,1,1,0,0,0,0,0,0
186,73008600,2023,Knaus,1,4,NA,7.7,NA,NA,NA,NA,209.7,0.9682,16.20000076,6,209.7,2.861230329,112.5455052,1,0,6,NA,5/24/2023,NA,1,1,1,0,0,0,0,0
187,73008700,2020,Krays,1,1,0.82,4.7,NA,NA,NA,NA,86.938,0.9048,40.20000076,1.8,86.94,2.070393375,NA,1,0,1.8,NA,5/1/2020,NA,0,0,0,0,0,0,0,0
188,73008800,2020,Bolfing,1,1,NA,4.7,NA,NA,NA,NA,67.37,0.6299,35,1,67.37,1.484340211,99.27960256,1,0,1,NA,5/1/2020,NA,0,0,0,0,0,0,0,0
189,73008800,2022,Bolfing,1,3,NA,3.8,NA,0.22,NA,NA,67.37,0.6299,35,0.3,67.37,0.445302063,112.0934215,1,0,0.3,NA,5/23/2022,NA,1,1,0,0,0,0,0,0
190,73008800,2023,Bolfing,0,3,NA,7.7,NA,NA,NA,NA,67.37,0.6299,35,NA,67.37,NA,112.2822586,0,0,NA,NA,NA,NA,1,1,1,0,0,0,0,0
191,73008900,2020,Zumwalde,1,1,0.76,4.7,NA,NA,NA,NA,118.616,0.9816,21.29999924,1.7,118.62,1.433147867,NA,1,0,1.7,NA,5/1/2020,NA,0,0,0,0,0,0,0,0
192,73008900,2022,Zumwalde,0,2,NA,3.8,NA,0.86,NA,NA,118.616,0.9816,21.29999924,NA,118.62,NA,NA,0,0,NA,NA,NA,NA,1,1,0,0,0,0,0,0
193,73013300,2020,Cedar Island,0,1,NA,4.7,NA,NA,NA,NA,985.77,0.7659,NA,NA,755,NA,NA,0,0,NA,NA,NA,NA,0,0,1,0,0,0,0,0
194,73013300,2022,Cedar Island,1,3,NA,3.8,NA,0.26,NA,NA,985.77,0.7659,NA,43.7,755,5.78807947,NA,1,0,43.7,NA,5/23/2022,NA,1,0,0,0,1,0,0,0
195,73013300,2022,Cedar Island,1,3,NA,3.8,NA,0.26,NA,NA,985.77,0.7659,NA,43.7,755,5.78807947,NA,1,0,43.7,NA,5/23/2022,NA,1,0,0,0,1,0,0,0
196,73013900,2020,Long,1,2,0.85,4.7,NA,NA,NA,NA,331.225,0.672,34,2,331.23,0.603810041,100.1538767,1,0,2,NA,5/21/2020,NA,0,0,1,0,0,0,0,0
197,73015700,2020,Horseshoe,1,2,1.15,4.7,NA,NA,NA,NA,341.053,0.5437,57,5.4,341.05,1.583345551,100.4625085,1,0,5.4,NA,5/21/2020,NA,0,0,1,0,0,0,0,0
198,73015700,2022,Horseshoe,1,4,NA,3.8,NA,0.35,NA,NA,341.053,0.5437,57,3.9,341.05,1.143527342,113.2763274,1,0,3.9,NA,5/23/2022,NA,1,1,0,0,1,0,0,0
199,73015700,2022,Horseshoe,1,4,NA,3.8,NA,0.35,NA,NA,341.053,0.5437,57,3.9,341.05,1.143527342,113.2763274,1,0,3.9,NA,5/23/2022,NA,1,1,0,0,1,0,0,0
200,73015700,2023,Horseshoe,0,4,NA,7.7,NA,NA,NA,NA,341.053,0.5437,57,NA,341.05,NA,113.4651645,0,0,NA,NA,NA,NA,1,1,1,0,0,1,0,0
201,82010100,2024,DeMontreville,1,1,NA,0.6,NA,0.02,NA,NA,142.617,0.9081,24,12,142.62,8.413967186,68.09691909,1,0,12,NA,4/24/2024,NA,0,0,0,0,0,0,0,0
202,82010100,2025,DeMontreville,1,2,1.8,1.2,NA,0,NA,NA,142.617,0.9081,24,21.2,142.62,14.86467536,88.51605075,1,0,21.2,NA,5/13/2025,NA,1,0,0,0,0,0,0,0
203,82010300,2025,Olson,1,1,3.2,1.2,NA,0,NA,NA,87.384,1,14.5,6.6,87.38,7.553215839,87.8025972,1,0,6.6,NA,5/13/2025,NA,0,0,0,0,0,0,0,0
204,82016200,2023,Shields,1,5,NA,7.7,0.55,NA,NA,NA,25.527,0.8644,25.89999962,3.07,25.53,12.02506855,NA,0,1,NA,3.07,NA,5/22/2023,1,1,1,1,0,0,0,0
205,86002300,2017,Beebe,1,1,0.88,1.3,NA,NA,NA,NA,179.487,0.5899,23.5,26.5,179.49,14.76405371,83.89081555,1,0,26.5,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
206,86002300,2022,Beebe,1,6,NA,3.8,NA,0.02,NA,NA,179.487,0.5899,23.5,14.39,179.49,8.01715973,110.7646903,1,0,14.39,NA,5/17/2022,NA,1,1,1,1,1,0,0,0
207,86023400,2018,Bass,1,2,3.69,3.1,NA,NA,NA,NA,95.961,0.449,34,3.1,95.96,3.230512714,117.158988,1,0,3.1,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
208,86028200,2017,Louisa,1,1,1.2,1.3,NA,NA,NA,NA,129.566,0.6673,44,13.85,129.57,10.68920275,84.20953346,1,0,13.85,NA,5/1/2017,NA,0,0,0,0,0,0,0,0
209,86028200,2018,Louisa,1,2,0.9,3.1,NA,NA,NA,NA,129.566,0.6673,44,15.69,129.57,12.10928456,116.2923533,1,0,15.69,NA,5/1/2018,NA,1,0,0,0,0,0,0,0
