"","DOW","lake_name","SURVEY_START","year","month","doy","ceratophyllum_demersum","potamogeton_crispus","elodea_canadensis","heteranthera_dubia","najas_sp","potamogeton_foliosus","potamogeton_zosteriformis","ranunculus_aquatilis","stuckenia_pectinata","chara_sp","eleocharis_acicularis","myriophyllum_spicatum","myriophyllum_sibiricum","potamogeton_pusillus","potamogeton_richardsonii","vallisneria_americana","potamogeton_nodosus","zannichellia_palustris","potamogeton_praelongus","potamogeton_amplifolius","elodea_sp","potamogeton_robbinsii","myriophyllum_spicatum_x_sibiricum","nitella_sp","myriophyllum_sp","potamogeton_illinoensis","utricularia_vulgaris","najas_flexilis","potamogeton_friesii","aquatic_moss","potamogeton_gramineus","utricularia_gibba","najas_guadalupensis","lychnothamnus_barbatus","ceratophyllum_echinatum","utricularia_minor","utricularia_macrorhiza","elodea_nuttallii","najas_gracillima","potamogeton_obtusifolius","potamogeton_sp","potamogeton_epihydrus","utricularia_sp","potamogeton_strictifolius","nitellopsis_obtusa","fontinalis_sp","tolypella_intricata","chara_globularis","nitella_flexilis","veronica_catenata","utricularia_intermedia","bidens_beckii","myriophyllum_alterniflorum","hippuris_vulgaris","isoetes_echinospora","stuckenia_filiformis","nitella_mucronata","potamogeton_perfoliatus","potamogeton_pulcher","drepanocladus_sp","najas_minor","nitella_furcata","juncus_pelocarpus","nitella_tenuissima","ranunculus_sp","myriophyllum_verticillatum","najas_marina","stuckenia_vaginata","fontinalis_antipyretica","potamogeton_alpinus","ranunculus_flabellaris","chara_contraria","chara_braunii","ranunculus_flammula","nitella_macounii","isoetes_lacustris","lobelia_dortmanna","myriophyllum_tenellum","utricularia_geminiscapa","potamogeton_spirillus","callitriche_sp","ceratophyllum_sp","chara_canescens","characeae_taxa","drepanocladus_aduncus","elatine_sp","elatine_minima","eleocharis_sp","eleocharis_robbinsii","eriocaulon_aquaticum","fontinalis_sullivantii","isoetes_sp","littorella_uniflora","myriophyllum_farwellii","nitellopsis_sp","potamogeton_bicupulatus","potamogeton_diversifolius","potamogeton_hillii","potamogeton_vaseyi","ruppia_cirrhosa","schoenoplectus_subterminalis","scorpidium_scorpioides","stuckenia_sp","utricularia_purpurea","veronica_americana","heteranthera_sp","vallisneria_sp","taxa_rich","vegetated","EWM","native_rich","native_vegetated","survey_taxa_rich","survey_native_rich","LK_LZACRES","survey_id"
"38","27027500",NA,2025-04-26,2025,4,116,0,0.4,0.225,0,0,0,0.05,0,0,0,0.025,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325,0.75,0,0.925,0.75,7,6,NA,716
"39","27066900",NA,2024-04-08,2024,4,99,0.346938775510204,0.102040816326531,0.816326530612245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122448979591837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6734693877551,0.897959183673469,0,1.57142857142857,0.897959183673469,5,4,NA,734
"40","27067700",NA,2024-04-08,2024,4,99,0,0.16,0,0,0,0,0,0,0.12,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0,0.16,0.32,3,2,NA,743
"41","62000200","Bald Eagle",2020-08-13,2020,8,226,0.376470588235294,0.0235294117647059,0,0.288235294117647,0,0,0.0470588235294118,0,0.0294117647058824,0.158823529411765,0,0.217647058823529,0.0588235294117647,0,0.0529411764705882,0.258823529411765,0,0,0.0529411764705882,0,0,0,0,0.00588235294117647,0,0.282352941176471,0,0.0352941176470588,0.0117647058823529,0,0.0235294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92352941176471,0.652941176470588,0.217647058823529,1.68235294117647,0.652941176470588,16,14,589.06,996
"42","62000200","Bald Eagle",2021-09-13,2021,9,256,0.313253012048193,0.0240963855421687,0,0.289156626506024,0.0180722891566265,0,0.0301204819277108,0,0.0120481927710843,0.168674698795181,0,0.198795180722892,0.0421686746987952,0,0.0180722891566265,0.307228915662651,0.00602409638554217,0,0.0843373493975904,0,0,0,0,0.0120481927710843,0,0.265060240963855,0,0,0,0,0.0421686746987952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83132530120482,0.578313253012048,0.198795180722892,1.60843373493976,0.578313253012048,16,14,589.06,997
"43","62000200","Bald Eagle",2023-08-09,2023,8,221,0.383233532934132,0.029940119760479,0.00598802395209581,0.25748502994012,0.101796407185629,0.0119760479041916,0.137724550898204,0.00598802395209581,0.0239520958083832,0.215568862275449,0,0.329341317365269,0.11377245508982,0,0.0479041916167665,0.233532934131737,0,0,0.0119760479041916,0,0,0,0,0,0,0.281437125748503,0,0,0.029940119760479,0,0.0898203592814371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598802395209581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31736526946108,0.67065868263473,0.329341317365269,1.95808383233533,0.67065868263473,19,17,589.06,998
"44","62000200","Baldeagle",2022-08-09,2022,8,221,0.388888888888889,0.00694444444444444,0.0208333333333333,0.3125,0.0347222222222222,0,0.0833333333333333,0.00694444444444444,0.00694444444444444,0.111111111111111,0,0.208333333333333,0.1875,0,0.0763888888888889,0.3125,0,0,0.0555555555555556,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0.0138888888888889,0,0,0,0,0,0,0,0,0,0,0,0.0138888888888889,0,0,0,0,0,0,0,0,0.0208333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19444444444444,0.708333333333333,0.208333333333333,1.97916666666667,0.708333333333333,18,16,589.06,999
"45","62000200",NA,2020-07-09,2020,7,191,0.471337579617834,0.331210191082803,0,0.292993630573248,0,0,0.0636942675159236,0.0318471337579618,0.0127388535031847,0.312101910828025,0,0.254777070063694,0.146496815286624,0.089171974522293,0.0445859872611465,0.292993630573248,0.0254777070063694,0,0,0.00636942675159236,0,0,0,0.0318471337579618,0,0.312101910828025,0,0.0191082802547771,0.235668789808917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97452229299363,0.923566878980892,0.254777070063694,2.38853503184713,0.923566878980892,18,16,589.06,1004
"46","62000600",NA,2024-06-27,2024,6,179,0.571428571428571,0.285714285714286,0.169642857142857,0,0.0892857142857143,0.0178571428571429,0.348214285714286,0,0,0,0,0,0,0.0267857142857143,0,0.00892857142857143,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6875,0.714285714285714,0,1.40178571428571,0.714285714285714,10,9,82.9,1006
"47","62000600",NA,2024-07-24,2024,7,206,0.646017699115044,0.106194690265487,0.20353982300885,0.00884955752212389,0.150442477876106,0.0442477876106195,0.274336283185841,0,0,0,0,0,0,0.0353982300884956,0,0.0176991150442478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123893805309735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61061946902655,0.761061946902655,0,1.50442477876106,0.761061946902655,10,9,82.9,1007
"48","62000600",NA,2024-08-20,2024,8,233,0.580357142857143,0.0446428571428571,0.294642857142857,0.00892857142857143,0.151785714285714,0.0178571428571429,0.303571428571429,0,0.00892857142857143,0,0,0,0,0,0,0.00892857142857143,0.00892857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0803571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50892857142857,0.642857142857143,0,1.46428571428571,0.642857142857143,11,10,82.9,1008
"49","62000600",NA,2024-09-11,2024,9,255,0.548672566371681,0.0973451327433628,0.0973451327433628,0,0.0619469026548673,0.0265486725663717,0.15929203539823,0,0,0,0,0,0,0,0,0.0265486725663717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106194690265487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12389380530973,0.63716814159292,0,1.02654867256637,0.63716814159292,8,7,82.9,1009
"50","62000600",NA,2025-06-23,2025,6,174,0.663716814159292,0.265486725663717,0.123893805309735,0.00884955752212389,0.15929203539823,0.194690265486726,0.31858407079646,0,0.0619469026548673,0,0,0,0,0,0,0.00884955752212389,0.00884955752212389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8141592920354,0.778761061946903,0,1.54867256637168,0.778761061946903,10,9,82.9,1010
"51","62000600",NA,2025-08-25,2025,8,237,0.610619469026549,0.0265486725663717,0.115044247787611,0.0176991150442478,0.150442477876106,0.0265486725663717,0.274336283185841,0,0,0,0,0.00884955752212389,0,0,0,0.0265486725663717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25663716814159,0.663716814159292,0.00884955752212389,1.2212389380531,0.663716814159292,9,7,82.9,1011
"52","62005500",NA,2024-06-14,2024,6,166,0.75,0.55,0,0.0333333333333333,0,0.0333333333333333,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41666666666667,0.8,0,0.866666666666667,0.8,5,4,65.65,1061
"53","62005500",NA,2024-07-09,2024,7,191,0.7,0.216666666666667,0,0.0333333333333333,0,0.0333333333333333,0,0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.716666666666667,0,0.783333333333333,0.716666666666667,5,4,65.65,1062
"54","62005500",NA,2024-08-06,2024,8,219,0.5,0.2,0.0166666666666667,0,0.05,0.0166666666666667,0,0,0,0.0166666666666667,0,0,0,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816666666666667,0.533333333333333,0,0.616666666666667,0.533333333333333,7,6,65.65,1063
"55","62005500",NA,2025-06-02,2025,6,153,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.55,0,0.5,0.55,2,1,65.65,1064
"56","62005500",NA,2025-07-02,2025,7,183,0.616666666666667,0.166666666666667,0.0166666666666667,0.0166666666666667,0.0166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333333333,0.683333333333333,0,0.666666666666667,0.683333333333333,5,4,65.65,1065
"57","62005500",NA,2025-08-04,2025,8,216,0.183333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183333333333333,0.183333333333333,0,0.183333333333333,0.183333333333333,1,1,65.65,1066
"58","70002200","cleary",2022-04-11,2022,4,101,0.658227848101266,0.481012658227848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126582278481013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15189873417722,0.854430379746835,0,0.670886075949367,0.854430379746835,3,2,144.74,1112
"59","70002200",NA,2020-06-05,2020,6,157,0.804878048780488,0.408536585365854,0,0,0,0,0.109756097560976,0,0.115853658536585,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304878048780488,0,0,0.0182926829268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49390243902439,0.945121951219512,0,1.08536585365854,0.945121951219512,7,6,144.74,1122
"60","71001300",NA,2022-05-21,2022,5,141,0.117647058823529,0.200980392156863,0.122549019607843,0.32843137254902,0,0,0,0.00490196078431373,0.00490196078431373,0,0,0,0,0.0343137254901961,0,0,0,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818627450980392,0.455882352941176,0,0.617647058823529,0.455882352941176,8,7,246.64,1138
"61","71001300",NA,2022-07-19,2022,7,200,0.251231527093596,0.0492610837438424,0.270935960591133,0.458128078817734,0,0.00492610837438424,0.0147783251231527,0.00492610837438424,0.0147783251231527,0,0,0,0,0.0246305418719212,0,0.0147783251231527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10837438423645,0.561576354679803,0,1.05911330049261,0.561576354679803,10,9,246.64,1139
"62","71001300",NA,2023-05-20,2023,5,140,0.200980392156863,0.186274509803922,0.161764705882353,0.137254901960784,0,0.00980392156862745,0,0,0.00490196078431373,0,0,0,0,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71078431372549,0.397058823529412,0,0.524509803921569,0.397058823529412,7,6,246.64,1140
"63","71001300",NA,2023-07-21,2023,7,202,0.186274509803922,0.0392156862745098,0.200980392156863,0.17156862745098,0,0,0.0343137254901961,0,0,0,0,0,0,0.00490196078431373,0,0.0392156862745098,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686274509803922,0.372549019607843,0,0.647058823529412,0.372549019607843,8,7,246.64,1141
"64","71001300",NA,2024-07-19,2024,7,201,0.156862745098039,0.0392156862745098,0.240196078431373,0.264705882352941,0,0.00490196078431373,0.00980392156862745,0,0.00490196078431373,0,0,0,0,0.00490196078431373,0,0.0147058823529412,0.00980392156862745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.406862745098039,0,0.71078431372549,0.406862745098039,10,9,246.64,1142
"65","71001300",NA,2025-07-14,2025,7,195,0.0784313725490196,0.0147058823529412,0.240196078431373,0.21078431372549,0,0,0.00980392156862745,0.00980392156862745,0,0,0,0,0,0.0196078431372549,0,0.0147058823529412,0.00490196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602941176470588,0.367647058823529,0,0.588235294117647,0.367647058823529,9,8,246.64,1143
"66","73008600",NA,2022-06-21,2022,6,172,0.506024096385542,0.337349397590361,0,0.0120481927710843,0,0,0.156626506024096,0,0.0963855421686747,0.036144578313253,0,0,0.120481927710843,0.301204819277108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120481927710843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57831325301205,0.63855421686747,0,1.24096385542169,0.63855421686747,9,8,209.7,1170
"67","73008600",NA,2023-09-12,2023,9,255,0.872037914691943,0.336492890995261,0.222748815165877,0.033175355450237,0,0,0,0,0.0473933649289099,0.004739336492891,0,0,0.014218009478673,0,0,0,0.037914691943128,0,0,0,0,0,0.137440758293839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70616113744076,0.895734597156398,0.137440758293839,1.23222748815166,0.895734597156398,9,7,209.7,1171
"68","73008800",NA,2022-06-21,2022,6,172,0.222222222222222,0.222222222222222,0,0,0,0,0.111111111111111,0,0.111111111111111,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777777777778,0.222222222222222,0,0.555555555555556,0.222222222222222,5,4,67.37,1176
"69","73008800",NA,2023-09-12,2023,9,255,0.846153846153846,0.230769230769231,0.276923076923077,0.0307692307692308,0,0,0,0,0.0307692307692308,0,0,0,0.123076923076923,0,0,0,0,0,0,0,0,0,0.138461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67692307692308,0.923076923076923,0.138461538461538,1.30769230769231,0.923076923076923,7,5,67.37,1177
"70","73013300",NA,2022-06-21,2022,6,172,0.46875,0.260416666666667,0.0104166666666667,0.0338541666666667,0,0,0.0703125,0.0078125,0.0494791666666667,0.00260416666666667,0,0,0.0208333333333333,0,0,0,0.0130208333333333,0,0,0,0,0,0,0,0,0,0.0078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9453125,0.546875,0,0.684895833333333,0.546875,11,10,NA,1184
"71","73013300",NA,2022-09-28,2022,9,271,0.311475409836066,0.0866510538641686,0.0304449648711944,0.0210772833723653,0,0,0.00702576112412178,0.00234192037470726,0.0117096018735363,0.00234192037470726,0,0,0.00234192037470726,0,0,0.00702576112412178,0.00234192037470726,0,0,0,0,0,0.0163934426229508,0,0,0,0.00234192037470726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503512880562061,0.353629976580796,0.0163934426229508,0.400468384074941,0.353629976580796,13,11,NA,1185
"72","73013300",NA,2023-08-07,2023,8,219,0.631190727081138,0.0748155953635406,0.125395152792413,0.170706006322445,0,0,0.0347734457323498,0,0.0158061116965227,0.00421496311907271,0,0,0.0210748155953635,0,0,0.0442571127502634,0.00526870389884088,0,0,0,0,0,0.0526870389884089,0,0,0,0,0.00210748155953635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18229715489989,0.673340358271865,0.0526870389884089,1.05479452054795,0.673340358271865,12,10,NA,1186
"73","73013300",NA,2023-09-12,2023,9,255,0.653846153846154,0.0576923076923077,0.173076923076923,0.0576923076923077,0,0,0.0192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09615384615385,0.692307692307692,0.134615384615385,0.903846153846154,0.692307692307692,6,4,NA,1187
"74","73013900",NA,2020-07-30,2020,7,212,0.429447852760736,0.0797546012269939,0.00613496932515337,0.0245398773006135,0,0,0.0368098159509202,0,0.0736196319018405,0.0245398773006135,0,0,0.0674846625766871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184049079754601,0.0797546012269939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306748466257669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871165644171779,0.50920245398773,0,0.791411042944785,0.50920245398773,11,10,331.23,1188
