Lake.ID,Lake.x,Year,litt.ac,SURVEY_START,Trt,YrsTrt,Snow,APRMAYPcri,JUNPcri,DIFF.4.6,County,Lake.area.acre,Proportion.littoral,Max.depth,Acres_Chem,perc.lit.chem,Ice_off,phosphorus,phosphorus.e,native_rich_mean,native_vegetated,survey_native_rich,trt_acres_lag0,trt_date_lag0,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,nsamp,Snow.sc,Ice_off.sc,secchi.sc,secchi.e.sc,phosphorus.sc,phosphorus.e.sc,lake_year,cytrt,yutrt,obs,secchi,secchi.e,NativeFOO_x_Richness
27007800,Staring,2019,156.22,6/18/2019,0,1,5.5,NA,0.12,NA,NA,156.22,0.9505,16,0,0,NA,NA,NA,0.824858757,0.666666667,4,NA,NA,0,0,1,0,0,0,0,0,0,177,0.772761601,NA,-0.246486603,-0.343525937,NA,NA,Staring2019,0,2,78,1.378,1.67,2.666666667
27010400,Medicine,2019,434.53,6/19/2019,1,3,5.5,0.26,0.5,0.24,NA,434.53,0.4674,47.59999847,49.57,11.40772789,102.7427606,0.14809434,0.056826087,1.703296703,0.785714286,13,49.57,5/1/2019,1,1,1,0,0,0,0,0,0,182,0.772761601,0.336295424,0.027135632,0.53879403,-0.239317675,-0.247836,Medicine2019,3,0,87,1.596,2.485,10.21428571
27012500,Diamond,2019,405.02,6/25/2019,1,3,5.5,NA,0.36,NA,NA,405.02,0.9992,8,405,99.99506197,NA,0.11675,0.037,1,0.533333333,7,405,5/1/2019,1,1,1,0,0,0,0,0,0,105,0.772761601,NA,-0.304223405,0.414294893,-0.240104249,-0.248808506,Diamond2019,3,0,96,1.332,2.37,3.733333333
27019100,Sarah,2019,373,9/6/2019,1,3,5.5,NA,0.15,NA,NA,373,0.6694,59,108.6,29.1152815,103.1243344,0.09,0.06,0.783783784,0.530434783,10,108.6,5/1/2019,1,1,1,0,0,0,0,0,0,185,0.772761601,0.36288889,-0.264895438,0.385425529,-0.24077553,-0.247680314,Sarah2019,3,0,103,1.363333333,2.343333333,5.304347826
27004800,Hyland,2020,83.91,4/17/2020,0,3,4.7,0.15,0.42,0.27,NA,83.91,0.995,11.5,0,0,NA,24.6925,20.68833333,0.217741935,0.185483871,3,9,4/30/2020,0,1,0,1,0,0,0,0,0,124,0.408643459,NA,1.149237826,1.069268611,0.376614478,0.764177319,Hyland2020,0,1,63,2.49,2.975,0.556451613
27002800,NA,2020,52.63,4/18/2020,0,4,4.7,0.37,NA,NA,NA,52.63,NA,6.5,0,0,NA,0.13,0.1,0.096,0.096,2,7.4,5/1/2020,0,1,1,1,0,0,0,0,0,125,0.408643459,NA,-1.147682772,-1.10405327,-0.239771746,-0.24571824,NA2020,0,1,30,0.66,0.9675,0.192
27004400,NA,2020,16,4/25/2020,0,2,4.7,0.71,NA,NA,NA,16,NA,NA,0,0,94.3985792,0.104,0.0905,0,0,0,2.1,5/1/2020,0,1,0,0,0,0,0,0,0,100,0.408643459,-0.245245295,-0.336857249,0.138231591,-0.240424205,-0.246184233,NA2020,0,1,46,1.306,2.115,0
27004500,NA,2020,22.03,4/25/2020,0,4,4.7,0.28,NA,NA,NA,22.03,NA,7,0,0,NA,0.073833333,0.063,0.0078125,0.0078125,1,2,5/1/2020,0,1,1,1,0,0,0,0,0,128,0.408643459,NA,-0.168667435,-0.154070729,-0.241181226,-0.247533158,NA2020,0,1,52,1.44,1.845,0.0078125
10000200,Riley,2020,110.08,5/8/2020,1,3,4.7,0.3,NA,NA,NA,110.08,0.3718,49,16,14.53488372,95.1242262,0.030703704,0.048444444,0.578313253,0.530120482,6,16,5/1/2020,1,0,1,1,0,0,0,0,0,166,0.408643459,-0.194671936,3.23027299,2.5199542,-0.242263547,-0.248247135,Riley2020,1,0,2,4.148,4.315,3.180722892
10001300,Susan,2020,71.99,5/18/2020,0,2,4.7,0.45,0.25,-0.2,NA,71.99,0.815,17,0,0,94.26551984,0.151692308,0.079666667,0.37804878,0.329268293,3,NA,NA,0,0,1,1,0,0,0,0,0,82,0.408643459,-0.254518755,-0.053193831,0.706597214,-0.239227386,-0.246715627,Susan2020,0,2,14,1.532,2.64,0.987804878
10001300,Susan,2020,71.99,5/18/2020,0,2,4.7,0.45,0.25,-0.2,NA,71.99,0.815,17,0,0,94.26551984,0.151692308,0.079666667,0.25862069,0.329268293,3,NA,NA,0,0,1,1,0,0,0,0,0,116,0.408643459,-0.254518755,-0.053193831,0.706597214,-0.239227386,-0.246715627,Susan2020,0,2,17,1.532,2.64,0.987804878
71001300,Orono,2020,246.64,5/20/2020,1,4,4.7,0.28,NA,NA,NA,246.64,0.9907,17,25.5,10.33895556,96.3202051,0.1,0.065,0.62254902,0.397058824,7,25.5,5/1/2020,1,1,1,1,0,0,0,0,0,204,0.408643459,-0.111319191,-0.453167618,-0.449079552,-0.240524584,-0.247435054,Orono2020,4,0,128,1.213333333,1.5725,2.779411765
27012500,Diamond,2020,405.02,6/3/2020,1,4,4.7,NA,0.51,NA,NA,405.02,0.9992,8,405,99.99506197,NA,NA,NA,0.580952381,0.457142857,6,405,4/13/2020,1,1,1,1,0,0,0,0,0,105,0.408643459,NA,-0.946859113,-0.587111204,NA,NA,Diamond2020,4,0,98,0.82,1.445,2.742857143
27004800,Hyland,2020,83.91,6/4/2020,1,3,4.7,0.15,0.42,0.27,NA,83.91,0.995,11.5,9,10.72577762,NA,24.6925,20.68833333,0.754098361,0.581967213,6,9,4/30/2020,1,1,0,1,0,0,0,0,0,122,0.408643459,NA,1.149237826,1.069268611,0.376614478,0.764177319,Hyland2020,2,0,64,2.49,2.975,3.491803279
66003800,,2020,379.03,6/4/2020,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,3.4,0.897026621,91.75185051,NA,NA,0.544502618,0.366492147,7,3.4,5/1/2020,1,1,1,1,0,0,0,0,0,191,NA,NA,NA,NA,NA,NA,NA,4,0,NA,0.892,1.56,NA
70002200,Cleary,2020,144.74,6/5/2020,1,2,4.7,NA,0.41,NA,NA,144.74,0.9902,9,145,100.1796324,93.15863169,NA,NA,1.085365854,0.817073171,6,145,4/14/2020,1,1,0,0,0,0,0,0,0,164,0.408643459,-0.331662396,-0.319285179,-0.673719298,NA,NA,Cleary2020,2,0,124,1.32,1.365,4.902439024
27003400,Crystal,2020,53,6/10/2020,0,2,4.7,NA,0.04,NA,NA,53,0.6699,39,0,0,93.97618935,0.100045455,0.1027,0,0,0,NA,NA,0,1,0,1,0,0,0,0,0,57,0.408643459,-0.274683401,-0.233935124,0.186948644,-0.240523443,-0.2455858,Crystal2020,0,1,42,1.388,2.16,0
27010400,Medicine,2020,434.53,6/11/2020,1,4,4.7,NA,0.69,NA,NA,434.53,0.4674,47.59999847,49.4,11.36860516,96.58680377,NA,NA,1.368131868,0.730769231,15,49.4,5/1/2020,1,1,1,1,0,0,0,0,0,182,0.408643459,-0.09273882,0.318329937,0.928530457,NA,NA,Medicine2020,4,0,95,1.828,2.845,10.96153846
10001300,Susan,2020,71.99,6/18/2020,0,2,4.7,0.45,0.25,-0.2,NA,71.99,0.815,17,0,0,94.26551984,0.151692308,0.079666667,0.37804878,0.25,3,NA,NA,0,0,1,1,0,0,0,0,0,82,0.408643459,-0.254518755,-0.053193831,0.706597214,-0.239227386,-0.246715627,Susan2020,0,2,15,1.532,2.64,0.75
10001300,Susan,2020,71.99,6/18/2020,0,2,4.7,0.45,0.25,-0.2,NA,71.99,0.815,17,0,0,94.26551984,0.151692308,0.079666667,0.25862069,0.25,3,NA,NA,0,0,1,1,0,0,0,0,0,116,0.408643459,-0.254518755,-0.053193831,0.706597214,-0.239227386,-0.246715627,Susan2020,0,2,18,1.532,2.64,0.75
10004100,,2020,156.44,6/24/2020,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,0,0,94.68901219,NA,NA,1.977941176,0.933823529,15,0,NA,0,0,0,0,0,0,0,0,0,136,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4.172727273,5.1,NA
10004100,,2020,156.44,6/24/2020,NA,NA,4.7,NA,NA,NA,NA,NA,NA,NA,0,0,94.68901219,NA,NA,1.977941176,0.933823529,15,0,NA,0,0,0,0,0,0,0,0,0,136,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4.172727273,5.1,NA
71001300,Orono,2020,246.64,7/21/2020,1,4,4.7,0.28,NA,NA,NA,246.64,0.9907,17,25.5,10.33895556,96.3202051,0.1,0.065,0.62254902,0.495098039,7,25.5,5/1/2020,1,1,1,1,0,0,0,0,0,204,0.408643459,-0.111319191,-0.453167618,-0.449079552,-0.240524584,-0.247435054,Orono2020,4,0,129,1.213333333,1.5725,3.465686275
10001300,Susan,2020,71.99,8/13/2020,0,2,4.7,0.45,0.25,-0.2,NA,71.99,0.815,17,0,0,94.26551984,0.151692308,0.079666667,0.37804878,0.362745098,3,NA,NA,0,0,1,1,0,0,0,0,0,82,0.408643459,-0.254518755,-0.053193831,0.706597214,-0.239227386,-0.246715627,Susan2020,0,2,16,1.532,2.64,1.088235294
10001300,Susan,2020,71.99,8/13/2020,0,2,4.7,0.45,0.25,-0.2,NA,71.99,0.815,17,0,0,94.26551984,0.151692308,0.079666667,0.25862069,0.362745098,3,NA,NA,0,0,1,1,0,0,0,0,0,116,0.408643459,-0.254518755,-0.053193831,0.706597214,-0.239227386,-0.246715627,Susan2020,0,2,19,1.532,2.64,1.088235294
27002800,NA,2021,52.63,4/24/2021,0,5,4.4,0.38,NA,NA,NA,52.63,NA,6.5,0,0,NA,NA,NA,0.176,0.176,2,7.4,5/1/2021,0,1,1,1,1,0,0,0,0,125,0.272099155,NA,-1.328424065,-1.328693016,NA,NA,NA2021,0,1,31,0.516,0.76,0.352
27005500,NA,2021,13,5/2/2021,0,3,4.4,0.05,NA,NA,NA,13,NA,NA,0,0,82.42532443,NA,NA,0.031578947,0.021052632,2,NA,NA,0,1,1,1,0,0,0,0,0,95,0.272099155,-1.079711236,-0.532660317,-0.235265818,NA,NA,NA2021,0,1,66,1.15,1.77,0.042105263
27027500,NA,2021,6,5/2/2021,0,1,4.4,0.22,NA,NA,NA,6,NA,NA,0,0,NA,NA,NA,1.375,0.75,6,1.28,5/14/2021,0,0,0,0,0,0,0,0,0,40,0.272099155,NA,0.019604745,-0.495090103,NA,NA,NA2021,0,9,105,1.59,1.53,4.5
27066900,NA,2021,6,5/2/2021,0,2,4.4,0,NA,NA,NA,6,NA,NA,0,0,NA,NA,NA,0.632653061,0.571428571,3,NA,NA,0,1,1,0,0,0,0,0,0,49,0.272099155,NA,NA,NA,NA,NA,NA2021,0,1,107,NA,NA,1.714285714
71001300,Orono,2021,246.64,5/15/2021,0,4,4.4,0,0.22,0.22,NA,246.64,0.9907,17,0,0,84.86000429,NA,NA,0.053921569,0.034313725,6,NA,NA,0,1,1,1,1,0,0,0,0,204,0.272099155,-0.910028267,-0.515402034,-0.316460907,NA,NA,Orono2021,0,1,130,1.16375,1.695,0.205882353
27009800,Bass,2021,149.28,5/26/2021,0,6,4.4,0.64,NA,NA,NA,149.28,0.8149,31,0,0,82.95885952,0.0295,0.037333333,0.632653061,0.489795918,5,18.02,6/1/2021,0,1,1,1,1,1,0,0,0,98,0.272099155,-1.042526956,0.85804352,1.350744919,-0.242293753,-0.248792155,Bass2021,0,1,81,2.258,3.235,2.448979592
71001300,Orono,2021,246.64,6/13/2021,0,4,4.4,0,0.22,0.22,NA,246.64,0.9907,17,0,0,84.86000429,NA,NA,0.333333333,0.225490196,9,NA,NA,0,1,1,1,1,0,0,0,0,204,0.272099155,-0.910028267,-0.515402034,-0.316460907,NA,NA,Orono2021,0,1,132,1.16375,1.695,2.029411765
71001300,Orono,2021,246.64,7/22/2021,0,4,4.4,0,0.22,0.22,NA,246.64,0.9907,17,0,0,84.86000429,NA,NA,0.053921569,0.460784314,6,NA,NA,0,1,1,1,1,0,0,0,0,204,0.272099155,-0.910028267,-0.515402034,-0.316460907,NA,NA,Orono2021,0,1,131,1.16375,1.695,2.764705882
70002200,Cleary,2022,144.74,4/11/2022,0,4,3.8,0.48,0.07,-0.41,NA,144.74,0.9902,9,0,0,105.9724506,171.2333333,98.046,0.670886076,0.658227848,2,145,4/20/2022,0,1,1,1,0,0,0,0,0,158,-0.000989451,0.561385958,-0.78368989,-0.554633168,4.053998735,4.55871293,Cleary2022,0,1,122,0.95,1.475,1.316455696
27010400,Medicine,2022,434.53,4/29/2022,0,6,3.8,0.54,0.41,-0.13,NA,434.53,0.4674,47.59999847,0,0,109.4006227,185.7061111,85.26266667,0.857923497,0.617486339,9,119.5,5/16/2022,0,1,1,1,1,1,0,0,0,183,-0.000989451,0.800309535,0.80532731,1.166702718,4.41718737,3.931666955,Medicine2022,0,1,93,2.216,3.065,5.557377049
27002800,NA,2022,52.63,5/7/2022,1,6,3.8,0.12,0.04,-0.08,NA,52.63,NA,6.5,4.6,NA,NA,NA,NA,0.088,0.088,2,4.6,5/1/2022,1,1,1,1,1,1,0,0,0,125,-0.000989451,NA,-1.264411523,-1.334106022,NA,NA,NA2022,6,0,32,0.567,0.755,0.176
71001300,Orono,2022,246.64,5/21/2022,0,5,3.8,0.2,NA,NA,NA,246.64,0.9907,17,0,0,109.134024,NA,NA,0.617647059,0.421568627,7,30.87,6/3/2022,0,0,1,1,1,1,0,0,0,204,-0.000989451,0.781729162,-0.503971223,-0.700784328,NA,NA,Orono2022,0,2,133,1.172857143,1.34,2.950980392
70002200,Cleary,2022,144.74,6/2/2022,1,4,3.8,0.48,0.07,-0.41,NA,144.74,0.9902,9,145,100.1796324,105.9724506,171.2333333,98.046,0.684848485,0.557575758,6,145,4/20/2022,1,1,1,1,0,0,0,0,0,165,-0.000989451,0.561385958,-0.78368989,-0.554633168,4.053998735,4.55871293,Cleary2022,4,0,123,0.95,1.475,3.345454545
27010400,Medicine,2022,434.53,6/9/2022,1,6,3.8,0.54,0.41,-0.13,NA,434.53,0.4674,47.59999847,119.5,27.50097807,109.4006227,185.7061111,85.26266667,1.747252747,0.802197802,17,119.5,5/16/2022,1,1,1,1,1,1,0,0,0,182,-0.000989451,0.800309535,0.80532731,1.166702718,4.41718737,3.931666955,Medicine2022,6,0,94,2.216,3.065,13.63736264
86002300,Beebe,2022,179.49,6/15/2022,1,6,3.8,NA,0.02,NA,NA,179.49,0.5899,23.5,14.39,8.01715973,110.7646903,0.033,0.0315,0.164835165,0.131868132,5,14.39,5/17/2022,1,1,1,1,1,1,0,0,0,91,-0.000989451,0.895377081,-0.356939615,-0.71161034,-0.242205922,-0.249078291,Beebe2022,6,0,145,1.29,1.33,0.659340659
10000200,Riley,2022,110.08,6/21/2022,1,5,3.8,NA,0.29,NA,NA,110.08,0.3718,49,16.7,15.17078488,107.9380451,0.02996,0.025777778,1.685393258,0.983146067,10,16.7,5/1/2022,1,1,1,0,1,1,0,0,0,178,-0.000989451,0.698376416,2.509818114,1.475244056,-0.24228221,-0.249358976,Riley2022,3,0,1,3.574,3.35,9.831460674
27002800,NA,2022,52.63,6/21/2022,1,6,3.8,0.12,0.04,-0.08,NA,52.63,NA,6.5,4.6,NA,NA,NA,NA,0.144,0.128,5,4.6,5/1/2022,1,1,1,1,1,1,0,0,0,125,-0.000989451,NA,-1.264411523,-1.334106022,NA,NA,NA2022,6,0,33,0.567,0.755,0.64
27010300,NA,2022,22.98,6/21/2022,0,4,3.8,NA,0.25,NA,NA,NA,NA,6,0,0,105.4289821,0.117833333,0.0785,0.698412698,0.547619048,6,NA,NA,0,0,1,1,1,1,0,0,0,126,-0.000989451,0.523509377,-0.97196207,-1.160889832,-0.240077063,-0.246772855,NA2022,0,2,85,0.8,0.915,3.285714286
73008200,Schneider,2022,25.14,6/21/2022,0,2,3.8,NA,0.5,NA,NA,25.14,0.462,55,0,0,113.240513,NA,NA,1.625,0.75,4,NA,NA,0,0,1,0,0,1,0,0,0,8,-0.000989451,1.067927466,0.898208252,-0.2190268,NA,NA,Schneider2022,0,2,135,2.29,1.785,3
73008600,Knaus,2022,209.7,6/21/2022,1,3,3.8,NA,0.34,NA,NA,209.7,0.9682,16.20000076,10.8,5.150214592,112.3566681,NA,NA,1.240963855,0.590361446,8,10.8,5/23/2022,1,1,1,0,0,0,0,0,0,83,-0.000989451,1.006328638,-0.447937836,-1.20419388,NA,NA,Knaus2022,3,0,136,1.2175,0.875,4.722891566
73008800,Bolfing,2022,67.37,6/21/2022,1,3,3.8,NA,0.22,NA,NA,67.37,0.6299,35,0.3,0.445302063,112.0934215,NA,NA,0.555555556,0.222222222,4,0.3,5/23/2022,1,1,1,0,0,0,0,0,0,9,-0.000989451,0.987981887,0.456396203,0.035384478,NA,NA,Bolfing2022,3,0,137,1.938,2.02,0.888888889
73008900,Zumwalde,2022,118.62,6/21/2022,0,2,3.8,NA,0.86,NA,NA,118.62,0.9816,21.29999924,0,0,NA,NA,NA,0.820512821,0.564102564,7,NA,NA,0,1,1,0,0,0,0,0,0,78,-0.000989451,NA,-0.303595831,-1.209606885,NA,NA,Zumwalde2022,0,1,138,1.3325,0.87,3.948717949
73013300,Cedar Island,2022,755,6/21/2022,1,3,3.8,NA,0.26,NA,NA,755,0.7659,NA,43.7,5.78807947,NA,NA,NA,0.684895833,0.497395833,10,43.7,5/23/2022,1,1,0,0,0,1,0,0,0,384,-0.000989451,NA,-0.196498975,-0.81229225,NA,NA,Cedar Island2022,2,0,139,1.417826087,1.237,4.973958333
73015700,Horseshoe,2022,341.05,6/21/2022,1,4,3.8,NA,0.35,NA,NA,341.05,0.5437,57,3.9,1.143527342,113.2763274,NA,NA,0.837037037,0.585185185,5,3.9,5/23/2022,1,1,1,0,0,1,0,0,0,135,-0.000989451,1.070423521,0.222938699,-0.706197334,NA,NA,Horseshoe2022,3,0,140,1.752,1.335,2.925925926
10001300,Susan,2022,71.99,6/28/2022,1,4,3.8,NA,0.26,NA,NA,71.99,0.815,17,8.25,11.45992499,107.0793388,0.257444444,0.160111111,0.418181818,0.336363636,6,8.25,5/1/2022,1,1,0,0,1,1,0,0,0,110,-0.000989451,0.638529602,-0.78368989,-0.803631441,-0.236573578,-0.24276968,Susan2022,2,0,20,0.95,1.245,2.018181818
82016200,Shields,2023,25.53,4/25/2023,0,5,7.7,0.55,NA,NA,NA,25.53,0.8644,25.89999962,0,0,NA,NA,NA,0.4,0.4,1,3.07,5/22/2023,0,1,1,1,1,0,0,0,0,40,1.774086492,NA,1.218270958,-0.224439806,NA,NA,Shields2023,0,1,144,2.545,1.78,0.4
27002800,NA,2023,52.63,5/13/2023,0,6,7.7,0.05,0.54,0.49,NA,52.63,NA,6.5,0,0,NA,NA,NA,0.096,0.08,4,NA,NA,0,1,1,1,1,1,1,0,0,250,1.774086492,NA,-1.032209168,-1.101346767,NA,NA,NA2023,0,1,34,0.752,0.97,0.32
27002800,NA,2023,52.63,5/13/2023,0,6,7.7,0.05,0.54,0.49,NA,52.63,NA,6.5,0,0,NA,NA,NA,0.152,0.08,4,NA,NA,0,1,1,1,1,1,1,0,0,125,1.774086492,NA,-1.032209168,-1.101346767,NA,NA,NA2023,0,1,37,0.752,0.97,0.32
27004400,NA,2023,16,5/13/2023,0,4,7.7,0.01,NA,NA,NA,16,NA,NA,0,0,107.4012352,NA,NA,0.27,0.27,2,NA,NA,0,1,1,1,1,0,0,0,0,100,1.774086492,0.660963901,0.120016574,0.836509356,NA,NA,NA2023,0,1,47,1.67,2.76,0.54
27004500,NA,2023,22.03,5/13/2023,0,7,7.7,0.45,NA,NA,NA,22.03,NA,7,0,0,NA,NA,NA,0,0,0,2,5/24/2023,0,1,1,1,1,1,1,0,0,128,1.774086492,NA,-0.402124938,-0.430134032,NA,NA,NA2023,0,1,55,1.254,1.59,0
27005500,NA,2023,13,5/13/2023,0,4,7.7,0.05,NA,NA,NA,13,NA,NA,0,0,106.8881813,NA,NA,0.063157895,0.052631579,2,NA,NA,0,1,0,1,1,1,0,0,0,95,1.774086492,0.62520704,-0.460489314,-0.83069647,NA,NA,NA2023,0,1,67,1.2075,1.22,0.105263158
27027500,NA,2023,6,5/13/2023,0,1,7.7,0,NA,NA,NA,6,NA,NA,0,0,NA,NA,NA,1.3,0.8,6,NA,NA,0,0,1,0,0,0,0,0,0,40,1.774086492,NA,-0.40714553,-0.798218435,NA,NA,NA2023,0,2,106,1.25,1.25,4.8
27066900,NA,2023,6,5/13/2023,0,3,7.7,0,NA,NA,NA,6,NA,NA,0,0,NA,NA,NA,0.224489796,0.224489796,2,NA,NA,0,1,0,1,1,0,0,0,0,49,1.774086492,NA,NA,NA,NA,NA,NA2023,0,1,108,NA,NA,0.448979592
27067700,NA,2023,4,5/13/2023,0,1,7.7,0,NA,NA,NA,4,NA,NA,0,0,NA,NA,NA,0.64,0.64,1,NA,NA,0,1,0,0,0,0,0,0,0,25,1.774086492,NA,NA,NA,NA,NA,NA2023,0,1,110,NA,NA,0.64
10001300,Susan,2023,71.99,5/15/2023,0,5,7.7,0.23,0.12,-0.11,NA,71.99,0.815,17,0,0,107.2681759,0.142583333,0.127714286,0.364583333,0.34375,2,5.35,5/17/2023,0,1,1,0,0,1,1,0,0,96,1.774086492,0.651690445,-0.4247176,-0.554633168,-0.239455972,-0.244358804,Susan2023,0,1,12,1.236,1.475,0.6875
10000200,Riley,2023,110.08,5/18/2023,1,6,7.7,0.26,0.29,0.03,NA,110.08,0.3718,49,9,8.175872093,108.1268822,0.033291667,0.023833333,0.819767442,0.697674419,5,9,5/17/2023,1,1,1,1,0,1,1,0,0,172,1.774086492,0.71153726,2.00022808,1.583504174,-0.242198603,-0.249454355,Riley2023,4,0,3,3.168,3.45,3.488372093
71001300,Orono,2023,246.64,5/20/2023,0,6,7.7,0.19,NA,NA,NA,246.64,0.9907,17,0,0,109.3228611,NA,NA,0.524509804,0.328431373,6,30.87,5/25/2023,0,1,0,1,1,1,1,0,0,204,1.774086492,0.794890005,-0.53963336,-0.562752677,NA,NA,Orono2023,0,1,134,1.144444444,1.4675,1.970588235
27007800,Staring,2023,156.22,5/22/2023,0,1,7.7,0.16,0.2,0.04,NA,156.22,0.9505,16,0,0,NA,0.171888889,0.215166667,0.359550562,0.320224719,4,NA,NA,0,0,0,0,0,0,1,0,0,178,1.774086492,NA,-0.63056185,-0.191961771,-0.23872056,-0.240069104,Staring2023,0,6,73,1.072,1.81,1.280898876
27009800,Bass,2023,149.28,6/7/2023,1,8,7.7,NA,0.02,NA,NA,149.28,0.8149,31,18.66,12.5,107.4217164,NA,NA,1.247311828,0.698924731,8,18.66,5/24/2023,1,1,1,1,1,1,1,1,0,93,1.774086492,0.662391321,0.05223859,0.273556739,NA,NA,Bass2023,8,0,84,1.616,2.24,5.591397849
10001300,Susan,2023,71.99,6/13/2023,1,5,7.7,0.23,0.12,-0.11,NA,71.99,0.815,17,5.35,7.431587721,107.2681759,0.142583333,0.127714286,0.167938931,0.145038168,3,5.35,5/17/2023,1,1,1,0,0,1,1,0,0,131,1.774086492,0.651690445,-0.4247176,-0.554633168,-0.239455972,-0.244358804,Susan2023,3,0,13,1.236,1.475,0.435114504
27007800,Staring,2023,156.22,6/14/2023,0,1,7.7,0.16,0.2,0.04,NA,156.22,0.9505,16,0,0,NA,0.171888889,0.215166667,0.45505618,0.353932584,6,NA,NA,0,0,0,0,0,0,1,0,0,178,1.774086492,NA,-0.63056185,-0.191961771,-0.23872056,-0.240069104,Staring2023,0,6,74,1.072,1.81,2.123595506
10000200,Riley,2023,110.08,6/19/2023,1,6,7.7,0.26,0.29,0.03,NA,110.08,0.3718,49,9,8.175872093,108.1268822,0.033291667,0.023833333,1.144444444,0.816666667,8,9,5/17/2023,1,1,1,1,0,1,1,0,0,180,1.774086492,0.71153726,2.00022808,1.583504174,-0.242198603,-0.249454355,Riley2023,4,0,4,3.168,3.45,6.533333333
27005700,NA,2023,11,6/19/2023,1,1,7.7,NA,0,NA,NA,11,NA,NA,5.91,NA,106.4627146,0.0555,NA,0.345454545,0.309090909,4,5.91,5/24/2023,1,0,0,0,0,0,0,0,0,55,1.774086492,0.595554496,-0.429110618,-0.841522482,-0.241641294,NA,NA2023,1,0,70,1.2325,1.21,1.236363636
27002800,NA,2023,52.63,6/26/2023,0,6,7.7,0.05,0.54,0.49,NA,52.63,NA,6.5,0,0,NA,NA,NA,0.096,0.104,4,NA,NA,0,1,1,1,1,1,1,0,0,250,1.774086492,NA,-1.032209168,-1.101346767,NA,NA,NA2023,0,1,35,0.752,0.97,0.416
27002800,NA,2023,52.63,6/26/2023,0,6,7.7,0.05,0.54,0.49,NA,52.63,NA,6.5,0,0,NA,NA,NA,0.152,0.104,4,NA,NA,0,1,1,1,1,1,1,0,0,125,1.774086492,NA,-1.032209168,-1.101346767,NA,NA,NA2023,0,1,38,0.752,0.97,0.416
27002800,NA,2023,52.63,8/21/2023,0,6,7.7,0.05,0.54,0.49,NA,52.63,NA,6.5,0,0,NA,NA,NA,0.096,0.16,4,NA,NA,0,1,1,1,1,1,1,0,0,250,1.774086492,NA,-1.032209168,-1.101346767,NA,NA,NA2023,0,1,36,0.752,0.97,0.64
27002800,NA,2023,52.63,8/21/2023,0,6,7.7,0.05,0.54,0.49,NA,52.63,NA,6.5,0,0,NA,NA,NA,0.152,0.16,4,NA,NA,0,1,1,1,1,1,1,0,0,125,1.774086492,NA,-1.032209168,-1.101346767,NA,NA,NA2023,0,1,39,0.752,0.97,0.64
10000200,Riley,2023,110.08,8/22/2023,1,6,7.7,0.26,0.29,0.03,NA,110.08,0.3718,49,9,8.175872093,108.1268822,0.033291667,0.023833333,1.144444444,0.842105263,8,9,5/17/2023,1,1,1,1,0,1,1,0,0,180,1.774086492,0.71153726,2.00022808,1.583504174,-0.242198603,-0.249454355,Riley2023,4,0,5,3.168,3.45,6.736842105
27004400,NA,2024,16,4/5/2024,0,5,0.6,0.06,NA,NA,NA,16,NA,NA,0,0,67.35070196,NA,NA,0.96,0.96,1,0.87,4/25/2024,0,0,1,1,1,1,0,0,0,100,-1.457462021,-2.130324396,2.68302852,1.583504174,NA,NA,NA2024,0,2,48,3.712,3.45,0.96
27004400,NA,2024,16,4/5/2024,0,5,0.6,0.06,NA,NA,NA,16,NA,NA,0,0,67.35070196,NA,NA,0.89,0.96,1,0.87,4/25/2024,0,0,1,1,1,1,0,0,0,100,-1.457462021,-2.130324396,2.68302852,1.583504174,NA,NA,NA2024,0,2,50,3.712,3.45,0.96
27004500,NA,2024,22.03,4/5/2024,0,8,0.6,0.66,NA,NA,NA,22.03,NA,7,0,0,NA,NA,NA,0.0390625,0.03125,2,2,4/25/2024,0,1,1,1,1,1,1,1,0,128,-1.457462021,NA,0.969333298,0.787792303,NA,NA,NA2024,0,1,56,2.346666667,2.715,0.0625
27004400,NA,2024,16,4/8/2024,0,5,0.6,0.06,NA,NA,NA,16,NA,NA,0,0,67.35070196,NA,NA,0.96,0.89,1,0.87,4/25/2024,0,0,1,1,1,1,0,0,0,100,-1.457462021,-2.130324396,2.68302852,1.583504174,NA,NA,NA2024,0,2,49,3.712,3.45,0.89
27004400,NA,2024,16,4/8/2024,0,5,0.6,0.06,NA,NA,NA,16,NA,NA,0,0,67.35070196,NA,NA,0.89,0.89,1,0.87,4/25/2024,0,0,1,1,1,1,0,0,0,100,-1.457462021,-2.130324396,2.68302852,1.583504174,NA,NA,NA2024,0,2,51,3.712,3.45,0.89
27066900,NA,2024,6,4/8/2024,0,4,0.6,0.1,NA,NA,NA,6,NA,NA,0,0,NA,NA,NA,1.571428571,0.897959184,4,1.17,4/25/2024,0,0,1,0,1,1,0,0,0,49,-1.457462021,NA,NA,NA,NA,NA,NA2024,0,2,109,NA,NA,3.591836735
