"","survey_id","DOW","lake_name","SURVEY_START","year","month","doy","ceratophyllum_demersum","potamogeton_crispus","elodea_canadensis","heteranthera_dubia","najas_sp","potamogeton_foliosus","potamogeton_zosteriformis","ranunculus_aquatilis","stuckenia_pectinata","chara_sp","eleocharis_acicularis","myriophyllum_spicatum","myriophyllum_sibiricum","potamogeton_pusillus","potamogeton_richardsonii","vallisneria_americana","potamogeton_nodosus","zannichellia_palustris","potamogeton_praelongus","potamogeton_amplifolius","elodea_sp","potamogeton_robbinsii","myriophyllum_spicatum_x_sibiricum","nitella_sp","myriophyllum_sp","potamogeton_illinoensis","utricularia_vulgaris","najas_flexilis","potamogeton_friesii","aquatic_moss","potamogeton_gramineus","utricularia_gibba","najas_guadalupensis","lychnothamnus_barbatus","ceratophyllum_echinatum","utricularia_minor","utricularia_macrorhiza","elodea_nuttallii","najas_gracillima","potamogeton_obtusifolius","potamogeton_sp","potamogeton_epihydrus","utricularia_sp","potamogeton_strictifolius","nitellopsis_obtusa","fontinalis_sp","tolypella_intricata","chara_globularis","nitella_flexilis","veronica_catenata","utricularia_intermedia","bidens_beckii","myriophyllum_alterniflorum","hippuris_vulgaris","isoetes_echinospora","stuckenia_filiformis","nitella_mucronata","potamogeton_perfoliatus","potamogeton_pulcher","drepanocladus_sp","najas_minor","nitella_furcata","juncus_pelocarpus","nitella_tenuissima","ranunculus_sp","myriophyllum_verticillatum","najas_marina","stuckenia_vaginata","fontinalis_antipyretica","potamogeton_alpinus","ranunculus_flabellaris","chara_contraria","chara_braunii","ranunculus_flammula","nitella_macounii","isoetes_lacustris","lobelia_dortmanna","myriophyllum_tenellum","utricularia_geminiscapa","potamogeton_spirillus","callitriche_sp","ceratophyllum_sp","chara_canescens","characeae_taxa","drepanocladus_aduncus","elatine_sp","elatine_minima","eleocharis_sp","eleocharis_robbinsii","eriocaulon_aquaticum","fontinalis_sullivantii","isoetes_sp","littorella_uniflora","myriophyllum_farwellii","nitellopsis_sp","potamogeton_bicupulatus","potamogeton_diversifolius","potamogeton_hillii","potamogeton_vaseyi","ruppia_cirrhosa","schoenoplectus_subterminalis","scorpidium_scorpioides","stuckenia_sp","utricularia_purpurea","veronica_americana","heteranthera_sp","vallisneria_sp","taxa_rich","vegetated","EWM","native_rich","native_vegetated","survey_taxa_rich","survey_native_rich","LK_LZACRES"
"808",808,"13006900",NA,2021-08-03,2021,8,215,0.212454212454212,0.010989010989011,0.010989010989011,0.157509157509158,0,0.032967032967033,0.0146520146520147,0,0.106227106227106,0.366300366300366,0,0.0256410256410256,0.0146520146520147,0,0.124542124542125,0.0915750915750916,0,0,0,0,0,0,0,0,0,0,0,0.106227106227106,0.032967032967033,0,0,0,0,0,0,0.00366300366300366,0,0,0,0,0.0293040293040293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34065934065934,0.622710622710623,0.0256410256410256,1.3040293040293,0.622710622710623,16,14,NA
"809",809,"13006900",NA,2022-08-02,2022,8,214,0.817204301075269,0.021505376344086,0.139784946236559,0.021505376344086,0,0.032258064516129,0.634408602150538,0,0.225806451612903,0.268817204301075,0,0.0967741935483871,0.032258064516129,0,0.021505376344086,0.010752688172043,0,0,0,0,0,0,0,0,0,0,0,0.0752688172043011,0.376344086021505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7741935483871,0.989247311827957,0.0967741935483871,2.65591397849462,0.989247311827957,14,12,NA
"810",810,"13007300","horseshoe",2014-07-16,2014,7,197,0.830065359477124,0.156862745098039,0.0065359477124183,0,0,0,0.57516339869281,0,0,0,0,0,0.104575163398693,0.0326797385620915,0,0,0,0,0.0196078431372549,0.0065359477124183,0,0,0,0,0,0,0.0718954248366013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80392156862745,0.869281045751634,0,1.64705882352941,0.869281045751634,9,8,129.13
"811",811,"13007400","mandall",2013-08-19,2013,8,231,0.60377358490566,0.0188679245283019,0,0.0188679245283019,0,0,0.207547169811321,0,0,0,0,0,0,0,0,0.0377358490566038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886792452830189,0.622641509433962,0,0.867924528301887,0.622641509433962,5,4,33.29
"812",812,"13007400",NA,2020-08-11,2020,8,224,0.47887323943662,0.169014084507042,0.0704225352112676,0,0,0,0.492957746478873,0,0.0140845070422535,0.0422535211267606,0.0140845070422535,0.028169014084507,0.0985915492957746,0.0140845070422535,0,0.112676056338028,0,0,0,0,0,0,0,0,0,0,0,0.0422535211267606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57746478873239,0.619718309859155,0.028169014084507,1.38028169014085,0.619718309859155,12,10,33.29
"813",813,"13007900","rabour",2013-08-19,2013,8,231,0.26,0.06,0,0.02,0,0,0.12,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.32,0,0.42,0.32,5,4,37.82
"814",814,"13007900",NA,2020-08-10,2020,8,223,0.532467532467532,0.0909090909090909,0.116883116883117,0.051948051948052,0,0,0.350649350649351,0,0.155844155844156,0.012987012987013,0.025974025974026,0.0779220779220779,0.116883116883117,0.142857142857143,0,0,0,0.025974025974026,0,0.025974025974026,0,0,0,0,0,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87012987012987,0.571428571428571,0.0779220779220779,1.7012987012987,0.571428571428571,14,12,37.82
"815",815,"13008000",NA,2020-08-04,2020,8,217,0.779661016949153,0,0,0.0169491525423729,0,0,0.355932203389831,0,0.0338983050847458,0,0,0.0677966101694915,0,0.11864406779661,0,0,0,0,0,0,0,0,0,0,0,0,0.135593220338983,0,0,0.0508474576271186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55932203389831,0.813559322033898,0.0677966101694915,1.49152542372881,0.813559322033898,8,7,NA
"816",816,"13008300","goose",2012-07-13,2012,7,195,0.395973154362416,0.248322147651007,0.087248322147651,0.00447427293064877,0,0,0.196868008948546,0,0.0492170022371365,0.0425055928411633,0.00223713646532438,0,0.0559284116331096,0,0.0246085011185682,0.0156599552572707,0,0,0.0178970917225951,0.0268456375838926,0,0,0,0,0,0.0223713646532438,0,0.0357941834451902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22595078299776,0.65324384787472,0,0.977628635346756,0.65324384787472,15,14,NA
"817",817,"14000400","tilde",2011-06-27,2011,6,178,0.123287671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136986301369863,0,0,0,0,0,0,0,0,0,0.0821917808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219178082191781,0.219178082191781,0,0.219178082191781,0.219178082191781,3,3,249.68
"818",818,"14006000","unnamed",2009-07-20,2009,7,201,0.0454545454545455,0,0.0909090909090909,0,0,0,0,0,0.318181818181818,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545454545,0.318181818181818,0,0.545454545454545,0.318181818181818,5,5,NA
"819",819,"14007800","swede grove",2012-07-09,2012,7,191,0.44,0,0,0,0,0,0.12,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.48,0,0.84,0.48,6,6,NA
"820",820,"14007900","meyer",2012-08-13,2012,8,226,0.28,0,0,0,0,0,0.08,0,0.42,0,0,0,0.12,0,0.16,0,0,0,0.22,0,0,0,0,0,0,0,0.06,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0.68,0,1.36,0.68,8,8,NA
"821",821,"14008600","goose prairie marsh",2009-07-13,2009,7,194,0.684210526315789,0,0,0,0,0,0,0,0.421052631578947,0.552631578947368,0,0,0.447368421052632,0,0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0,0.552631578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71052631578947,1,0,2.71052631578947,1,7,7,NA
"822",822,"14008600","goose prairie marsh",2012-07-09,2012,7,191,0.210526315789474,0,0,0,0,0,0,0,0.131578947368421,0.447368421052632,0,0,0.184210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55263157894737,0.815789473684211,0,1.55263157894737,0.815789473684211,5,5,NA
"823",823,"14008900","doran",2014-09-25,2014,9,268,0.946428571428571,0,0,0,0,0,0,0,0.428571428571429,0.107142857142857,0,0,0.357142857142857,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91071428571429,0.964285714285714,0,1.91071428571429,0.964285714285714,5,5,NA
"824",824,"14009000","solwald",2012-08-01,2012,8,214,0.676470588235294,0,0,0,0,0,0,0,0.794117647058823,0,0,0,0.117647058823529,0,0.0294117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67647058823529,0.970588235294118,0,1.67647058823529,0.970588235294118,5,5,NA
"825",825,"14009100","buhaug",2012-08-09,2012,8,222,0.3,0,0,0,0,0,0,0,0.333333333333333,0.5,0,0,0.533333333333333,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0.966666666666667,0,1.8,0.966666666666667,6,6,NA
"826",826,"14009200","tatlie",2012-06-25,2012,6,177,0.512820512820513,0,0,0,0,0,0.205128205128205,0,0.102564102564103,0.0512820512820513,0,0,0.179487179487179,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0.0512820512820513,0.0256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512820512820513,0,0,0,0,0,0,0,1.25641025641026,0.538461538461538,0,1.25641025641026,0.538461538461538,9,9,NA
"827",827,"14012700","unnamed",2010-07-06,2010,7,187,0.882352941176471,0,0,0,0,0,0.176470588235294,0,0.705882352941177,0.529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29411764705882,1,0,2.29411764705882,1,4,4,NA
"828",828,"14015000","unnamed",2009-07-13,2009,7,194,0.7,0,0,0,0,0,0.1,0,1,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,1,0,2.4,1,7,7,NA
"829",829,"14015000","unnamed",2010-07-06,2010,7,187,0.916666666666667,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83333333333333,0.916666666666667,0,1.83333333333333,0.916666666666667,4,4,NA
"830",830,"14026200","unnamed",2008-06-26,2008,6,178,1,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1,0,2.2,1,3,3,NA
"831",831,"14026200","unnamed",2012-07-11,2012,7,193,0.833333333333333,0,0,0,0,0,0.166666666666667,0,0.5,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0.833333333333333,0,1.66666666666667,0.833333333333333,4,4,NA
"832",832,"14033600","hartke",2012-08-13,2012,8,226,0.0909090909090909,0,0,0,0,0,0,0,0.590909090909091,0,0,0,0.181818181818182,0,0.181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04545454545455,0.636363636363636,0,1.04545454545455,0.636363636363636,4,4,NA
"833",833,"14036400","stony creek detention pond",2008-06-26,2008,6,178,0.0714285714285714,0,0,0,0,0,0,0,0.904761904761905,0.857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9047619047619,0.952380952380952,0,1.9047619047619,0.952380952380952,4,4,NA
"834",834,"14036400","stony creek detention pond",2012-07-11,2012,7,193,0.25,0,0,0,0,0,0,0,0.75,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,4,4,NA
"835",835,"15001000","elk",2004-07-20,2004,7,202,0.368715083798883,0,0.446927374301676,0.0111731843575419,0,0,0.603351955307263,0,0.134078212290503,0.391061452513966,0,0,0,0,0.0782122905027933,0,0,0,0.0446927374301676,0,0,0,0,0,0.0446927374301676,0.0167597765363128,0.100558659217877,0.0614525139664804,0,0,0,0,0,0,0,0,0,0,0,0,0.251396648044693,0,0,0,0,0,0,0,0,0,0,0.00558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0.00558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56424581005587,0.921787709497207,0,2.56424581005587,0.921787709497207,15,15,75.51
"836",836,"15001000","elk",2008-07-07,2008,7,189,0.306666666666667,0,0.146666666666667,0,0,0,0.56,0,0.28,0.213333333333333,0,0,0.0266666666666667,0,0.12,0,0,0,0.0133333333333333,0.04,0,0.0266666666666667,0,0,0,0.0266666666666667,0.04,0.52,0.106666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42666666666667,0.946666666666667,0,2.42666666666667,0.946666666666667,14,14,75.51
"837",837,"15001000","elk",2009-07-06,2009,7,187,0.333333333333333,0,0.0757575757575758,0,0,0,0.287878787878788,0,0.0606060606060606,0.166666666666667,0,0,0,0,0.0606060606060606,0.0454545454545455,0,0,0.0151515151515152,0,0,0,0,0,0,0.0454545454545455,0.0454545454545455,0.439393939393939,0.287878787878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86363636363636,0.893939393939394,0,1.86363636363636,0.893939393939394,12,12,75.51
"838",838,"15001000","elk",2010-07-07,2010,7,188,0.422535211267606,0,0.0845070422535211,0.028169014084507,0,0.028169014084507,0.394366197183099,0,0.23943661971831,0.28169014084507,0,0,0,0.0140845070422535,0.126760563380282,0,0,0,0.028169014084507,0,0,0,0,0,0,0.0140845070422535,0,0.549295774647887,0.267605633802817,0,0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0.0140845070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50704225352113,0.985915492957746,0,2.50704225352113,0.985915492957746,15,15,75.51
"839",839,"15001000","elk",2011-08-08,2011,8,220,0.405405405405405,0,0.0540540540540541,0.0135135135135135,0,0,0.432432432432432,0,0.148648648648649,0.216216216216216,0,0,0.0135135135135135,0,0.189189189189189,0,0,0,0.0135135135135135,0,0,0,0,0,0,0.0135135135135135,0,0.783783783783784,0.351351351351351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63513513513514,0.945945945945946,0,2.63513513513514,0.945945945945946,12,12,75.51
"840",840,"15001000","elk",2014-07-22,2014,7,203,0.210526315789474,0,0.0526315789473684,0.00956937799043062,0.253588516746411,0,0.440191387559809,0,0.277511961722488,0.167464114832536,0,0,0.0191387559808612,0,0.119617224880383,0,0,0,0.0526315789473684,0,0,0,0,0,0,0.0382775119617225,0.0143540669856459,0.272727272727273,0.382775119617225,0,0.00478468899521531,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00478468899521531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143540669856459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38755980861244,0.909090909090909,0,2.38755980861244,0.909090909090909,18,18,75.51
"841",841,"15001000","elk",2016-08-15,2016,8,228,0.164319248826291,0,0.0563380281690141,0.0140845070422535,0,0,0.366197183098592,0,0.112676056338028,0.338028169014085,0,0,0.0375586854460094,0,0.107981220657277,0,0,0,0.0469483568075117,0,0,0.00469483568075117,0,0,0,0.0140845070422535,0.0328638497652582,0.338028169014085,0.0469483568075117,0,0,0,0,0,0,0,0,0,0,0,0.0187793427230047,0,0,0.0563380281690141,0,0,0,0,0,0,0,0,0,0,0,0.0610328638497653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00469483568075117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82159624413146,0.863849765258216,0,1.82159624413146,0.863849765258216,18,18,75.51
"842",842,"15001000","elk",2018-08-06,2018,8,218,0.197530864197531,0,0.0534979423868313,0.00411522633744856,0.00411522633744856,0,0.333333333333333,0,0.160493827160494,0.337448559670782,0,0,0.0576131687242798,0,0.0617283950617284,0,0,0,0.00823045267489712,0.0246913580246914,0,0,0,0,0,0.0123456790123457,0.0987654320987654,0.460905349794239,0.238683127572016,0,0,0,0,0,0,0,0,0,0,0,0.0740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12757201646091,0.897119341563786,0,2.12757201646091,0.897119341563786,16,16,75.51
"843",843,"15002700","east four-legged",2011-08-09,2011,8,221,0,0,0.188679245283019,0,0.773584905660377,0,0,0,0,0.830188679245283,0,0,0.132075471698113,0.0943396226415094,0,0,0,0,0.150943396226415,0.150943396226415,0,0.188679245283019,0,0,0,0.0188679245283019,0.188679245283019,0,0.0188679245283019,0,0,0,0,0,0,0.113207547169811,0,0,0,0,0,0,0.207547169811321,0,0,0,0,0,0,0,0,0.0754716981132075,0,0,0,0,0,0,0,0.0943396226415094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150943396226415,0,0,0,0,0,0,0,3.37735849056604,1,0,3.37735849056604,1,16,16,NA
"844",844,"15002800","west four-legged",2011-08-16,2011,8,228,0.0138888888888889,0,0.0277777777777778,0,0.527777777777778,0,0.0277777777777778,0,0,0.930555555555556,0,0,0.152777777777778,0.0138888888888889,0.0416666666666667,0,0,0,0,0,0,0.0277777777777778,0,0,0,0.347222222222222,0.0833333333333333,0.0555555555555556,0.0138888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.30555555555556,0.958333333333333,0,2.30555555555556,0.958333333333333,15,15,NA
"845",845,"15002800","west four-legged",2014-07-16,2014,7,197,0.0128205128205128,0,0,0.0256410256410256,0,0,0.230769230769231,0,0.0897435897435897,0.871794871794872,0,0,0.256410256410256,0,0.0641025641025641,0,0,0,0.166666666666667,0,0,0,0,0,0,0.141025641025641,0.0512820512820513,0.5,0.0128205128205128,0,0.0897435897435897,0,0,0,0,0.128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115384615384615,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0.0512820512820513,0,0,0,0,0,0,2.85897435897436,1,0,2.85897435897436,1,18,18,NA
