,...1,Lake.ID,Year,Lake.x,Trt,YrsTrt,PrevAUGSecchi,Snow,APRMAYPcri,JUNPcri,DIFF.4.6,County,Lake.area.acre,Proportion.littoral,Max.depth,Acres_Chem,litt.ac,perc.lit.chem,Ice_off,secchi,secchi.e,phosphorus,phosphorus.e,SURVEY_START,native_rich_mean,survey_native_rich,lag0,trt_acres_lag0,trt_date_lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,nsamp
109,100,27009800,2019,Bass,1,4,0.64,5.5,NA,NA,NA,NA,149.282,0.8149,31,20.4,149.28,13.66559486,100.5750171,2.46,2.971428571,0.02835,0.024125,7/29/2019,0.990384615,4,1,20.4,5/1/2019,1,1,1,0,0,0,0,0,104
110,101,27009800,2021,Bass,1,6,0.75,4.4,0.64,NA,NA,NA,149.282,0.8149,31,18.02,149.28,12.07127546,82.95885952,2.728554839,4.023093333,0.0295,0.037333333,5/26/2021,0.632653061,5,1,18.02,6/1/2021,1,1,1,1,1,0,0,0,98
111,101,27009800,2021,Bass,1,6,0.75,4.4,0.64,NA,NA,NA,149.282,0.8149,31,18.02,149.28,12.07127546,82.95885952,2.728554839,4.023093333,0.0295,0.037333333,8/17/2021,0.916666667,8,1,18.02,6/1/2021,1,1,1,1,1,0,0,0,96
107,99,27009800,2018,Bass,1,3,0.6,3.1,0.5,NA,NA,NA,149.282,0.8149,31,12.3,149.28,8.239549839,112.4418243,1.343333333,2.19,0.161212121,0.0775,5/12/2018,0.904255319,6,1,12.3,5/1/2018,1,1,0,0,0,0,0,0,94
108,99,27009800,2018,Bass,1,3,0.6,3.1,0.5,NA,NA,NA,149.282,0.8149,31,12.3,149.28,8.239549839,112.4418243,1.343333333,2.19,0.161212121,0.0775,8/16/2018,0.5,6,1,12.3,5/1/2018,1,1,0,0,0,0,0,0,104
112,103,27009800,2023,Bass,1,8,0.95,7.7,NA,0.02,NA,NA,149.282,0.8149,31,18.66,149.28,12.5,107.4217164,2.057222222,2.563636364,NA,NA,6/7/2023,1.247311828,8,1,18.66,5/24/2023,1,1,1,1,1,1,1,0,93
113,103,27009800,2023,Bass,1,8,0.95,7.7,NA,0.02,NA,NA,149.282,0.8149,31,18.66,149.28,12.5,107.4217164,2.057222222,2.563636364,NA,NA,8/15/2023,0.92,6,1,18.66,5/24/2023,1,1,1,1,1,1,1,0,100
114,103,27009800,2023,Bass,1,8,0.95,7.7,NA,0.02,NA,NA,149.282,0.8149,31,18.66,149.28,12.5,107.4217164,2.057222222,2.563636364,NA,NA,8/21/2023,0.887640449,9,1,18.66,5/24/2023,1,1,1,1,1,1,1,0,89
115,104,27010300,2022,NA,0,4,NA,3.8,NA,0.25,NA,NA,NA,NA,6,NA,NA,NA,105.4289821,0.692888889,0.9703,0.117833333,0.0785,6/21/2022,0.698412698,6,0,NA,NA,0,1,1,1,1,0,0,0,126
116,104,27010300,2022,NA,0,4,NA,3.8,NA,0.25,NA,NA,NA,NA,6,NA,NA,NA,105.4289821,0.692888889,0.9703,0.117833333,0.0785,8/9/2022,0.865079365,7,0,NA,NA,0,1,1,1,1,0,0,0,126
127,111,27010400,2019,Medicine,1,3,1.12,5.5,0.26,0.5,0.24,NA,434.53,0.4674,47.59999847,49.57,434.53,11.40772789,102.7427606,1.738709677,2.561538462,0.14809434,0.056826087,4/25/2019,0.657608696,7,1,49.57,5/1/2019,1,1,0,0,0,0,0,0,184
128,111,27010400,2019,Medicine,1,3,1.12,5.5,0.26,0.5,0.24,NA,434.53,0.4674,47.59999847,49.57,434.53,11.40772789,102.7427606,1.738709677,2.561538462,0.14809434,0.056826087,6/19/2019,1.703296703,13,1,49.57,5/1/2019,1,1,0,0,0,0,0,0,182
129,111,27010400,2019,Medicine,1,3,1.12,5.5,0.26,0.5,0.24,NA,434.53,0.4674,47.59999847,49.57,434.53,11.40772789,102.7427606,1.738709677,2.561538462,0.14809434,0.056826087,8/14/2019,2.005494505,12,1,49.57,5/1/2019,1,1,0,0,0,0,0,0,182
121,107,27010400,2017,Medicine,1,1,0.83,1.3,0.43,0.46,0.03,NA,434.53,0.4674,47.59999847,45,434.53,10.35601685,82.52674794,2.193333333,3.414285714,0.14925,0.051833333,4/20/2017,0.697802198,4,1,45,4/1/2017,0,0,0,0,0,0,0,0,182
122,107,27010400,2017,Medicine,1,1,0.83,1.3,0.43,0.46,0.03,NA,434.53,0.4674,47.59999847,45,434.53,10.35601685,82.52674794,2.193333333,3.414285714,0.14925,0.051833333,6/2/2017,0.907608696,9,1,45,4/1/2017,0,0,0,0,0,0,0,0,184
123,107,27010400,2017,Medicine,1,1,0.83,1.3,0.43,0.46,0.03,NA,434.53,0.4674,47.59999847,45,434.53,10.35601685,82.52674794,2.193333333,3.414285714,0.14925,0.051833333,9/1/2017,1.336956522,14,1,45,4/1/2017,0,0,0,0,0,0,0,0,184
124,109,27010400,2018,Medicine,1,2,1.2,3.1,0.29,0.14,-0.15,NA,434.53,0.4674,47.59999847,35.8,434.53,8.238786735,114.6095678,1.805833333,2.88,0.218181818,0.0625,5/15/2018,0.87431694,7,1,35.8,5/1/2018,1,0,0,0,0,0,0,0,183
125,109,27010400,2018,Medicine,1,2,1.2,3.1,0.29,0.14,-0.15,NA,434.53,0.4674,47.59999847,35.8,434.53,8.238786735,114.6095678,1.805833333,2.88,0.218181818,0.0625,6/27/2018,1.404371585,12,1,35.8,5/1/2018,1,0,0,0,0,0,0,0,183
126,109,27010400,2018,Medicine,1,2,1.2,3.1,0.29,0.14,-0.15,NA,434.53,0.4674,47.59999847,35.8,434.53,8.238786735,114.6095678,1.805833333,2.88,0.218181818,0.0625,8/31/2018,1.699453552,12,1,35.8,5/1/2018,1,0,0,0,0,0,0,0,183
117,106,27010400,2022,Medicine,1,6,1.81,3.8,0.54,0.41,-0.13,NA,434.53,0.4674,47.59999847,119.5,434.53,27.50097807,109.4006227,3.175,3.9,185.7061111,85.26266667,4/29/2022,0.857923497,9,1,119.5,5/16/2022,1,1,1,1,1,0,0,0,183
118,106,27010400,2022,Medicine,1,6,1.81,3.8,0.54,0.41,-0.13,NA,434.53,0.4674,47.59999847,119.5,434.53,27.50097807,109.4006227,3.175,3.9,185.7061111,85.26266667,6/9/2022,1.747252747,17,1,119.5,5/16/2022,1,1,1,1,1,0,0,0,182
119,106,27010400,2022,Medicine,1,6,1.81,3.8,0.54,0.41,-0.13,NA,434.53,0.4674,47.59999847,119.5,434.53,27.50097807,109.4006227,3.175,3.9,185.7061111,85.26266667,7/12/2022,1.935185185,10,1,119.5,5/16/2022,1,1,1,1,1,0,0,0,108
120,106,27010400,2022,Medicine,1,6,1.81,3.8,0.54,0.41,-0.13,NA,434.53,0.4674,47.59999847,119.5,434.53,27.50097807,109.4006227,3.175,3.9,185.7061111,85.26266667,9/7/2022,2.175257732,13,1,119.5,5/16/2022,1,1,1,1,1,0,0,0,291
130,114,27010400,2020,Medicine,1,4,0.85,4.7,NA,0.69,NA,NA,434.53,0.4674,47.59999847,49.4,434.53,11.36860516,96.58680377,2.945833333,3.741666667,NA,NA,6/11/2020,1.368131868,15,1,49.4,5/1/2020,1,1,1,0,0,0,0,0,182
133,117,27012500,2019,Diamond,1,3,0.45,5.5,NA,0.36,NA,NA,405.015,0.9992,8,405,405.02,99.99506197,NA,1.325,2.04,0.11675,0.037,6/25/2019,1,7,1,405,5/1/2019,1,1,0,0,0,0,0,0,105
134,117,27012500,2019,Diamond,1,3,0.45,5.5,NA,0.36,NA,NA,405.015,0.9992,8,405,405.02,99.99506197,NA,1.325,2.04,0.11675,0.037,8/19/2019,0.238095238,4,1,405,5/1/2019,1,1,0,0,0,0,0,0,105
131,115,27012500,2018,Diamond,1,2,0.55,3.1,NA,0.11,NA,NA,405.015,0.9992,8,60,405.02,14.81408326,NA,0.750909091,1.1825,0.134545455,0.07,6/28/2018,0.771428571,5,1,60,5/1/2018,1,0,0,0,0,0,0,0,105
132,115,27012500,2018,Diamond,1,2,0.55,3.1,NA,0.11,NA,NA,405.015,0.9992,8,60,405.02,14.81408326,NA,0.750909091,1.1825,0.134545455,0.07,9/4/2018,0.371428571,3,1,60,5/1/2018,1,0,0,0,0,0,0,0,105
135,119,27012500,2020,Diamond,1,4,0.65,4.7,NA,0.51,NA,NA,405.015,0.9992,8,405,405.02,99.99506197,NA,0.741666667,1.183333333,NA,NA,6/3/2020,0.580952381,6,1,405,4/13/2020,1,1,1,0,0,0,0,0,105
136,120,27019100,2017,Sarah,1,1,NA,1.3,NA,0.15,NA,NA,557.23,0.6694,59,260,373,69.70509383,82.90832173,1,3,0.1,0.1,6/1/2017,0.91160221,9,1,260,5/1/2017,0,0,0,0,0,0,0,0,181
137,120,27019100,2017,Sarah,1,1,NA,1.3,NA,0.15,NA,NA,557.23,0.6694,59,260,373,69.70509383,82.90832173,1,3,0.1,0.1,8/25/2017,1.064864865,10,1,260,5/1/2017,0,0,0,0,0,0,0,0,185
138,122,27019100,2018,Sarah,1,2,NA,3.1,NA,0.04,NA,NA,557.23,0.6694,59,114.5,373,30.69705094,114.9911416,1.25,4,0.12,0.2,6/13/2018,0.79144385,10,1,114.5,5/1/2018,1,0,0,0,0,0,0,0,187
139,122,27019100,2018,Sarah,1,2,NA,3.1,NA,0.04,NA,NA,557.23,0.6694,59,114.5,373,30.69705094,114.9911416,1.25,4,0.12,0.2,8/20/2018,1.048913043,10,1,114.5,5/1/2018,1,0,0,0,0,0,0,0,184
140,124,27019100,2019,Sarah,1,3,NA,5.5,NA,0.15,NA,NA,557.23,0.6694,59,108.6,373,29.1152815,103.1243344,1,1.8,0.09,0.06,6/7/2019,0.783783784,10,1,108.6,5/1/2019,1,1,0,0,0,0,0,0,185
141,124,27019100,2019,Sarah,1,3,NA,5.5,NA,0.15,NA,NA,557.23,0.6694,59,108.6,373,29.1152815,103.1243344,1,1.8,0.09,0.06,9/6/2019,0.730434783,10,1,108.6,5/1/2019,1,1,0,0,0,0,0,0,115
142,124,27019100,2019,Sarah,1,3,NA,5.5,NA,0.15,NA,NA,557.23,0.6694,59,108.6,373,29.1152815,103.1243344,1,1.8,0.09,0.06,9/16/2019,0.72972973,6,1,108.6,5/1/2019,1,1,0,0,0,0,0,0,74
145,129,27027500,2025,NA,1,2,0.87,1.2,0.4,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,0.788181818,0.852,NA,NA,4/26/2025,0.925,6,1,3.5,5/2/2025,0,0,0,1,0,0,0,0,40
143,127,27027500,2021,NA,1,1,1.1,4.4,0.22,NA,NA,NA,NA,NA,NA,1.28,NA,NA,NA,1.309,1.522,NA,NA,5/2/2021,1.375,6,1,1.28,5/14/2021,0,0,0,0,0,0,0,0,40
144,128,27027500,2023,NA,0,1,1.37,7.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1425,1.4475,NA,NA,5/13/2023,1.3,6,0,NA,NA,0,1,0,0,0,0,0,0,40
146,130,27066900,2021,NA,0,2,NA,4.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/2/2021,0.632653061,3,0,NA,NA,1,1,0,0,0,0,0,0,49
147,131,27066900,2023,NA,0,3,NA,7.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/13/2023,0.224489796,2,0,NA,NA,1,0,1,1,0,0,0,0,49
148,132,27066900,2024,NA,1,4,NA,0.6,0.1,NA,NA,NA,NA,NA,NA,1.17,NA,NA,NA,NA,NA,NA,NA,4/8/2024,1.571428571,4,1,1.17,4/25/2024,0,1,0,1,1,0,0,0,49
149,133,27067700,2023,NA,0,1,NA,7.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/13/2023,0.64,1,0,NA,NA,1,0,0,0,0,0,0,0,25
150,134,27067700,2024,NA,1,2,NA,0.6,0.16,NA,NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA,NA,NA,NA,4/8/2024,0.16,2,1,0.59,4/25/2024,0,1,0,0,0,0,0,0,25
153,136,62000200,2020,Bald Eagle,1,4,1.14,4.7,NA,NA,NA,NA,589.063,0.5613,37,72.6,589.06,12.32472074,97.51186535,2.56064,3.993169231,0.032318841,0.020888889,8/13/2020,1.682352941,14,1,72.6,5/4/2020,1,1,1,0,0,0,0,0,170
154,136,62000200,2020,Bald Eagle,1,4,1.14,4.7,NA,NA,NA,NA,589.063,0.5613,37,72.6,589.06,12.32472074,97.51186535,2.56064,3.993169231,0.032318841,0.020888889,7/9/2020,2.388535032,16,1,72.6,5/4/2020,1,1,1,0,0,0,0,0,157
156,138,62000200,2023,Bald Eagle,1,7,1.21,7.7,NA,NA,NA,NA,589.063,0.5613,37,68.93,589.06,11.70169422,110.5145214,1.932772727,2.414886957,0.0362,0.02485,8/9/2023,1.958083832,17,1,68.93,5/16/2023,1,1,1,1,1,1,0,0,167
151,135,62000200,2019,Bald Eagle,1,3,1.34,5.5,NA,NA,NA,NA,589.063,0.5613,37,68.82,589.06,11.68302041,103.6678221,2.341935484,3.654545455,0.038157143,0.026433333,8/22/2019,1.488235294,16,1,68.82,5/1/2019,1,1,0,0,0,0,0,0,170
152,135,62000200,2019,Bald Eagle,1,3,1.34,5.5,NA,NA,NA,NA,589.063,0.5613,37,68.82,589.06,11.68302041,103.6678221,2.341935484,3.654545455,0.038157143,0.026433333,7/17/2019,1.4875,13,1,68.82,5/1/2019,1,1,0,0,0,0,0,0,160
155,137,62000200,2021,Bald Eagle,1,5,1.19,4.4,NA,NA,NA,NA,589.063,0.5613,37,86.89,589.06,14.75061963,86.05166454,2.404576471,3.558657143,0.038479452,0.020137931,9/13/2021,1.608433735,14,1,86.89,5/1/2021,1,1,1,1,0,0,0,0,166
158,140,62000200,2018,Bald Eagle,1,2,1.8,3.1,NA,0.38,NA,NA,589.063,0.5613,37,19.6,589.06,3.327335076,115.5346293,2.209090909,3.175,0.038867647,0.02275,6/20/2018,1.413793103,11,1,19.6,5/1/2018,1,0,0,0,0,0,0,0,145
159,140,62000200,2018,Bald Eagle,1,2,1.8,3.1,NA,0.38,NA,NA,589.063,0.5613,37,19.6,589.06,3.327335076,115.5346293,2.209090909,3.175,0.038867647,0.02275,8/22/2018,1.424418605,14,1,19.6,5/1/2018,1,0,0,0,0,0,0,0,172
157,139,62000200,2022,Bald Eagle,1,7,1.34,3.8,NA,NA,NA,NA,589.063,0.5613,37,26.47,589.06,4.493599973,110.3256843,1.925245714,2.5153,0.041098765,0.025516129,8/9/2022,1.979166667,16,1,26.47,5/1/2022,1,1,1,1,1,0,0,0,144
164,147,62000600,2025,Kohlman,1,6,0.96,1.2,NA,0.27,NA,NA,82.899,1,11.60000038,15.58,82.9,18.79372738,87.50826959,1.179166667,1.2625,0.059512821,0.056933333,6/23/2025,1.548672566,9,1,15.58,4/30/2025,1,1,1,1,1,0,0,0,113
165,147,62000600,2025,Kohlman,1,6,0.96,1.2,NA,0.27,NA,NA,82.899,1,11.60000038,15.58,82.9,18.79372738,87.50826959,1.179166667,1.2625,0.059512821,0.056933333,8/25/2025,1.221238938,7,1,15.58,4/30/2025,1,1,1,1,1,0,0,0,113
160,143,62000600,2024,Kohlman,1,5,0.6,0.6,NA,0.29,NA,NA,82.899,1,11.60000038,12.4,82.9,14.95778046,67.08913793,1.069,1.2,0.10056,0.106727273,6/27/2024,1.401785714,9,1,12.4,4/30/2024,1,1,1,1,0,0,0,0,112
161,143,62000600,2024,Kohlman,1,5,0.6,0.6,NA,0.29,NA,NA,82.899,1,11.60000038,12.4,82.9,14.95778046,67.08913793,1.069,1.2,0.10056,0.106727273,7/24/2024,1.504424779,9,1,12.4,4/30/2024,1,1,1,1,0,0,0,0,113
162,143,62000600,2024,Kohlman,1,5,0.6,0.6,NA,0.29,NA,NA,82.899,1,11.60000038,12.4,82.9,14.95778046,67.08913793,1.069,1.2,0.10056,0.106727273,8/20/2024,1.464285714,10,1,12.4,4/30/2024,1,1,1,1,0,0,0,0,112
163,143,62000600,2024,Kohlman,1,5,0.6,0.6,NA,0.29,NA,NA,82.899,1,11.60000038,12.4,82.9,14.95778046,67.08913793,1.069,1.2,0.10056,0.106727273,9/11/2024,1.026548673,7,1,12.4,4/30/2024,1,1,1,1,0,0,0,0,113
166,149,62005500,2024,Como,1,7,0.78,0.6,NA,0.55,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,66.6033456,1.16482,1.370181818,0.108592593,0.078155556,6/14/2024,0.866666667,4,1,71.3,4/4/2024,1,0,1,1,1,1,1,0,60
167,149,62005500,2024,Como,1,7,0.78,0.6,NA,0.55,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,66.6033456,1.16482,1.370181818,0.108592593,0.078155556,7/9/2024,0.783333333,4,1,71.3,4/4/2024,1,0,1,1,1,1,1,0,60
168,149,62005500,2024,Como,1,7,0.78,0.6,NA,0.55,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,66.6033456,1.16482,1.370181818,0.108592593,0.078155556,8/6/2024,0.616666667,6,1,71.3,4/4/2024,1,0,1,1,1,1,1,0,60
169,152,62005500,2025,Como,1,8,0.6,1.2,NA,0.25,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,87.02247726,1.17,1.55,0.144325,0.079875,6/2/2025,0.5,1,1,71.3,4/15/2025,1,1,0,1,1,1,1,1,60
170,152,62005500,2025,Como,1,8,0.6,1.2,NA,0.25,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,87.02247726,1.17,1.55,0.144325,0.079875,7/2/2025,0.666666667,4,1,71.3,4/15/2025,1,1,0,1,1,1,1,1,60
171,152,62005500,2025,Como,1,8,0.6,1.2,NA,0.25,NA,NA,65.645,0.9775,16,71.3,65.65,108.6062452,87.02247726,1.17,1.55,0.144325,0.079875,8/4/2025,0.183333333,1,1,71.3,4/15/2025,1,1,0,1,1,1,1,1,60
175,156,70002200,2019,Cleary,1,1,0.55,5.5,0.81,0.84,0.03,NA,144.743,0.9902,9,145,144.74,100.1796324,99.31458848,1.625,2.08,0.08225,0.0586,4/26/2019,0.872727273,3,1,145,5/1/2019,0,0,0,0,0,0,0,0,165
176,156,70002200,2019,Cleary,1,1,0.55,5.5,0.81,0.84,0.03,NA,144.743,0.9902,9,145,144.74,100.1796324,99.31458848,1.625,2.08,0.08225,0.0586,6/14/2019,1.351515152,7,1,145,5/1/2019,0,0,0,0,0,0,0,0,165
177,156,70002200,2019,Cleary,1,1,0.55,5.5,0.81,0.84,0.03,NA,144.743,0.9902,9,145,144.74,100.1796324,99.31458848,1.625,2.08,0.08225,0.0586,9/3/2019,1.018292683,6,1,145,5/1/2019,0,0,0,0,0,0,0,0,164
172,155,70002200,2022,Cleary,1,4,0.63,3.8,0.48,0.07,-0.41,NA,144.743,0.9902,9,145,144.74,100.1796324,105.9724506,0.8,1.28,171.2333333,98.046,4/11/2022,0.670886076,2,1,145,4/20/2022,1,1,1,0,0,0,0,0,158
173,155,70002200,2022,Cleary,1,4,0.63,3.8,0.48,0.07,-0.41,NA,144.743,0.9902,9,145,144.74,100.1796324,105.9724506,0.8,1.28,171.2333333,98.046,6/2/2022,0.684848485,6,1,145,4/20/2022,1,1,1,0,0,0,0,0,165
174,155,70002200,2022,Cleary,1,4,0.63,3.8,0.48,0.07,-0.41,NA,144.743,0.9902,9,145,144.74,100.1796324,105.9724506,0.8,1.28,171.2333333,98.046,8/4/2022,1.245283019,5,1,145,4/20/2022,1,1,1,0,0,0,0,0,159
178,159,70002200,2020,Cleary,1,2,1.55,4.7,NA,0.41,NA,NA,144.743,0.9902,9,145,144.74,100.1796324,93.15863169,1.366666667,1.733333333,NA,NA,6/5/2020,1.085365854,6,1,145,4/14/2020,1,0,0,0,0,0,0,0,164
179,160,70007200,2019,Upper Prior,1,1,0.74,5.5,NA,NA,NA,NA,310.512,0.8132,40.29999924,14.3,310.51,4.605326721,101.435135,0.961111111,1.05,0.223305556,0.13,7/29/2019,0.328947368,3,1,14.3,5/1/2019,0,0,0,0,0,0,0,0,76
180,161,70007200,2020,Upper Prior,1,2,1.1,4.7,NA,NA,NA,NA,310.512,0.8132,40.29999924,17.7,310.51,5.700299507,95.2791782,1.901111111,2.6935,NA,NA,7/20/2020,0.430232558,5,1,17.7,5/1/2020,1,0,0,0,0,0,0,0,86
181,162,71001300,2017,Orono,1,1,NA,1.3,NA,0.32,NA,NA,246.642,0.9907,17,4.3,246.64,1.743431722,82.26014926,1.5,1.65,0.073,0.072,6/12/2017,0.5,11,1,4.3,5/1/2017,0,0,0,0,0,0,0,0,204
182,162,71001300,2017,Orono,1,1,NA,1.3,NA,0.32,NA,NA,246.642,0.9907,17,4.3,246.64,1.743431722,82.26014926,1.5,1.65,0.073,0.072,7/26/2017,0.735294118,6,1,4.3,5/1/2017,0,0,0,0,0,0,0,0,204
183,164,71001300,2018,Orono,1,2,NA,3.1,NA,0.17,NA,NA,246.642,0.9907,17,21.91,246.64,8.883392799,114.3429691,NA,NA,NA,NA,6/10/2018,0.705882353,10,1,21.91,5/1/2018,1,0,0,0,0,0,0,0,204
184,164,71001300,2018,Orono,1,2,NA,3.1,NA,0.17,NA,NA,246.642,0.9907,17,21.91,246.64,8.883392799,114.3429691,NA,NA,NA,NA,7/21/2018,0.946078431,8,1,21.91,5/1/2018,1,0,0,0,0,0,0,0,204
185,166,71001300,2019,Orono,1,3,NA,5.5,0.15,NA,NA,NA,246.642,0.9907,17,9.4,246.64,3.811222835,102.4761619,1.52,1.3625,0.07,0.066,5/18/2019,0.421568627,7,1,9.4,5/1/2019,1,1,0,0,0,0,0,0,204
186,166,71001300,2019,Orono,1,3,NA,5.5,0.15,NA,NA,NA,246.642,0.9907,17,9.4,246.64,3.811222835,102.4761619,1.52,1.3625,0.07,0.066,7/25/2019,0.838235294,8,1,9.4,5/1/2019,1,1,0,0,0,0,0,0,204
187,167,71001300,2020,Orono,1,4,NA,4.7,0.28,NA,NA,NA,246.642,0.9907,17,25.5,246.64,10.33895556,96.3202051,0.92,1.4125,0.1,0.065,5/20/2020,0.62254902,7,1,25.5,5/1/2020,1,1,1,0,0,0,0,0,204
188,167,71001300,2020,Orono,1,4,NA,4.7,0.28,NA,NA,NA,246.642,0.9907,17,25.5,246.64,10.33895556,96.3202051,0.92,1.4125,0.1,0.065,7/21/2020,1,7,1,25.5,5/1/2020,1,1,1,0,0,0,0,0,204
189,168,71001300,2021,Orono,0,4,NA,4.4,0,0.22,0.22,NA,246.642,0.9907,17,NA,246.64,NA,84.86000429,1.05156,1.4859,NA,NA,5/15/2021,0.053921569,6,0,NA,NA,1,1,1,1,0,0,0,0,204
190,168,71001300,2021,Orono,0,4,NA,4.4,0,0.22,0.22,NA,246.642,0.9907,17,NA,246.64,NA,84.86000429,1.05156,1.4859,NA,NA,6/13/2021,0.333333333,9,0,NA,NA,1,1,1,1,0,0,0,0,204
191,168,71001300,2021,Orono,0,4,NA,4.4,0,0.22,0.22,NA,246.642,0.9907,17,NA,246.64,NA,84.86000429,1.05156,1.4859,NA,NA,7/22/2021,0.62745098,6,0,NA,NA,1,1,1,1,0,0,0,0,204
192,171,71001300,2022,Orono,1,5,NA,3.8,0.2,NA,NA,NA,246.642,0.9907,17,30.87,246.64,12.51621797,109.134024,0.9906,0.89535,NA,NA,5/21/2022,0.617647059,7,1,30.87,6/3/2022,0,1,1,1,1,0,0,0,204
193,171,71001300,2022,Orono,1,5,NA,3.8,0.2,NA,NA,NA,246.642,0.9907,17,30.87,246.64,12.51621797,109.134024,0.9906,0.89535,NA,NA,7/19/2022,1.0591133,9,1,30.87,6/3/2022,0,1,1,1,1,0,0,0,203
194,173,71001300,2023,Orono,1,6,NA,7.7,0.19,NA,NA,NA,246.642,0.9907,17,30.87,246.64,12.51621797,109.3228611,0.99822,1.35255,NA,NA,5/20/2023,0.524509804,6,1,30.87,5/25/2023,1,0,1,1,1,1,0,0,204
195,173,71001300,2023,Orono,1,6,NA,7.7,0.19,NA,NA,NA,246.642,0.9907,17,30.87,246.64,12.51621797,109.3228611,0.99822,1.35255,NA,NA,7/21/2023,0.647058824,7,1,30.87,5/25/2023,1,0,1,1,1,1,0,0,204
196,175,71001300,2024,Orono,1,7,NA,0.6,NA,NA,NA,NA,246.642,0.9907,17,30.87,246.64,12.51621797,69.27232785,0.979714286,0.8636,NA,NA,7/19/2024,0.710784314,9,1,30.87,4/24/2024,1,1,0,1,1,1,1,0,204
197,176,71001300,2025,Orono,1,8,NA,1.2,NA,NA,NA,NA,246.642,0.9907,17,31,246.64,12.56892637,89.69145951,1.065,NA,NA,NA,7/14/2025,0.588235294,8,1,31,5/14/2025,1,1,1,0,1,1,1,1,204
198,177,71014700,2018,Rush,1,2,NA,3.1,NA,NA,NA,NA,160.818,1,10,10.8,160.82,6.715582639,115.6944635,NA,NA,NA,NA,8/10/2018,1.357142857,11,1,10.8,5/1/2018,1,0,0,0,0,0,0,0,112
199,178,73001400,2017,Marie,1,1,1.18,1.3,NA,NA,NA,NA,124.967,0.8513,30,14.8,124.97,11.84284228,84.67768708,1.75,4.3,0.05575,0.033,7/28/2017,1.466666667,7,1,14.8,5/1/2017,0,0,0,0,0,0,0,0,120
200,179,73001400,2018,Marie,1,2,0.9,3.1,NA,NA,NA,NA,124.967,0.8513,30,12.84,124.97,10.27446587,116.7605069,NA,NA,NA,NA,7/16/2018,1.416666667,8,1,12.84,5/1/2018,1,0,0,0,0,0,0,0,120
203,182,73008200,2023,Schneider,0,2,NA,7.7,NA,NA,NA,NA,25.135,0.462,55,NA,25.14,NA,113.4293501,3.232,3.735,0.0322,0.0335,9/12/2023,1.027027027,7,0,NA,NA,0,0,1,0,0,1,0,0,37
201,180,73008200,2020,Schneider,1,2,2.44,4.7,NA,NA,NA,NA,25.135,0.462,55,1.7,25.14,6.76213206,100.4266941,NA,NA,NA,NA,7/31/2020,1.56,9,1,1.7,5/1/2020,0,0,1,0,0,0,0,0,25
202,181,73008200,2022,Schneider,0,2,NA,3.8,NA,0.5,NA,NA,25.135,0.462,55,NA,25.14,NA,113.240513,NA,NA,NA,NA,6/21/2022,1.625,4,0,NA,NA,0,1,0,0,1,0,0,0,8
204,183,73008300,2020,Great Northern,1,1,NA,4.7,NA,NA,NA,NA,185.346,0.9221,16.20000076,1.7,185.35,0.917183707,99.49144854,0.59055,0.762,NA,NA,7/31/2020,1.531914894,10,1,1.7,5/1/2020,0,0,0,0,0,0,0,0,94
207,186,73008600,2023,Knaus,1,4,NA,7.7,NA,NA,NA,NA,209.7,0.9682,16.20000076,6,209.7,2.861230329,112.5455052,1.556,1.375,0.1078,0.1065,9/12/2023,1.232227488,7,1,6,5/24/2023,1,1,1,0,0,0,0,0,211
205,184,73008600,2020,Knaus,1,1,0.84,4.7,NA,NA,NA,NA,209.7,0.9682,16.20000076,4,209.7,1.907486886,99.5428492,0.870857143,1.274618182,NA,NA,7/15/2020,0.769911504,8,1,4,5/1/2020,0,0,0,0,0,0,0,0,113
206,185,73008600,2022,Knaus,1,3,NA,3.8,NA,0.34,NA,NA,209.7,0.9682,16.20000076,10.8,209.7,5.150214592,112.3566681,NA,NA,NA,NA,6/21/2022,1.240963855,8,1,10.8,5/23/2022,1,1,0,0,0,0,0,0,83
208,187,73008700,2020,Krays,1,1,0.82,4.7,NA,NA,NA,NA,86.938,0.9048,40.20000076,1.8,86.94,2.070393375,NA,1.15824,1.719942857,NA,NA,7/15/2020,0.866666667,5,1,1.8,5/1/2020,0,0,0,0,0,0,0,0,45
211,190,73008800,2023,Bolfing,0,3,NA,7.7,NA,NA,NA,NA,67.37,0.6299,35,NA,67.37,NA,112.2822586,2.866,4.345,0.0368,0.0415,9/12/2023,1.307692308,5,0,NA,NA,1,1,1,0,0,0,0,0,65
