Lake.ID,Lake.x,Year,litt.ac,Lake.area.acre,Proportion.littoral,Max.depth,trt_date_lag0,trt_acres_lag0,cytrt,yutrt,Trt,YrsTrt,Acres_Chem,perc.lit.chem,SURVEY_START,native_rich_mean,native_vegetated,survey_native_rich,nsamp,lag1_APM_acres,lag1_APM_perc_lit,secchi,secchi.e,secchi.sc,secchi.e.sc,phosphorus,phosphorus.e,phosphorus.sc,phosphorus.e.sc,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,APRMAYPcri,JUNPcri,DIFF.4.6,
27007800,Staring,2023,156.22,156.22,0.9505,16,NA,NA,0,6,0,1,0,0,5/22/2023,0.359550562,0.320224719,4,178,0.43,0.275252849,1.072,1.81,-0.710322215,-0.377141485,0.171888889,0.215166667,-0.27412279,-0.28115564,0,0,0,0,0,0,1,0,0,0.16,0.2,0.04,
27007800,Staring,2023,156.22,156.22,0.9505,16,NA,NA,0,6,0,1,0,0,6/14/2023,0.45505618,0.353932584,6,178,0.43,0.275252849,1.072,1.81,-0.710322215,-0.377141485,0.171888889,0.215166667,-0.27412279,-0.28115564,0,0,0,0,0,0,1,0,0,0.16,0.2,0.04,
27007800,Staring,2019,156.22,156.22,0.9505,16,NA,NA,0,2,0,1,0,0,6/3/2019,0.605714286,0.542857143,4,175,0.77,0.492894636,1.378,1.67,-0.362379485,-0.501026451,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,NA,0.12,NA,
27007800,Staring,2017,156.22,156.22,0.9505,16,5/1/2017,40,1,0,1,1,40,25.60491614,6/28/2017,0.786127168,0.676300578,7,173,0.43,0.275252849,1.076,1.36,-0.705773944,-0.775343163,0.064227273,0.0593,-0.276575577,-0.287973066,1,0,0,0,0,0,0,0,0,NA,0.22,NA,
27007800,Staring,2019,156.22,156.22,0.9505,16,NA,NA,0,2,0,1,0,0,6/3/2019,0.824858757,0.542857143,4,177,0.77,0.492894636,1.378,1.67,-0.362379485,-0.501026451,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,NA,0.12,NA,
27007800,Staring,2017,156.22,156.22,0.9505,16,5/1/2017,40,1,0,1,1,40,25.60491614,6/20/2017,0.852272727,0.494318182,4,176,0.43,0.275252849,1.076,1.36,-0.705773944,-0.775343163,0.064227273,0.0593,-0.276575577,-0.287973066,1,0,0,0,0,0,0,0,0,NA,0.22,NA,
10004100,NA,2016,156.44,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/7/2016,1.030769231,0.923076923,3,65,NA,0,3.46,4.45,2.004995559,1.958975025,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
10004100,NA,2016,156.44,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,5/16/2016,1.080882353,0.757352941,13,136,NA,0,3.46,4.45,2.004995559,1.958975025,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
10004100,NA,2017,156.44,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/14/2017,1.253968254,0.777777778,11,126,8.59,5.490923038,3.616666667,4.816666667,2.183136173,2.283435651,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
10004100,NA,2016,156.44,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/21/2016,1.465277778,0.888888889,13,144,NA,0,3.46,4.45,2.004995559,1.958975025,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
10004100,NA,2018,156.44,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/29/2018,1.564885496,0.946564885,12,131,2.88,1.840961391,3.349090909,4.26,1.878884409,1.790845427,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
10004100,NA,2020,156.44,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/24/2020,1.977941176,0.933823529,15,136,7.1,4.538481207,4.172727273,5.1,2.815414752,2.534155226,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
70005000,McMahon,2015,162.26,NA,NA,NA,NA,0,0,1,NA,NA,0,0,5/15/2015,0.354330709,0.236220472,4,127,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,
70005000,McMahon,2016,162.26,NA,NA,NA,NA,0,0,2,NA,NA,0,0,5/25/2016,0.609756098,0.357723577,5,123,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,NA,NA,NA,
70005000,McMahon,2017,162.26,NA,NA,NA,5/1/2017,16.5,0,3,NA,NA,16.5,10.16886478,4/28/2017,0.819444444,0.611111111,4,72,0.17,0.104770122,1.3825,2.13,-0.35726268,-0.093975848,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,NA,
86002300,Beebe,2022,179.49,179.49,0.5899,23.5,5/17/2022,14.39,6,0,1,6,14.39,8.01715973,6/15/2022,0.164835165,0.131868132,5,91,NA,0,1.29,1.33,-0.462441447,-0.801889941,0.033,0.0315,-0.277287008,-0.289189005,1,1,1,1,1,1,0,0,0,NA,0.02,NA,
73008600,Knaus,2022,209.7,209.7,0.9682,16.20000076,5/23/2022,10.8,3,0,1,3,10.8,5.150214592,6/21/2022,1.240963855,0.590361446,8,83,0.3,0.143061516,1.2175,0.875,-0.544878858,-1.204516082,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,NA,0.34,NA,
71001300,Orono,2021,246.64,246.64,0.9907,17,NA,NA,0,1,0,4,0,0,5/15/2021,0.053921569,0.034313725,6,204,70.29,28.49902692,1.16375,1.695,-0.60599625,-0.478904136,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0,0.22,0.22,
71001300,Orono,2021,246.64,246.64,0.9907,17,NA,NA,0,1,0,4,0,0,6/13/2021,0.333333333,0.225490196,9,204,70.29,28.49902692,1.16375,1.695,-0.60599625,-0.478904136,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0,0.22,0.22,
71001300,Orono,2019,246.64,246.64,0.9907,17,5/1/2019,9.4,3,0,1,3,9.4,3.811222835,5/18/2019,0.421568627,0.284313725,7,204,87.76,35.58222511,1.594,1.6475,-0.116772852,-0.520936535,0.07,0.066,-0.276444061,-0.287680016,1,1,1,0,0,0,0,0,0,0.15,NA,NA,
71001300,Orono,2017,246.64,246.64,0.9907,17,5/1/2017,4.3,1,0,1,1,4.3,1.743431722,6/12/2017,0.5,0.299019608,11,204,NA,0,1.515,1.86,-0.206601204,-0.332896854,0.073,0.072,-0.276375714,-0.287417583,1,0,0,0,0,0,0,0,0,NA,0.32,NA,
71001300,Orono,2023,246.64,246.64,0.9907,17,5/25/2023,30.87,0,1,0,6,0,0,5/20/2023,0.524509804,0.328431373,6,204,76.24,30.91144989,1.144444444,1.4675,-0.627947975,-0.680217206,NA,NA,NA,NA,0,1,0,1,1,1,1,0,0,0.19,NA,NA,
71001300,Orono,2022,246.64,246.64,0.9907,17,6/3/2022,30.87,0,2,0,5,0,0,5/21/2022,0.617647059,0.421568627,7,204,0.44,0.178397665,1.172857143,1.34,-0.595640811,-0.793041015,NA,NA,NA,NA,0,0,1,1,1,1,0,0,0,0.2,NA,NA,
71001300,Orono,2020,246.64,246.64,0.9907,17,5/1/2020,25.5,4,0,1,4,25.5,10.33895556,5/20/2020,0.62254902,0.397058824,7,204,68.05,27.59082063,1.213333333,1.5725,-0.549616641,-0.587303482,0.1,0.065,-0.27576059,-0.287723754,1,1,1,1,0,0,0,0,0,0.28,NA,NA,
71001300,Orono,2018,246.64,246.64,0.9907,17,5/1/2018,21.91,2,0,1,2,21.91,8.883392799,6/10/2018,0.705882353,0.37254902,10,204,98.08,39.76646124,1.245,1.47,-0.513609495,-0.678004975,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0.17,NA,
73015700,Horseshoe,2022,341.05,341.05,0.5437,57,5/23/2022,3.9,3,0,1,4,3.9,1.143527342,6/21/2022,0.837037037,0.585185185,5,135,0.81,0.237501833,1.752,1.335,0.062883851,-0.797465478,NA,NA,NA,NA,1,1,1,0,0,1,0,0,0,NA,0.35,NA,
27019100,Sarah,2019,373,373,0.6694,59,5/1/2019,108.6,3,0,1,3,108.6,29.1152815,6/7/2019,0.783783784,0.637837838,10,185,7.14,1.914209115,1.363333333,2.343333333,-0.379056479,0.094801244,0.09,0.06,-0.275988413,-0.287942449,1,1,1,0,0,0,0,0,0,NA,0.15,NA,
27019100,Sarah,2018,373,373,0.6694,59,5/1/2018,114.5,2,0,1,2,114.5,30.69705094,6/13/2018,0.79144385,0.598930481,10,187,8.32,2.230563003,1.651111111,3.216666667,-0.05183365,0.867607464,0.12,0.2,-0.275304942,-0.281819012,1,1,0,0,0,0,0,0,0,NA,0.04,NA,
27019100,Sarah,2017,373,373,0.6694,59,5/1/2017,260,1,0,1,1,260,69.70509383,6/1/2017,0.91160221,0.718232044,9,181,1.06,0.284182306,0.828333333,0.865,-0.987387723,-1.213365008,0.1,0.1,-0.27576059,-0.286192895,1,0,0,0,0,0,0,0,0,NA,0.15,NA,
66003800,NA,2020,379.03,NA,NA,NA,5/1/2020,3.4,4,0,NA,NA,3.4,0.897026621,6/4/2020,0.544502618,0.366492147,7,191,17.17,4.529984434,0.892,1.56,-0.914994409,-0.598364639,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,
66003800,French,2014,379.03,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/16/2014,0.658536585,0.43902439,8,123,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
27012500,Diamond,2020,405.02,405.02,0.9992,8,4/13/2020,405,4,0,1,4,405,99.99506197,6/3/2020,0.580952381,0.457142857,6,105,NA,0,0.82,1.445,-0.996863287,-0.70012729,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,NA,0.51,NA,
27012500,Diamond,2018,405.02,405.02,0.9992,8,5/1/2018,60,2,0,1,2,60,14.81408326,6/28/2018,0.771428571,0.504761905,5,105,NA,0,0.986,1.535,-0.808110041,-0.620486955,0.134545455,0.07,-0.274973562,-0.28750506,1,1,0,0,0,0,0,0,0,NA,0.11,NA,
27012500,Diamond,2019,405.02,405.02,0.9992,8,5/1/2019,405,3,0,1,3,405,99.99506197,6/25/2019,1,0.533333333,7,105,NA,0,1.332,2.37,-0.414684602,0.118398381,0.11675,0.037,-0.275378985,-0.288948442,1,1,1,0,0,0,0,0,0,NA,0.36,NA,
27010400,Medicine,2019,434.53,434.53,0.4674,47.59999847,5/1/2019,49.57,0,1,0,3,0,0,4/25/2019,0.657608696,0.52173913,7,184,8.19,1.884795066,1.596,2.485,-0.114498717,0.220161032,0.14809434,0.056826087,-0.274664887,-0.288081272,0,1,1,0,0,0,0,0,0,0.26,0.5,0.24,
27010400,Medicine,2017,434.53,434.53,0.4674,47.59999847,4/1/2017,45,1,0,1,1,45,10.35601685,4/20/2017,0.697802198,0.516483516,4,182,6.97,1.604031943,1.48,2.32,-0.246398575,0.07415375,0.14925,0.051833333,-0.274638558,-0.288299649,1,0,0,0,0,0,0,0,0,0.43,0.46,0.03,
27010400,Medicine,2022,434.53,434.53,0.4674,47.59999847,5/16/2022,119.5,0,1,0,6,0,0,4/29/2022,0.857923497,0.617486339,9,183,9.46,2.177064875,2.216,3.065,0.590483285,0.73339875,185.7061111,85.26266667,3.952786607,3.4387227,0,1,1,1,1,1,0,0,0,0.54,0.41,-0.13,
27010400,Medicine,2018,434.53,434.53,0.4674,47.59999847,5/1/2018,35.8,2,0,1,2,35.8,8.238786735,5/15/2018,0.87431694,0.590163934,7,183,7.76,1.785837572,2.012,3.405,0.358521465,1.03426224,0.218181818,0.0625,-0.273068128,-0.287833102,1,1,0,0,0,0,0,0,0,0.29,0.14,-0.15,
27010400,Medicine,2017,434.53,434.53,0.4674,47.59999847,4/1/2017,45,1,0,1,1,45,10.35601685,6/2/2017,0.907608696,0.60326087,9,184,6.97,1.604031943,1.48,2.32,-0.246398575,0.07415375,0.14925,0.051833333,-0.274638558,-0.288299649,1,0,0,0,0,0,0,0,0,0.43,0.46,0.03,
27010400,Medicine,2020,434.53,434.53,0.4674,47.59999847,5/1/2020,49.4,4,0,1,4,49.4,11.36860516,6/11/2020,1.368131868,0.730769231,15,182,8.93,2.05509401,1.828,2.845,0.149301,0.538722374,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,NA,0.69,NA,
27010400,Medicine,2018,434.53,434.53,0.4674,47.59999847,5/1/2018,35.8,2,0,1,2,35.8,8.238786735,6/27/2018,1.404371585,0.775956284,12,183,7.76,1.785837572,2.012,3.405,0.358521465,1.03426224,0.218181818,0.0625,-0.273068128,-0.287833102,1,1,0,0,0,0,0,0,0,0.29,0.14,-0.15,
27010400,Medicine,2019,434.53,434.53,0.4674,47.59999847,5/1/2019,49.57,3,0,1,3,49.57,11.40772789,6/19/2019,1.703296703,0.785714286,13,182,8.19,1.884795066,1.596,2.485,-0.114498717,0.220161032,0.14809434,0.056826087,-0.274664887,-0.288081272,1,1,1,0,0,0,0,0,0,0.26,0.5,0.24,
27010400,Medicine,2022,434.53,434.53,0.4674,47.59999847,5/16/2022,119.5,6,0,1,6,119.5,27.50097807,6/9/2022,1.747252747,0.802197802,17,182,9.46,2.177064875,2.216,3.065,0.590483285,0.73339875,185.7061111,85.26266667,3.952786607,3.4387227,1,1,1,1,1,1,0,0,0,0.54,0.41,-0.13,
13002700,South Center,2025,544.51,544.51,0.6548,105.3000031,5/14/2025,7.01,3,0,1,7,7.01,1.287396007,6/12/2025,0.532258065,0.387096774,10,124,545.02,100.0936622,1.498333333,2.088333333,-0.225552334,-0.130846374,0.098769231,0.04925,-0.275788629,-0.288412641,1,1,1,0,0,1,1,1,1,NA,0.85,NA,
73003700,NA,2017,558.63,NA,NA,NA,5/1/2017,31,1,0,NA,NA,31,5.549290228,6/26/2017,1.015584416,0.735064935,15,385,2.31,0.413511627,2.2125,3.328571429,0.586503548,0.966631161,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,
62000200,Bald Eagle,2018,589.06,589.06,0.5613,37,5/1/2018,19.6,2,0,1,2,19.6,3.327335076,6/20/2018,1.413793103,0.737931034,11,145,15.05,2.554918005,2.094,2.81,0.45176102,0.507751132,0.038867647,0.02275,-0.27715333,-0.28957172,1,1,0,0,0,0,0,0,0,NA,0.38,NA,
13003200,North Center,2025,608,608,0.811467314,NA,5/14/2025,7,3,0,1,7,7,1.151315789,6/9/2025,0.193103448,0.144827586,7,145,293.8,48.32236842,1.42,2.203333333,-0.31462264,-0.029083723,0.03,0.02,-0.277355356,-0.289692002,1,1,1,0,0,1,1,1,1,NA,0.88,NA,
73013300,Cedar Island,2022,755,755,0.7659,NA,5/23/2022,43.7,2,0,1,3,43.7,5.78807947,6/21/2022,0.684895833,0.497395833,10,384,4.59,0.60794702,1.417826087,1.237,-0.317094526,-0.884184955,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,NA,0.26,NA,
70009100,Cedar,2017,792.5,NA,NA,NA,5/1/2017,180,0,1,NA,NA,180,22.71293375,4/25/2017,0.121693122,0.105820106,4,189,3.53,0.445425868,1.114285714,1.25,-0.662240494,-0.872681351,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,
70009100,Cedar,2015,792.5,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/17/2015,0.577319588,0.443298969,6,194,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
40000200,Upper Sakatah,2017,899.57,NA,NA,NA,5/1/2017,19.6,0,NA,NA,NA,19.6,2.178818769,4/11/2017,0.897435897,0.692307692,2,39,60.57,6.733216981,1.553333333,2.663333333,-0.163013608,0.377966881,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
40000200,Upper Sakatah,2015,899.57,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,4/13/2015,0.957142857,0.885714286,3,70,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
40000200,Upper Sakatah,2016,899.57,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,4/4/2016,1.419354839,0.903225806,2,31,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
40000200,Upper Sakatah,2015,899.57,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/4/2015,1.527777778,1,5,36,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
41004300,Dead Coon,2012,2649.41,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/12/2012,0.00862069,0.00862069,2,348,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
41004300,NA,2018,2649.41,NA,NA,NA,NA,0,0,1,NA,NA,0,0,6/12/2018,0.113172542,0.107606679,4,539,NA,0,0.916666667,2.05,-0.886946738,-0.164767257,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,
41004300,Dead Coon,2016,2649.41,NA,NA,NA,NA,0,0,NA,NA,NA,0,0,6/9/2016,0.140350877,0.140350877,2,57,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
41004300,Dead Coon,2017,2649.41,NA,NA,NA,5/1/2017,352.8,0,NA,NA,NA,352.8,13.31617228,4/27/2017,0.164556962,0.139240506,5,79,NA,0,1.3,1.6,-0.451070769,-0.562968935,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,
