Lake.ID,Lake.x,lake_year,Year,SURVEY_START,litt.ac,Lake.area.acre,Proportion.littoral,Max.depth,Trt,YrsTrt,cytrt,yutrt,perc.lit.chem,trt_date_lag0,trt_acres_lag0,Acres_Chem,native_rich_mean,native_vegetated,survey_native_rich,nsamp,APM_permitted_acres,APM_perc_lit,secchi,secchi.sc,secchi.e,secchi.e.sc,phosphorus,phosphorus.e,phosphorus.sc,phosphorus.e.sc,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,APRMAYPcri,JUNPcri,DIFF.4.6,obs
62000200,Bald Eagle,Bald Eagle2021,2021,9/13/2021,589.06,589.06,0.5613,37,1,5,5,0,14.75061963,5/1/2021,86.89,86.89,1.608433735,0.572289157,14,166,20.11,3.41,2.404576471,0.510926813,3.558657143,0.716446855,0.038479452,0.020137931,-0.20659839,-0.208831936,1,1,1,1,1,0,0,0,0,NA,NA,NA,69
62000200,Bald Eagle,Bald Eagle2020,2020,8/13/2020,589.06,589.06,0.5613,37,1,4,4,0,12.32472074,5/4/2020,72.6,72.6,1.682352941,0.652941176,14,170,19.93,3.38,2.56064,0.6628669,3.993169231,1.049845806,0.032318841,0.020888889,-0.20676873,-0.208790321,1,1,1,1,0,0,0,0,0,NA,NA,NA,64
62000200,Bald Eagle,Bald Eagle2020,2020,7/9/2020,589.06,589.06,0.5613,37,1,4,4,0,12.32472074,5/4/2020,72.6,72.6,2.388535032,0.859872611,16,157,19.93,3.38,2.56064,0.6628669,3.993169231,1.049845806,0.032318841,0.020888889,-0.20676873,-0.208790321,1,1,1,1,0,0,0,0,0,NA,NA,NA,65
62000200,Bald Eagle,Bald Eagle2019,2019,8/22/2019,589.06,589.06,0.5613,37,1,3,3,0,11.68302041,5/1/2019,68.82,68.82,1.488235294,0.558823529,16,170,17.27,2.93,2.341935484,0.449940898,3.654545455,0.790021477,0.038157143,0.026433333,-0.206607302,-0.208483066,1,1,1,0,0,0,0,0,0,NA,NA,NA,67
62000200,Bald Eagle,Bald Eagle2019,2019,7/17/2019,589.06,589.06,0.5613,37,1,3,3,0,11.68302041,5/1/2019,68.82,68.82,1.4875,0.7,13,160,17.27,2.93,2.341935484,0.449940898,3.654545455,0.790021477,0.038157143,0.026433333,-0.206607302,-0.208483066,1,1,1,0,0,0,0,0,0,NA,NA,NA,68
62000200,Bald Eagle,Bald Eagle2018,2018,8/22/2018,589.06,589.06,0.5613,37,1,2,2,0,3.327335076,5/1/2018,19.6,19.6,1.424418605,0.703488372,14,172,16.05,2.72,2.209090909,0.320606284,3.175,0.422068648,0.038867647,0.02275,-0.206587656,-0.208687184,1,1,0,0,0,0,0,0,0,NA,0.38,NA,70
62000600,Kohlman,Kohlman2025,2025,8/25/2025,82.9,82.9,1,11.60000038,1,6,6,0,18.79372738,4/30/2025,15.58,15.58,1.221238938,0.663716814,7,113,4.89,5.9,1.179166667,-0.682105754,1.2625,-1.045383033,0.059512821,0.056933333,-0.20601682,-0.206792857,1,1,1,1,1,1,0,0,0,NA,0.27,NA,72
62000600,Kohlman,Kohlman2024,2024,9/11/2024,82.9,82.9,1,11.60000038,1,5,5,0,14.95778046,4/30/2024,12.4,12.4,1.026548673,0.628318584,7,113,4.04,4.87,1.069,-0.789361646,1.2,-1.09333897,0.10056,0.106727273,-0.204881871,-0.204033441,1,1,1,1,1,0,0,0,0,NA,0.29,NA,75
62000600,Kohlman,Kohlman2024,2024,8/20/2024,82.9,82.9,1,11.60000038,1,5,5,0,14.95778046,4/30/2024,12.4,12.4,1.464285714,0.642857143,10,112,4.04,4.87,1.069,-0.789361646,1.2,-1.09333897,0.10056,0.106727273,-0.204881871,-0.204033441,1,1,1,1,1,0,0,0,0,NA,0.29,NA,74
62000600,Kohlman,Kohlman2024,2024,7/24/2024,82.9,82.9,1,11.60000038,1,5,5,0,14.95778046,4/30/2024,12.4,12.4,1.504424779,0.725663717,9,113,4.04,4.87,1.069,-0.789361646,1.2,-1.09333897,0.10056,0.106727273,-0.204881871,-0.204033441,1,1,1,1,1,0,0,0,0,NA,0.29,NA,73
62005500,Como,Como2025,2025,8/4/2025,65.65,65.65,0.9775,16,1,8,3,0,108.6062452,4/15/2025,71.3,71.3,0.183333333,0.183333333,1,60,0.02,0.03,1.17,-0.691030224,1.55,-0.824785721,0.144325,0.079875,-0.203671775,-0.205521505,1,1,1,0,1,1,1,1,1,NA,0.25,NA,79
62005500,Como,Como2025,2025,7/2/2025,65.65,65.65,0.9775,16,1,8,3,0,108.6062452,4/15/2025,71.3,71.3,0.666666667,0.616666667,4,60,0.02,0.03,1.17,-0.691030224,1.55,-0.824785721,0.144325,0.079875,-0.203671775,-0.205521505,1,1,1,0,1,1,1,1,1,NA,0.25,NA,78
62005500,Como,Como2024,2024,8/6/2024,65.65,65.65,0.9775,16,1,7,2,0,108.6062452,4/4/2024,71.3,71.3,0.616666667,0.5,6,60,0,0,1.16482,-0.69607336,1.370181818,-0.962759313,0.108592593,0.078155556,-0.204659771,-0.205616791,1,1,0,1,1,1,1,1,0,NA,0.55,NA,77
62005500,Como,Como2024,2024,7/9/2024,65.65,65.65,0.9775,16,1,7,2,0,108.6062452,4/4/2024,71.3,71.3,0.783333333,0.7,4,60,0,0,1.16482,-0.69607336,1.370181818,-0.962759313,0.108592593,0.078155556,-0.204659771,-0.205616791,1,1,0,1,1,1,1,1,0,NA,0.55,NA,76
66003800,NA,NA,2020,7/29/2020,379.03,NA,NA,NA,1,NA,4,0,0.897026621,5/1/2020,3.4,3.4,0.447368421,0.236842105,9,190,18.8,4.96,0.892,-0.961685031,1.56,-0.817112771,NA,NA,NA,NA,1,1,1,1,0,0,0,0,0,NA,NA,NA,128
70002200,Cleary,Cleary2022,2022,8/4/2022,144.74,144.74,0.9902,9,1,4,4,0,100.1796324,4/20/2022,145,145,1.245283019,0.767295597,5,159,34.65,23.94,0.8,-1.051254247,1.28,-1.03195537,171.2333333,98.046,4.526916225,5.223437531,1,1,1,1,0,0,0,0,0,0.48,0.07,-0.41,81
70002200,Cleary,Cleary2019,2019,9/3/2019,144.74,144.74,0.9902,9,1,1,1,0,100.1796324,5/1/2019,145,145,1.018292683,0.841463415,6,164,34.65,23.94,1.625,-0.248052033,2.08,-0.418119373,0.08225,0.0586,-0.20538814,-0.206700495,1,0,0,0,0,0,0,0,0,0.81,0.84,0.03,80
70005000,NA,NA,2018,7/12/2018,162.26,NA,NA,NA,1,NA,2,0,10.16886478,5/1/2018,16.5,16.5,0.848684211,0.447368421,8,152,0.52,0.32,1.705,-0.170165758,3.65,0.786533772,NA,NA,NA,NA,1,1,0,0,1,0,0,0,0,NA,NA,NA,126
70005000,NA,NA,2013,9/23/2013,162.26,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.725,0.425,3,40,0,0,1.7875,-0.089845536,3,0.287792024,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,149
70007200,Upper Prior,Upper Prior2020,2020,7/20/2020,310.51,310.51,0.8132,40.29999924,1,2,2,0,5.700299507,5/1/2020,17.7,17.7,0.430232558,0.325581395,5,86,16.41,5.28,1.901111111,0.020763792,2.6935,0.052616108,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,83
70007200,Upper Prior,Upper Prior2019,2019,7/29/2019,310.51,310.51,0.8132,40.29999924,1,1,1,0,4.605326721,5/1/2019,14.3,14.3,0.328947368,0.276315789,3,76,16.31,5.25,0.961111111,-0.894399943,1.05,-1.208433219,0.223305556,0.13,-0.201487973,-0.202743743,1,0,0,0,0,0,0,0,0,NA,NA,NA,82
70009100,NA,NA,2018,7/11/2018,792.5,NA,NA,NA,1,NA,3,0,49.96845426,5/1/2018,396,396,0.302083333,0.197916667,8,192,9.36,1.18,0.8,-1.051254247,2.715,0.06911295,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,NA,NA,NA,125
70009100,Cedar,NA,2016,8/8/2016,792.5,NA,NA,NA,1,NA,1,0,1.062460568,5/1/2016,8.42,8.42,0.54973822,0.256544503,6,191,3.53,0.45,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,139
70009100,Cedar,NA,2015,8/13/2015,792.5,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.459183673,0.214285714,6,196,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,136
70009100,NA,NA,2014,7/31/2014,792.5,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.413265306,0.25,6,196,0,0,1.063157895,-0.795049394,1.8,-0.632961972,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,123
70009100,NA,NA,2013,7/29/2013,792.5,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.435897436,0.241025641,6,195,0,0,1.1,-0.759180715,1.49,-0.870823421,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,119
71001300,Orono,Orono2025,2025,7/14/2025,246.64,246.64,0.9907,17,1,8,4,0,12.56892637,5/14/2025,31,31,0.588235294,0.362745098,8,204,119,48.25,1.065,-0.79325596,1.975,-0.498685348,NA,NA,NA,NA,1,1,1,1,0,1,1,1,1,NA,NA,NA,92
71001300,Orono,Orono2024,2024,7/19/2024,246.64,246.64,0.9907,17,1,7,3,0,12.51621797,4/24/2024,30.87,30.87,0.710784314,0.406862745,9,204,121.55,49.28,0.979714286,-0.876288293,0.8636,-1.351457007,NA,NA,NA,NA,1,1,1,0,1,1,1,1,0,NA,NA,NA,91
71001300,Orono,Orono2023,2023,7/21/2023,246.64,246.64,0.9907,17,1,6,2,0,12.51621797,5/25/2023,30.87,30.87,0.647058824,0.37254902,7,204,119.45,48.43,0.99822,-0.858271529,1.35255,-0.976288118,NA,NA,NA,NA,1,1,0,1,1,1,1,0,0,0.19,NA,NA,90
71001300,Orono,Orono2022,2022,7/19/2022,246.64,246.64,0.9907,17,1,5,1,0,12.51621797,6/3/2022,30.87,30.87,1.0591133,0.556650246,9,203,76.24,30.91,0.9906,-0.865690196,0.89535,-1.327095391,NA,NA,NA,NA,1,0,1,1,1,1,0,0,0,0.2,NA,NA,89
71001300,Orono,Orono2021,2021,7/22/2021,246.64,246.64,0.9907,17,0,4,0,1,0,NA,NA,0,0.62745098,0.460784314,6,204,0.44,0.18,1.05156,-0.806340854,1.4859,-0.87396933,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0,0.22,0.22,88
71001300,Orono,Orono2020,2020,7/21/2020,246.64,246.64,0.9907,17,1,4,4,0,10.33895556,5/1/2020,25.5,25.5,1,0.495098039,7,204,70.29,28.5,0.92,-0.934424834,1.4125,-0.930288783,0.1,0.065,-0.204897355,-0.206345829,1,1,1,1,0,0,0,0,0,0.28,NA,NA,87
71001300,Orono,Orono2019,2019,7/25/2019,246.64,246.64,0.9907,17,1,3,3,0,3.811222835,5/1/2019,9.4,9.4,0.838235294,0.455882353,8,204,68.05,27.59,1.52,-0.350277769,1.3625,-0.968653533,0.07,0.066,-0.205726851,-0.206290412,1,1,1,0,0,0,0,0,0,0.15,NA,NA,86
71001300,Orono,Orono2018,2018,7/21/2018,246.64,246.64,0.9907,17,1,2,2,0,8.883392799,5/1/2018,21.91,21.91,0.946078431,0.450980392,8,204,87.76,35.58,1.245,-0.618011841,1.47,-0.886169321,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0.17,NA,85
71001300,Orono,Orono2017,2017,7/26/2017,246.64,246.64,0.9907,17,1,1,1,0,1.743431722,5/1/2017,4.3,4.3,0.735294118,0.411764706,6,204,98.08,39.77,1.5,-0.369749338,1.65,-0.748056221,0.073,0.072,-0.205643901,-0.205957912,1,0,0,0,0,0,0,0,0,NA,0.32,NA,84
71014700,Rush,Rush2018,2018,8/10/2018,160.82,160.82,1,10,1,2,2,0,6.715582639,5/1/2018,10.8,10.8,1.357142857,0.580357143,11,112,3.78,2.35,0.595,-1.250837828,1.02,-1.231452069,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,93
73001400,Marie,Marie2018,2018,7/16/2018,124.97,124.97,0.8513,30,1,2,2,0,10.27446587,5/1/2018,12.84,12.84,1.416666667,0.85,8,120,1.28,1.02,1.77,-0.106883159,2.485,-0.107364899,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,95
73001400,Marie,Marie2017,2017,7/28/2017,124.97,124.97,0.8513,30,1,1,1,0,11.84284228,5/1/2017,14.8,14.8,1.466666667,0.833333333,7,120,0.09,0.07,1.75,-0.126354728,4.3,1.28527552,0.05575,0.033,-0.206120862,-0.208119163,1,0,0,0,0,0,0,0,0,NA,NA,NA,94
73003700,NA,NA,2014,7/10/2014,558.63,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.935,0.635,15,400,0.04,0.01,1.692,-0.182822277,2.333333333,-0.223737974,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,122
73003700,NA,NA,2012,9/4/2012,558.63,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.595800525,0.278215223,11,381,0,0,1.206788571,NA,1.55392,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,146
73008200,Schneider,Schneider2023,2023,9/12/2023,25.14,25.14,0.462,55,0,2,0,3,0,NA,NA,0,1.027027027,0.756756757,7,37,0.66,2.63,3.232,1.316488523,3.735,0.851753847,0.0322,0.0335,-0.206772016,-0.208091455,0,0,0,1,0,0,1,0,0,NA,NA,NA,96
73008200,Schneider,Schneider2020,2020,7/31/2020,25.14,25.14,0.462,55,1,2,1,0,6.76213206,5/1/2020,1.7,1.7,1.56,0.76,9,25,0.57,2.27,2.475,0.579489642,3.69,0.817225572,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,NA,NA,NA,98
73008300,Great Northern,Great Northern2020,2020,7/31/2020,185.35,185.35,0.9221,16.20000076,1,1,1,0,0.917183707,5/1/2020,1.7,1.7,1.531914894,0.765957447,10,94,0.34,0.18,0.59055,-1.255170252,0.762,-1.429414179,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,101
73008600,Knaus,Knaus2023,2023,9/12/2023,209.7,209.7,0.9682,16.20000076,1,4,4,0,2.861230329,5/24/2023,6,6,1.232227488,0.872037915,7,211,0.6,0.29,1.556,-0.315228945,1.375,-0.959062346,0.1078,0.1065,-0.204681686,-0.204046036,1,1,1,1,0,0,0,0,0,NA,NA,NA,102
73008600,Knaus,Knaus2020,2020,7/15/2020,209.7,209.7,0.9682,16.20000076,1,1,1,0,1.907486886,5/1/2020,4,4,0.769911504,0.513274336,8,113,2.18,1.04,0.870857143,-0.98226926,1.274618182,-1.036084812,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,103
73008700,Krays,Krays2020,2020,7/15/2020,86.94,86.94,0.9048,40.20000076,1,1,1,0,2.070393375,5/1/2020,1.8,1.8,0.866666667,0.6,5,45,0.01,0.01,1.15824,-0.702479506,1.719942857,-0.694389417,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,104
73008800,Bolfing,Bolfing2023,2023,9/12/2023,67.37,67.37,0.6299,35,0,3,0,1,0,NA,NA,0,1.307692308,0.923076923,5,65,1.06,1.57,2.866,0.960158813,4.345,1.319803794,0.0368,0.0415,-0.206644827,-0.207648121,0,1,1,1,0,0,0,0,0,NA,NA,NA,106
73008800,Bolfing,Bolfing2020,2020,7/15/2020,67.37,67.37,0.6299,35,1,1,1,0,1.484340211,5/1/2020,1,1,0.625,0.525,4,40,1.49,2.21,2.2425,0.353132655,3.65,0.786533772,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,107
73008900,Zumwalde,Zumwalde2020,2020,8/4/2020,118.62,118.62,0.9816,21.29999924,1,1,1,0,1.433147867,5/1/2020,1.7,1.7,0.416666667,0.316666667,5,60,0.29,0.24,0.88392,-0.969551544,1.2192,-1.078606906,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,NA,NA,108
73013300,Cedar Island,Cedar Island2022,2022,9/28/2022,755,755,0.7659,NA,1,3,2,0,5.78807947,5/23/2022,43.7,43.7,0.400468384,0.325526932,11,427,3.96,0.52,1.417826087,-0.449752088,1.237,-1.064949055,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,NA,0.26,NA,110
73013300,Cedar Island,Cedar Island2020,2020,8/22/2020,755,755,0.7659,NA,0,1,0,3,0,NA,NA,0,0.732804233,0.510582011,15,378,4.85,0.64,1.237083333,-0.625719337,1.697,-0.711993357,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,NA,109
73013900,Long,Long2020,2020,7/30/2020,331.23,331.23,0.672,34,1,2,1,0,0.603810041,5/21/2020,2,2,0.791411043,0.478527607,10,163,0.41,0.12,1.439333333,-0.428813097,3.0988,0.36360077,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,NA,NA,NA,111
73015700,Horseshoe,Horseshoe2023,2023,8/7/2023,341.05,341.05,0.5437,57,0,4,0,1,0,NA,NA,0,0.899845917,0.6394453,11,649,1.97,0.58,1.676,-0.198399532,2.44,-0.141893174,0.073166667,0.075,-0.205639293,-0.205791662,0,1,1,1,0,0,1,0,0,NA,NA,NA,112
73015700,Horseshoe,Horseshoe2022,2022,9/28/2022,341.05,341.05,0.5437,57,1,4,3,0,1.143527342,5/23/2022,3.9,3.9,0.818487395,0.593277311,12,595,1.09,0.32,1.752,-0.124407571,1.335,-0.989754145,NA,NA,NA,NA,1,1,1,0,0,1,0,0,0,NA,0.35,NA,114
73015700,Horseshoe,Horseshoe2020,2020,8/15/2020,341.05,341.05,0.5437,57,1,2,1,0,1.583345551,5/21/2020,5.4,5.4,0.769230769,0.520710059,9,169,0.49,0.14,1.24968,-0.613455494,1.6764,-0.727799634,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,NA,NA,NA,113
86002300,Beebe,Beebe2017,2017,8/15/2017,179.49,179.49,0.5899,23.5,1,1,1,0,14.76405371,5/1/2017,26.5,26.5,0.956521739,0.52173913,8,115,0.11,0.06,1.458717241,-0.409941342,1.963058824,-0.507847752,0.0364,0.04,-0.206655887,-0.207731246,1,0,0,0,0,0,0,0,0,NA,NA,NA,115
86023400,Bass,Bass2018,2018,7/12/2018,95.96,95.96,0.449,34,1,2,2,0,3.230512714,5/1/2018,3.1,3.1,3.73255814,1,16,86,1.05,1.09,4.724242424,2.769303577,5.825,2.455400389,0.0122,0.011,-0.207325013,-0.20933833,1,1,0,0,0,0,0,0,0,NA,NA,NA,116
86026400,NA,NA,2016,7/30/2016,58.31,NA,NA,NA,0,NA,0,NA,0,NA,0,0,0.366071429,0.25,8,112,0,0,1.84,-0.038732668,3.5,0.671439522,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,124
86028200,Louisa,Louisa2018,2018,7/17/2018,129.57,129.57,0.6673,44,1,2,2,0,12.10928456,5/1/2018,15.69,15.69,1.703389831,0.889830508,7,118,0.06,0.05,2.048,0.163771648,3.345,0.552508798,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,118
86028200,Louisa,Louisa2017,2017,7/28/2017,129.57,129.57,0.6673,44,1,1,1,0,10.68920275,5/1/2017,13.85,13.85,1.466666667,0.833333333,7,120,0.06,0.05,2.25,0.360434493,5.8,2.436218015,0.05325,0.05,-0.206189986,-0.207177079,1,0,0,0,0,0,0,0,0,NA,NA,NA,117
