"","X","Lake.ID","Year","Lake","Latitude.x","Trt","YrsTrt","PrevAUGSecchi","IceIn","IceOut","IceCover","Snow","APRMAYPcri","APRMAY3.7","APRMAYDIFF","APRMAYRelDens","APRMAYRelDensall","County","Latitude.y","Longitude","Ecoregion","Lake.area..ha.","Littoral.area..ha.","Proportion.littoral","Max.depth..m.","Lake.y","Acres_Chem","Acres_Harvested","litt.ac","perc.lit.chem","Snow.sc","PrevAUGSecchi.sc","IceCover.sc","lake_year","nsamp","nocc_pcri","rd_pcri","datasource","foc_clp","cytrt","yutrt","Trte","perc.cheme"
"27",27,1014200,2008,"hill",47.002,"0",0,NA,"25-Nov","27-Apr",155,15.6,0.02,0.02,0,NA,NA,"Aitkin",47.002,-93.591,"NLF",327,143,0.44,"14.6",NA,0,NA,353.36015,0,0.221640963275229,NA,1.49310849125344,"hill2008",149,3,1,"dustin",0.0201342281879195,0,0,"0",0
"28",28,1014200,2009,"hill",47.002,"0",0,3.2,"20-Nov","23-Apr",155,10.7,NA,NA,NA,NA,NA,"Aitkin",47.002,-93.591,"NLF",327,143,0.44,"14.6",NA,0,NA,353.36015,0,-0.329625227160644,1.99139736989153,1.49310849125344,"hill2009",NA,NA,NA,NA,NA,0,0,"0",0
"29",29,1014200,2010,"hill",47.002,"0",0,3.5,"6-Dec","2-Apr",118,9.4,0.07,0.08,-0.01,NA,NA,"Aitkin",47.002,-93.591,"NLF",327,143,0.44,"14.6",NA,0,NA,353.36015,0,-0.475879522582406,2.29224570763409,-1.09871358128308,"hill2010",165,12,1,"dustin",0.0727272727272727,0,0,"0",0
"30",30,1014200,2011,"hill",47.002,"0",0,NA,"27-Nov","24-Apr",149,15.9,NA,NA,NA,NA,NA,"Aitkin",47.002,-93.591,"NLF",327,143,0.44,"14.6",NA,0,NA,353.36015,0,0.255391954526405,NA,1.0728130200313,"hill2011",NA,NA,NA,NA,NA,0,0,"0",0
"57",57,27004800,2008,"hyland",44.822,"0",0,0.4,"25-Nov","19-Apr",147,9.8,NA,NA,NA,NA,NA,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7","Hyland",0,16.2,88.9578,0,-0.430878200914172,-0.816520449039057,0.932714529623918,"hyland2008",NA,NA,NA,NA,NA,0,0,"0",0
"58",58,27004800,2009,"hyland",44.822,"0",0,NA,"25-Nov","28-Mar",124,7.2,NA,NA,NA,NA,NA,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7","Hyland",0,16.2,88.9578,0,-0.723386791757696,NA,-0.678418110060945,"hyland2009",NA,NA,NA,NA,NA,0,0,"0",0
"59",59,27004800,2011,"hyland",44.822,"0",0,0.4,"29-Nov","10-Apr",133,28.1,NA,NA,NA,NA,NA,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7","Hyland",0,8.8,88.9578,0,1.62793226540756,-0.816520449039057,-0.0479749032277375,"hyland2011",NA,NA,NA,NA,NA,0,0,"0",0
"60",60,27004800,2012,"hyland",44.822,"1",1,0.3,"4-Dec","18-Mar",106,2,0.64,0.64,0,1.29,0.83,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7","Hyland",84,NA,88.9578,0.944267956266904,-1.30840397344474,-0.916803228286578,-1.93930452372736,"hyland2012",124,80,1.2875,"brasch",0.645161290322581,0,0,"0",0
"61",61,27004800,2013,"hyland",44.822,"1",2,0.3,"3-Dec","27-Apr",146,12.6,0.94,0.94,0,1.46,1.38,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7","Hyland",84,NA,88.9578,0.944267956266904,-0.11586894923653,-0.916803228286578,0.862665284420228,"hyland2013",124,118,1.45762711864407,"brasch",0.951612903225806,0,0,"1",0.944267956266904
"62",62,27004800,2015,"hyland",44.822,"1",3,0.9,"26-Nov","29-Mar",124,4.6,0.43,0.43,0,1.13,0.49,"Hennepin",44.822,-93.369,"NCHF",36,36,1,"3.7","Hyland",84,NA,88.9578,0.944267956266904,-1.01589538260122,-0.315106552801452,-0.678418110060945,"hyland2015",117,54,1.12962962962963,"brasch",0.461538461538462,0,2,"0",0
"201",201,71014500,2006,"julia",45.504,"1",1,0.4,"28-Nov","7-Apr",131,7.3,0.42,0.54,-0.12,1.05,0.42,"Sherburne",45.504,-93.924,"NCHF",62,62,1,"3.7","Julia ",52,NA,153.2051,0.339414288427735,-0.712136461340637,-0.816520449039057,-0.188073393635117,"julia2006",106,42,1.04761904761905,"johnson",0.39622641509434,0,0,"0",0
"202",202,71014500,2007,"julia",45.504,"1",2,0.5,"30-Nov","1-Apr",123,8.6,0.47,0.54,-0.07,1.06,0.5,"Sherburne",45.504,-93.924,"NCHF",62,62,1,"3.7","Julia ",52,NA,153.2051,0.339414288427735,-0.565882165918875,-0.716237669791536,-0.748467355264634,"julia2007",106,50,1.06,"johnson",0.471698113207547,0,0,"1",0.339414288427735
"203",203,71014500,2008,"julia",45.504,"1",3,0.3,"27-Nov","21-Apr",147,14.5,0.14,0.16,-0.02,1,0.14,"Sherburne",45.504,-93.924,"NCHF",62,62,1,"3.7","Julia ",52,NA,153.2051,0.339414288427735,0.097887328687584,-0.916803228286578,0.932714529623918,"julia2008",106,15,1,"johnson",0.141509433962264,1,0,"1",0.339414288427735
"204",204,71014500,2009,"julia",45.504,"1",4,0.5,"27-Nov","10-Apr",135,16.1,0.04,0.04,0,1.25,0.05,"Sherburne",45.504,-93.924,"NCHF",62,62,1,"3.7","Julia ",9,NA,153.2051,0.0587447806894157,0.277892615360522,-0.716237669791536,0.0921235871796419,"julia2009",106,4,1.25,"newman",0.0377358490566038,2,0,"1",0.339414288427735
"42",42,19002500,2006,"keller",44.726,"0",0,1.5,"26-Nov","5-Apr",131,6.3,NA,NA,NA,NA,NA,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1","Keller",0,27.6,126.02355,0,-0.824639765511224,0.286590122683674,-0.188073393635117,"keller2006",NA,NA,NA,NA,NA,0,0,"0",0
"43",43,19002500,2007,"keller",44.726,"0",0,0.7,"30-Nov","25-Mar",116,3.9,1,1,0,3.75,3.75,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1","Keller",0,27.2,126.02355,0,-1.09464769552063,-0.515672111296494,-1.23881207169046,"keller2007",38,38,3.94736842105263,"mccomas",1,0,0,"0",0
"44",44,19002500,2008,"keller",44.726,"0",0,1.1,"23-Nov","20-Apr",150,7.8,NA,NA,NA,NA,NA,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1","Keller",0,25,126.02355,0,-0.655884809255344,-0.11454099430641,1.14286226523499,"keller2008",NA,NA,NA,NA,NA,0,0,"0",0
"45",45,19002500,2013,"keller",44.726,"0",0,2,"7-Dec","29-Apr",144,11.94,0.95,0.95,0,2.79,2.64,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1","Keller",0,22,126.02355,0,-0.190121129989117,0.788004018921279,0.722566794012849,"keller2013",37,35,2.8,"mccomas",0.945945945945946,0,0,"0",0
"46",46,19002500,2014,"keller",44.726,"0",0,0.4,"24-Nov","11-Apr",139,24.77,0.73,0.73,0,1.93,1.41,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1","Keller",0,22,126.02355,0,1.25329626251951,-0.816520449039057,0.372320567994401,"keller2014",37,27,1.92592592592593,"mccomas",0.72972972972973,0,0,"0",0
"47",47,19002500,2015,"keller",44.726,"0",0,NA,"14-Nov","23-Mar",130,5.5,0.95,0.95,0,NA,NA,"Dakota",44.726,-93.251,"NCHF",51,51,1,"2.1","Keller",0,22,126.02355,0,-0.914642408847693,NA,-0.258122638838807,"keller2015",37,0,NA,"mccomas",0.95,0,0,"0",0
"166",166,62000600,2006,"kohlman",45.023,"0",0,0.7,"3-Dec","6-Apr",125,5.2,NA,NA,NA,NA,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7",NA,0,NA,74.1315,0,-0.948393400098869,-0.515672111296494,-0.608368864857255,"kohlman2006",NA,NA,NA,NA,NA,0,0,"0",0
"167",167,62000600,2008,"kohlman",45.023,"1",0,0.8,"1-Dec","18-Apr",140,8.1,0.23,0.23,0,NA,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7","Kohlman ",144,NA,74.1315,1.94249408146335,-0.622133818004168,-0.415389332048973,0.44236981319809,"kohlman2008",122,28,1,"sblood",0.229508196721311,0,0,"0",0
"168",168,62000600,2009,"kohlman",45.023,"1",0,0.6,"26-Nov","31-Mar",126,4.4,0.28,0.28,0,NA,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7","Kohlman ",144,NA,74.1315,1.94249408146335,-1.03839604343534,-0.615954890544015,-0.538319619653565,"kohlman2009",137,43,NA,"sblood",0.313868613138686,0,0,"1",1.94249408146335
"169",169,62000600,2010,"kohlman",45.023,"1",0,0.3,"30-Nov","29-Mar",120,16.5,0.09,0.09,0,NA,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7","Kohlman ",6.9,NA,74.1315,0.093077841403452,0.322893937028757,-0.916803228286578,-0.958615090875703,"kohlman2010",NA,NA,NA,NA,NA,1,0,"1",1.94249408146335
"170",170,62000600,2011,"kohlman",45.023,"1",0,1.2,"27-Nov","10-Apr",135,28.2,0.02,0.02,0,NA,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7","Kohlman ",31.5,NA,74.1315,0.424920580320107,1.63918259582462,-0.0142582150588893,0.0921235871796419,"kohlman2011",140,3,1,"sblood",0.0214285714285714,2,0,"1",0.093077841403452
"171",171,62000600,2012,"kohlman",45.023,"0",0,1,"27-Nov","17-Mar",112,1.9,0.02,0.02,0,NA,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7",NA,0,NA,74.1315,0,-1.3196543038618,-0.214823773553931,-1.51900905250522,"kohlman2012",NA,NA,NA,NA,NA,3,0,"1",0.424920580320107
"172",172,62000600,2013,"kohlman",45.023,"1",0,1.1,"3-Dec","6-Apr",125,13.4,0.01,0.01,0,NA,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7","Kohlman ",22,NA,74.1315,0.296769929112456,-0.0258663059000609,-0.11454099430641,-0.608368864857255,"kohlman2013",138,2,1,"sblood",0.0144927536231884,0,1,"0",0
"173",173,62000600,2014,"kohlman",45.023,"0",0,1.7,"27-Nov","12-Apr",137,23.2,0,0,0,NA,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7",NA,0,NA,74.1315,0,1.07666607497168,0.487155681178716,0.232222077587021,"kohlman2014",144,0,NA,"sblood",0,0,0,"1",0.296769929112456
"76",76,27008500,2015,"libbstonka",44.946,"0",0,NA,"1-Dec","18-Apr",139,4.2,NA,NA,NA,NA,NA,"Hennepin",44.946,-93.487,"NCHF",9,9,1,"2.4",NA,0,NA,22.23945,0,-1.06089670426946,NA,0.372320567994401,"libbstonka2015",NA,NA,NA,NA,NA,0,0,"0",0
"184",184,62023100,2011,"loeb",44.976,"0",0,2.5,"24-Nov","10-Apr",138,27.7,NA,NA,NA,NA,NA,"Ramsey",44.976,-93.123,"NCHF",4,3,0.75,"8.5",NA,0,NA,7.41315,0,1.58293094373932,1.28941791515888,0.302271322790711,"loeb2011",NA,NA,NA,NA,NA,0,0,"0",0
"185",185,62023100,2013,"loeb",44.976,"0",0,2.4,"3-Dec","28-Apr",147,12.1,NA,NA,NA,NA,NA,"Ramsey",44.976,-93.123,"NCHF",4,3,0.75,"8.5",NA,0,NA,7.41315,0,-0.172120601321823,1.18913513591136,0.932714529623918,"loeb2013",NA,NA,NA,NA,NA,0,0,"0",0
"186",186,62023100,2014,"loeb",44.976,"0",0,3.4,"25-Nov","18-Apr",145,21.9,NA,NA,NA,NA,NA,"Ramsey",44.976,-93.123,"NCHF",4,3,0.75,"8.5",NA,0,NA,7.41315,0,0.930411779549922,2.19196292838657,0.792616039216539,"loeb2014",NA,NA,NA,NA,NA,0,0,"0",0
"187",187,62023100,2015,"loeb",44.976,"0",0,2.8,"14-Nov","29-Mar",136,4.3,0.25,0.29,-0.04,NA,NA,"Ramsey",44.976,-93.123,"NCHF",4,3,0.75,"8.5",NA,0,NA,7.41315,0,-1.0496463738524,1.59026625290145,0.162172832383332,"loeb2015",8,2,1,"crwd",0.25,0,0,"0",0
"39",39,19002200,2013,"longd",44.756,"0",0,0.2,"7-Dec","29-Apr",144,11.94,NA,NA,NA,NA,NA,"Dakota",44.756,-93.174,"NCHF",37,37,1,"-",NA,0,NA,91.42885,0,-0.190121129989117,-1.0170860075341,0.722566794012849,"longd2013",NA,NA,NA,NA,NA,0,0,"0",0
"40",40,19002200,2014,"longd",44.756,"0",0,0.3,"24-Nov","9-Apr",139,24.77,NA,NA,NA,NA,NA,"Dakota",44.756,-93.174,"NCHF",37,37,1,"-",NA,0,NA,91.42885,0,1.25329626251951,-0.916803228286578,0.372320567994401,"longd2014",NA,NA,NA,NA,NA,0,0,"0",0
"41",41,19002200,2015,"longd",44.756,"0",0,NA,"14-Nov","23-Mar",130,5.5,0.88,0.88,0,2.67,2.35,"Dakota",44.756,-93.174,"NCHF",37,37,1,"-",NA,0,NA,91.42885,0,-0.914642408847693,NA,-0.258122638838807,"longd2015",NA,NA,NA,NA,NA,0,0,"0",0
"131",131,30007200,2009,"longi",45.474,"1",4,0.5,"21-Nov","5-Apr",136,9,0.45,0.45,0,1.46,0.65,"Isanti",45.474,-93.346,"NCHF",155,155,1,"4.6","Long ",350,NA,383.01275,0.913807699613133,-0.520880844250641,-0.716237669791536,0.162172832383332,"longi2009",NA,NA,NA,NA,NA,0,0,"0",0
"35",35,18024300,2006,"lowermission",46.533,"0",1,0.9,"26-Nov","6-Apr",132,16.5,0.55,0.47,0.08,1.24,0.68,"Crow Wing",46.533,-94.103,"NLF",725,452,0.62,"8.2",NA,0,NA,1116.9146,0,0.322893937028757,-0.315106552801452,-0.118024148431427,"lowermission2006",196,107,1.203125,"johnson",0.545918367346939,0,0,"0",0
"36",36,18024300,2007,"lowermission",46.533,"1",2,0.8,"30-Nov","18-Apr",140,6.7,0.57,0.5,0.07,1.93,1.09,"Crow Wing",46.533,-94.103,"NLF",725,452,0.62,"8.2","Lower Mission ",300,NA,1116.9146,2.38050745277371,-0.779638443842989,-0.415389332048973,0.44236981319809,"lowermission2007",203,114,1.87096774193548,"johnson",0.561576354679803,0,0,"0",0
"37",37,18024300,2008,"lowermission",46.533,"1",3,0.8,"27-Nov","25-Apr",151,19.7,0.47,0.45,0.02,1.24,0.58,"Crow Wing",46.533,-94.103,"NLF",725,452,0.62,"8.2","Lower Mission ",300,NA,1116.9146,2.38050745277371,0.682904510374633,-0.415389332048973,1.21291151043868,"lowermission2008",191,87,1.25,"johnson",0.455497382198953,0,0,"1",2.38050745277371
"38",38,18024300,2009,"lowermission",46.533,"1",4,1.3,"21-Nov","19-Apr",150,18.3,0.33,0.32,0.01,1.34,0.45,"Crow Wing",46.533,-94.103,"NLF",725,452,0.62,"8.2","Lower Mission ",300,NA,1116.9146,0.726981317912929,0.525399884535812,0.0860245641886318,1.14286226523499,"lowermission2009",201,68,1.33333333333333,"newman",0.338308457711443,1,0,"1",2.38050745277371
"16",16,10000700,2010,"lucy",44.876,"1",0,0.7,"7-Dec","31-Mar",115,22.6,NA,NA,NA,NA,NA,"Carver",44.876,-93.559,"NCHF",35,34,0.97,"6.1","Lucy ",5.7,19.1,84.0157,0.0744100555399266,1.00916409246933,-0.515672111296494,-1.30886131689415,"lucy2010",NA,NA,NA,NA,NA,0,0,"0",0
"17",17,10000700,2011,"lucy",44.876,"1",0,0.6,"28-Nov","10-Apr",134,25.3,NA,NA,NA,NA,NA,"Carver",44.876,-93.559,"NCHF",35,34,0.97,"6.1","Lucy ",8.2,NA,84.0157,0.0232057859382276,1.31292301372992,-0.615954890544015,0.0220743419759522,"lucy2011",NA,NA,NA,NA,NA,0,0,"1",0.0744100555399266
"18",18,10000700,2012,"lucy",44.876,"1",0,0.8,"4-Dec","18-Mar",106,1.9,NA,NA,NA,NA,NA,"Carver",44.876,-93.559,"NCHF",35,34,0.97,"6.1","Lucy ",8.1,NA,84.0157,0.022922788548737,-1.3196543038618,-0.415389332048973,-1.93930452372736,"lucy2012",NA,NA,NA,NA,NA,1,0,"1",0.0232057859382276
"199",199,7004400,2009,"madison",44.191,"0",0,0.7,"7-Dec","24-Mar",108,12.9,NA,NA,NA,NA,NA,"Blue Earth",44.191,-93.813,"NCHF",585,292,0.5,"18",NA,0,NA,721.5466,0,-0.082117957985354,-0.515672111296494,-1.79920603331998,"madison2009",NA,NA,NA,NA,NA,0,0,"0",0
"200",200,7004400,2013,"madison",44.191,"0",0,0.7,"19-Dec","21-Apr",124,3.5,NA,NA,NA,NA,NA,"Blue Earth",44.191,-93.813,"NCHF",585,292,0.5,"18",NA,0,NA,721.5466,0,-1.13964901718887,-0.515672111296494,-0.678418110060945,"madison2013",NA,NA,NA,NA,NA,0,0,"0",0
"98",98,27013320,2014,"maxwelltonka",44.96,"0",0,1.2,"29-Nov","24-Apr",147,25,NA,NA,NA,NA,NA,"Hennepin",44.96,-93.606,"NCHF",122,NA,NA,"9.1",NA,0,NA,NA,NA,1.27917202247874,-0.0142582150588893,0.932714529623918,"maxwelltonka2014",NA,NA,NA,NA,NA,0,0,"0",0
"177",177,62005400,2013,"mccarron",44.999,"0",0,3.1,"3-Dec","28-Apr",147,12.1,NA,NA,NA,NA,NA,"Ramsey",44.999,-93.113,"NCHF",30,10,0.33,"17.4",NA,0,NA,24.7105,0,-0.172120601321823,1.89111459064401,0.932714529623918,"mccarron2013",NA,NA,NA,NA,NA,0,0,"0",0
"178",178,62005400,2014,"mccarron",44.999,"0",0,3.8,"25-Nov","18-Apr",145,21.9,0,0,0,NA,NA,"Ramsey",44.999,-93.113,"NCHF",30,10,0.33,"17.4",NA,0,NA,24.7105,0,0.930411779549922,2.59309404537666,0.792616039216539,"mccarron2014",NA,NA,NA,NA,NA,0,0,"0",0
"179",179,62005400,2015,"mccarron",44.999,"0",0,2.5,"14-Nov","29-Mar",136,4.3,0.21,0.22,-0.01,NA,NA,"Ramsey",44.999,-93.113,"NCHF",30,10,0.33,"17.4",NA,0,NA,24.7105,0,-1.0496463738524,1.28941791515888,0.162172832383332,"mccarron2015",24,5,1,"crwd",0.208333333333333,0,0,"0",0
"86",86,27010400,2010,"medicine",45.008,"1",1,1.2,"8-Dec","31-Mar",114,22.9,NA,NA,NA,NA,NA,"Hennepin",45.008,-93.42,"NCHF",374,161,0.43,"15","Medicine",55,NA,397.83905,0.13824686138779,1.04291508372051,-0.0142582150588893,-1.37891056209784,"medicine2010",NA,NA,NA,NA,NA,0,0,"0",0
"87",87,27010400,2011,"medicine",45.008,"1",2,1,"1-Dec","10-Apr",131,28.5,NA,NA,NA,NA,NA,"Hennepin",45.008,-93.42,"NCHF",374,161,0.43,"15","Medicine",29.1,NA,397.83905,0.0731451575706306,1.67293358707579,-0.214823773553931,-0.188073393635117,"medicine2011",NA,NA,NA,NA,NA,0,0,"1",0.13824686138779
"88",88,27010400,2012,"medicine",45.008,"1",3,0.9,"6-Dec","18-Mar",104,1.9,0.52,0.52,0,2.62,1.37,"Hennepin",45.008,-93.42,"NCHF",374,161,0.43,"15","Medicine",74,NA,397.83905,0.186004868049026,-1.3196543038618,-0.315106552801452,-2.07940301413474,"medicine2012",105,55,2.61818181818182,"brasch",0.523809523809524,1,0,"1",0.0731451575706306
"19",19,10000900,2014,"minnewashta",44.881,"0",0,1.9,"28-Nov","21-Apr",145,19.4,NA,NA,NA,NA,NA,"Carver",44.881,-93.609,"NCHF",274,150,0.55,"21.3","Minnewashta ",0,NA,370.6575,0,0.649153519123457,0.687721239673758,0.792616039216539,"minnewashta2014",NA,NA,NA,NA,NA,0,0,"0",0
"63",63,27007000,2013,"mitchell",44.858,"0",0,1.1,"3-Dec","28-Apr",147,12.5,NA,NA,NA,NA,NA,"Hennepin",44.858,-93.497,"NCHF",46,44,0.96,"5.8","Mitchell ",0,6,108.7262,0,-0.127119279653589,-0.11454099430641,0.932714529623918,"mitchell2013",NA,NA,NA,NA,NA,0,0,"0",0
"64",64,27007000,2014,"mitchell",44.858,"0",0,1.4,"27-Nov","18-Apr",143,25.5,0.32,0.33,-0.01,2.09,0.66,"Hennepin",44.858,-93.497,"NCHF",46,44,0.96,"5.8","Mitchell ",0,20,108.7262,0,1.33542367456403,0.186307343436153,0.652517548809159,"mitchell2014",181,58,2.08620689655172,"newman",0.320441988950276,0,0,"0",0
"65",65,27007000,2015,"mitchell",44.858,"1",1,NA,"27-Nov","30-Mar",124,4.6,0.72,0.72,0,1.4,1.01,"Hennepin",44.858,-93.497,"NCHF",46,44,0.96,"5.8","Mitchell ",13,13,108.7262,0.11956639705977,-1.01589538260122,NA,-0.678418110060945,"mitchell2015",184,136,NA,"newman",0.739130434782609,0,0,"0",0
"96",96,27013318,2015,"northarmtonka",44.96,"0",0,NA,"29-Nov","5-Apr",128,4.5,NA,NA,NA,NA,NA,"Hennepin",44.96,-93.62,"NCHF",127,NA,NA,"17.7",NA,0,NA,NA,NA,-1.02714571301828,NA,-0.398221129246186,"northarmtonka2015",NA,NA,NA,NA,NA,0,0,"0",0
"209",209,73003700,2008,"pearl",45.399,"0",0,NA,"26-Nov","23-Apr",150,13.5,NA,NA,NA,NA,NA,"Stearns",45.399,-94.307,"NCHF",305,207,0.68,"5.2",NA,0,NA,511.50735,0,-0.0146159754830023,NA,1.14286226523499,"pearl2008",NA,NA,NA,NA,NA,0,0,"0",0
"210",210,73003700,2009,"pearl",45.399,"0",0,1.2,"23-Nov","15-Apr",144,15,NA,NA,NA,NA,NA,"Stearns",45.399,-94.307,"NCHF",305,207,0.68,"5.2",NA,0,NA,511.50735,0,0.154138980772877,-0.0142582150588893,0.722566794012849,"pearl2009",NA,NA,NA,NA,NA,0,0,"0",0
"211",211,73003700,2010,"pearl",45.399,"0",0,1.4,"7-Dec","31-Mar",115,22.1,0.45,0.24,0.21,NA,NA,"Stearns",45.399,-94.307,"NCHF",305,207,0.68,"5.2",NA,0,NA,511.50735,0,0.95291244038404,0.186307343436153,-1.30886131689415,"pearl2010",423,190,1,"dustin",0.449172576832151,0,0,"0",0
"212",212,73003700,2011,"pearl",45.399,"0",0,1,"26-Nov","13-Apr",139,23.9,NA,NA,NA,NA,NA,"Stearns",45.399,-94.307,"NCHF",305,207,0.68,"5.2",NA,0,NA,511.50735,0,1.1554183878911,-0.214823773553931,0.372320567994401,"pearl2011",NA,NA,NA,NA,NA,0,0,"0",0
"48",48,2000400,2008,"peltier",45.177,"0",0,0.7,"28-Nov","22-Apr",147,10.7,0.43,0.44,-0.01,NA,NA,"Anoka",45.177,-93.058,"NCHF",223,167,0.75,"5.5","Peltier ",0,10.6,412.66535,0,-0.329625227160644,-0.515672111296494,0.932714529623918,"peltier2008",377,217,NA,"dustin",0.575596816976127,0,0,"0",0
"49",49,2000400,2009,"peltier",45.177,"0",0,1.5,"22-Nov","9-Apr",139,12.9,0.35,0.36,-0.01,NA,NA,"Anoka",45.177,-93.058,"NCHF",223,167,0.75,"5.5",NA,0,NA,412.66535,0,-0.082117957985354,0.286590122683674,0.372320567994401,"peltier2009",355,180,NA,"dustin",0.507042253521127,0,0,"0",0
"50",50,2000400,2010,"peltier",45.177,"0",0,1.2,"6-Dec","31-Mar",116,22.6,0.3,0.31,-0.01,NA,NA,"Anoka",45.177,-93.058,"NCHF",223,167,0.75,"5.5",NA,0,NA,412.66535,0,1.00916409246933,-0.0142582150588893,-1.23881207169046,"peltier2010",374,168,NA,"dustin",0.449197860962567,0,0,"0",0
"51",51,2000400,2011,"peltier",45.177,"0",0,0.8,"24-Nov","12-Apr",140,31.1,0.28,0.29,-0.01,NA,NA,"Anoka",45.177,-93.058,"NCHF",223,167,0.75,"5.5",NA,0,NA,412.66535,0,1.96544217791932,-0.415389332048973,0.44236981319809,"peltier2011",365,152,NA,"dustin",0.416438356164384,0,0,"0",0
"127",127,29025000,2008,"portage",46.965,"1",1,0.8,"22-Nov","3-May",164,20.5,0.2,0.28,-0.08,NA,NA,"Hubbard",46.965,-95.12,"NLF",174,166,0.95,"5.2","Portage ",40,NA,410.1943,0.09751476312567,0.772907153711102,-0.415389332048973,2.12355169808664,"portage2008",NA,NA,NA,NA,NA,0,0,"0",0
"128",128,29025000,2009,"portage",46.965,"1",2,0.7,"18-Nov","22-Apr",156,21.9,0.08,0.1,-0.02,NA,NA,"Hubbard",46.965,-95.12,"NLF",174,166,0.95,"5.2","Portage ",27.8,NA,410.1943,0.0677727603723406,0.930411779549922,-0.515672111296494,1.56315773645713,"portage2009",287,23,1,"dustin",0.0801393728222996,0,0,"1",0.09751476312567
"129",129,29025000,2010,"portage",46.965,"1",3,1.3,"4-Dec","1-Apr",119,17.2,0.15,0.17,-0.02,NA,NA,"Hubbard",46.965,-95.12,"NLF",174,166,0.95,"5.2","Portage ",23.5,NA,410.1943,0.0572899233363311,0.401646249948167,0.0860245641886318,-1.02866433607939,"portage2010",296,44,1,"dustin",0.148648648648649,1,0,"1",0.0677727603723406
"130",130,29025000,2011,"portage",46.965,"0",4,1.2,"21-Nov","28-Apr",159,29.9,NA,NA,NA,NA,NA,"Hubbard",46.965,-95.12,"NLF",174,166,0.95,"5.2",NA,0,NA,410.1943,0,1.83043821291461,-0.0142582150588893,1.77330547206819,"portage2011",NA,NA,NA,NA,NA,2,0,"1",0.0572899233363311
"117",117,27019200,2006,"rebecca",45.066,"0",0,NA,"1-Dec","6-Apr",127,5.5,0.97,0.96,0.01,2.13,2.07,"Hennepin",45.066,-93.742,"NCHF",107,56,0.52,"9.1",NA,0,NA,138.3788,0,-0.914642408847693,NA,-0.468270374449876,"rebecca2006",132,128,1.96078431372549,"johnson",0.96969696969697,0,0,"0",0
"118",118,27019200,2007,"rebecca",45.066,"0",0,0.6,"1-Dec","30-Mar",120,5.8,0.96,0.96,0,2.49,2.39,"Hennepin",45.066,-93.742,"NCHF",107,56,0.52,"9.1",NA,0,NA,138.3788,0,-0.880891417596517,-0.615954890544015,-0.958615090875703,"rebecca2007",141,135,2.31847133757962,"johnson",0.957446808510638,0,0,"0",0
"119",119,27019200,2008,"rebecca",45.066,"0",0,0.6,"29-Nov","22-Apr",146,10,0.59,0.66,-0.07,1.15,0.69,"Hennepin",45.066,-93.742,"NCHF",107,56,0.52,"9.1",NA,0,NA,138.3788,0,-0.408377540080054,-0.615954890544015,0.862665284420228,"rebecca2008",140,80,1.21951219512195,"johnson",0.571428571428571,0,0,"0",0
"120",120,27019200,2009,"rebecca",45.066,"1",1,0.6,"22-Nov","12-Apr",142,6.2,0.53,0.64,-0.11,1.26,0.67,"Hennepin",45.066,-93.742,"NCHF",107,56,0.52,"9.1","Rebecca ",290,NA,138.3788,2.095696739674,-0.835890095928282,-0.615954890544015,0.58246830360547,"rebecca2009",152,82,1.25609756097561,"newman",0.539473684210526,0,0,"0",0
"121",121,27019200,2010,"rebecca",45.066,"1",2,0.6,"3-Dec","28-Mar",116,22.4,0.26,0.32,-0.06,1.39,0.36,"Hennepin",45.066,-93.742,"NCHF",107,56,0.52,"9.1","Rebecca ",138,NA,138.3788,0.997262586465557,0.986663431635216,-0.615954890544015,-1.23881207169046,"rebecca2010",156,42,NA,"brasch",0.269230769230769,0,0,"1",2.095696739674
"122",122,27019200,2011,"rebecca",45.066,"1",3,0.6,"23-Nov","10-Apr",139,27.1,NA,NA,NA,NA,NA,"Hennepin",45.066,-93.742,"NCHF",107,56,0.52,"9.1","Rebecca ",65,NA,138.3788,0.46972513130624,1.51542896123697,-0.615954890544015,0.372320567994401,"rebecca2011",NA,NA,NA,NA,NA,1,0,"1",0.997262586465557
