"","Lake.ID","Year","Lake.x","Trt","YrsTrt","PrevAUGSecchi","IceIn","IceOut","IceCover","Snow","APRMAYPcri","APRMAY3.7","APRMAYDIFF","APRMAYRelDens","APRMAYRelDensall","JUNPcri","JUN3.7","JUNDIFF","JUNRelDens","JUNRelDensall","DIFF.4.6","DIFF.3.7","DIFFRelDens","County","Latitude.y","Longitude","Ecoregion","Lake.area..ha.","Littoral.area..ha.","Proportion.littoral","Max.depth..m.","Acres_Chem","Acres_Harvested","litt.ac","perc.lit.chem"
"98","27013320",2014,"maxwell","U",0,1.2,"29-Nov","24-Apr",147,25,NA,NA,NA,NA,NA,0.18,0.22,-0.04,NA,NA,NA,NA,NA,"Hennepin",44.96,-93.606,"NCHF",122,67.3681228627507,0.552197728383202,"9.1",0,NA,166.47,0
"99","27013325",2013,"halsted","U",0,0.5,"22-Dec","2-May",132,12.6,NA,NA,NA,NA,NA,0.11,0.13,-0.02,NA,NA,NA,NA,NA,"Hennepin",44.91,-93.685,"NCHF",215,130.244228162117,0.605787107730778,"9.1",0,NA,321.84,0
"100","27013329",2014,"stubbs","U",0,0.5,"29-Nov","24-Apr",147,25,NA,NA,NA,NA,NA,0.14,0.21,-0.07,NA,NA,NA,NA,NA,"Hennepin",44.97,-93.616,"NCHF",80,45.1184719046559,0.563980898808199,"27.7",0,NA,111.49,0
"101","27013700",2014,"christmas","U",0,6.9,"27-Nov","20-Apr",145,25.2,NA,NA,NA,NA,NA,0.28,0.28,0,NA,NA,NA,NA,NA,"Hennepin",44.896,-93.543,"NCHF",108,31,0.287037037037037,"26.5",0,NA,76.60255,0
"102","27013700",2015,"christmas","U",0,6.1,"27-Nov","1-Apr",126,4.6,NA,NA,NA,NA,NA,0.4,0.39,0.01,2.05,0.81,NA,NA,NA,"Hennepin",44.896,-93.543,"NCHF",108,31,0.287037037037037,"26.5",0,NA,76.60255,0
"103","27019101",2006,"sarahw","U",0,0.6,"1-Dec","7-Apr",128,5.5,NA,NA,NA,NA,NA,0.65,NA,NA,3.47,2.27,NA,NA,NA,"Hennepin",45.068,-93.699,"NCHF",138,98.1768883672933,0.711426727299227,"18",0,NA,242.6,0
"104","27019101",2008,"sarahw","U",0,0.8,"3-Dec","22-Apr",142,10.3,0.46,0.55,-0.09,1.1,0.51,NA,NA,NA,NA,NA,NA,NA,NA,"Hennepin",45.068,-93.699,"NCHF",138,98.1768883672933,0.711426727299227,"18",0,NA,242.6,0
"105","27019101",2009,"sarahw","U",0,0.7,"22-Nov","12-Apr",142,6.2,NA,NA,NA,NA,NA,0.56,NA,NA,3.14,1.74,NA,NA,NA,"Hennepin",45.068,-93.699,"NCHF",138,98.1768883672933,0.711426727299227,"18",0,NA,242.6,0
"106","27019101",2011,"sarahw","U",0,0.7,"24-Nov","10-Apr",138,27.3,NA,NA,NA,NA,NA,0.73,0.78,-0.05,2.92,2.12,NA,NA,NA,"Hennepin",45.068,-93.699,"NCHF",138,98.1768883672933,0.711426727299227,"18",0,NA,242.6,0
"107","27019101",2012,"sarahw","U",0,0.9,"28-Nov","18-Mar",112,1.9,NA,NA,NA,NA,NA,0.37,0.42,-0.05,1.7,0.64,NA,NA,NA,"Hennepin",45.068,-93.699,"NCHF",138,98.1768883672933,0.711426727299227,"18",0,NA,242.6,0
"108","27019101",2013,"sarahw","T",1,0.7,"20-Nov","30-Apr",162,11.4,0.41,0.48,-0.07,1.53,0.63,0.25,0.26,-0.01,1.7,0.41,-0.16,-0.22,0.17,"Hennepin",45.068,-93.699,"NCHF",138,98.1768883672933,0.711426727299227,"18",260,NA,242.6,1.0717230008244
"109","27019101",2014,"sarahw","T",2,0.7,"24-Nov","21-Apr",149,24.8,0.31,0.36,-0.05,1.42,0.44,0.25,0.28,-0.03,1.23,0.31,-0.06,-0.08,-0.19,"Hennepin",45.068,-93.699,"NCHF",138,98.1768883672933,0.711426727299227,"18",260,NA,242.6,1.0717230008244
"110","27019102",2006,"sarahe","U",0,0.6,"1-Dec","7-Apr",128,5.5,NA,NA,NA,NA,NA,0.55,NA,NA,3.5,1.93,NA,NA,NA,"Hennepin",45.06,-93.668,"NCHF",81,45.8833289492321,0.566460851225088,"5.5",0,NA,113.38,0
"111","27019102",2008,"sarahe","U",0,0.7,"3-Dec","22-Apr",142,10.3,0.46,0.48,-0.02,1.12,0.52,NA,NA,NA,NA,NA,NA,NA,NA,"Hennepin",45.06,-93.668,"NCHF",81,45.8833289492321,0.566460851225088,"5.5",0,NA,113.38,0
"112","27019102",2009,"sarahe","U",0,0.8,"22-Nov","12-Apr",142,6.2,NA,NA,NA,NA,NA,0.58,0.58,0,2.8,1.27,NA,NA,NA,"Hennepin",45.06,-93.668,"NCHF",81,45.8833289492321,0.566460851225088,"5.5",0,NA,113.38,0
"113","27019102",2011,"sarahe","U",0,0.7,"24-Nov","10-Apr",138,27.3,NA,NA,NA,NA,NA,0.67,0.76,-0.09,3.02,2.2,NA,NA,NA,"Hennepin",45.06,-93.668,"NCHF",81,45.8833289492321,0.566460851225088,"5.5",0,NA,113.38,0
"114","27019102",2012,"sarahe","U",0,1,"28-Nov","18-Mar",112,1.9,NA,NA,NA,NA,NA,0.46,0.51,-0.05,1.86,0.89,NA,NA,NA,"Hennepin",45.06,-93.668,"NCHF",81,45.8833289492321,0.566460851225088,"5.5",0,NA,113.38,0
"115","27019102",2013,"sarahe","T",1,0.7,"20-Nov","30-Apr",162,11.4,0.31,0.34,-0.03,1.43,0.45,0.32,0.35,-0.03,1.42,0.46,0.01,0.01,-0.01,"Hennepin",45.06,-93.668,"NCHF",81,45.8833289492321,0.566460851225088,"5.5",260,NA,113.38,2.29317339918857
"116","27019102",2014,"sarahe","T",2,0.8,"24-Nov","21-Apr",149,24.8,0.26,0.28,-0.02,1.26,0.33,0.03,0.03,0,1,0.08,-0.23,-0.25,-0.26,"Hennepin",45.06,-93.668,"NCHF",81,45.8833289492321,0.566460851225088,"5.5",260,NA,113.38,2.29317339918857
"117","27019200",2006,"rebecca","U",0,NA,"1-Dec","6-Apr",127,5.5,0.97,0.96,0.01,2.13,2.07,0.85,0.94,-0.09,2.55,2.18,-0.12,-0.02,0.42,"Hennepin",45.066,-93.742,"NCHF",107,56,0.523364485981308,"9.1",0,NA,138.3788,0
"118","27019200",2007,"rebecca","U",0,0.6,"1-Dec","30-Mar",120,5.8,0.96,0.96,0,2.49,2.39,0.76,0.9,-0.14,2.99,2.26,-0.2,-0.06,0.5,"Hennepin",45.066,-93.742,"NCHF",107,56,0.523364485981308,"9.1",0,NA,138.3788,0
"119","27019200",2008,"rebecca","U",0,0.6,"29-Nov","22-Apr",146,10,0.59,0.66,-0.07,1.15,0.69,0.87,0.94,-0.07,2.72,2.36,0.28,0.28,1.57,"Hennepin",45.066,-93.742,"NCHF",107,56,0.523364485981308,"9.1",0,NA,138.3788,0
"120","27019200",2009,"rebecca","T",1,0.6,"22-Nov","12-Apr",142,6.2,0.53,0.64,-0.11,1.26,0.67,0.03,0.04,-0.01,1,0.03,-0.5,-0.6,-0.26,"Hennepin",45.066,-93.742,"NCHF",107,56,0.523364485981308,"9.1",290,NA,138.3788,2.095696739674
"121","27019200",2010,"rebecca","T",2,0.6,"3-Dec","28-Mar",116,22.4,0.26,0.32,-0.06,1.39,0.36,NA,NA,NA,NA,NA,NA,NA,NA,"Hennepin",45.066,-93.742,"NCHF",107,56,0.523364485981308,"9.1",138,NA,138.3788,0.997262586465557
"122","27019200",2011,"rebecca","T",3,0.6,"23-Nov","10-Apr",139,27.1,NA,NA,NA,NA,NA,0.21,0.27,-0.06,1.64,0.34,NA,NA,NA,"Hennepin",45.066,-93.742,"NCHF",107,56,0.523364485981308,"9.1",65,NA,138.3788,0.46972513130624
"123","27019200",2012,"rebecca","T",4,1.8,"30-Nov","18-Mar",110,2,0.18,0.22,-0.04,1.11,0.2,NA,NA,NA,NA,NA,NA,NA,NA,"Hennepin",45.066,-93.742,"NCHF",107,56,0.523364485981308,"9.1",138,NA,138.3788,0.997262586465557
"124","27019200",2013,"rebecca","T",5,1.2,"22-Nov","29-Apr",159,11.7,0.21,0.25,-0.04,1.36,0.28,NA,NA,NA,NA,NA,NA,NA,NA,"Hennepin",45.066,-93.742,"NCHF",107,56,0.523364485981308,"9.1",46,NA,138.3788,0.332420862155186
"125","27019200",2014,"rebecca","T",6,1.8,"24-Nov","13-Apr",141,25.7,0.12,0.14,-0.02,1,0.12,NA,NA,NA,NA,NA,NA,NA,NA,"Hennepin",45.066,-93.742,"NCHF",107,56,0.523364485981308,"9.1",46,NA,138.3788,0.332420862155186
"126","27019200",2015,"rebecca","U",0,1.3,"17-Nov","29-Mar",133,4.8,NA,NA,NA,NA,NA,0.39,0.48,-0.09,2.66,1.04,NA,NA,NA,"Hennepin",45.066,-93.742,"NCHF",107,56,0.523364485981308,"9.1",0,NA,138.3788,0
"127","29025000",2008,"portage","T",1,0.8,"22-Nov","3-May",164,20.5,0.2,0.28,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hubbard",46.965,-95.12,"NLF",174,166,0.954022988505747,"5.2",40,NA,410.1943,0.09751476312567
"128","29025000",2009,"portage","T",2,0.7,"18-Nov","22-Apr",156,21.9,0.08,0.1,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hubbard",46.965,-95.12,"NLF",174,166,0.954022988505747,"5.2",27.8,NA,410.1943,0.0677727603723406
"129","29025000",2010,"portage","T",3,1.3,"4-Dec","1-Apr",119,17.2,0.15,0.17,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hubbard",46.965,-95.12,"NLF",174,166,0.954022988505747,"5.2",23.5,NA,410.1943,0.0572899233363311
"130","29025000",2011,"portage","U",4,1.2,"21-Nov","28-Apr",159,29.9,NA,NA,NA,NA,NA,0.02,0.03,-0.01,NA,NA,NA,NA,NA,"Hubbard",46.965,-95.12,"NLF",174,166,0.954022988505747,"5.2",0,NA,410.1943,0
"131","30007200",2009,"longi","T",4,0.5,"21-Nov","5-Apr",136,9,0.45,0.45,0,1.46,0.65,0.01,0.01,0,1,0.01,-0.44,-0.44,-0.46,"Isanti",45.474,-93.346,"NCHF",155,155,1,"4.6",350,NA,383.01275,0.913807699613133
"132","34003200",2008,"carrie","U",0,1.2,"23-Nov","21-Apr",151,8,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"Kandiyohi",45.083,-94.785,"WCBP",37,8,0.216216216216216,"7.9",0,NA,19.7684,0
"133","34003200",2009,"carrie","U",0,1.3,"16-Nov","19-Apr",155,11.7,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"Kandiyohi",45.083,-94.785,"WCBP",37,8,0.216216216216216,"7.9",0,NA,19.7684,0
"134","34003200",2010,"carrie","U",0,0.7,"5-Dec","31-Mar",117,26.6,NA,NA,NA,NA,NA,0.02,0.02,0,NA,NA,NA,NA,NA,"Kandiyohi",45.083,-94.785,"WCBP",37,8,0.216216216216216,"7.9",0,NA,19.7684,0
"135","34003200",2011,"carrie","U",0,2.2,"23-Nov","12-Apr",141,34.8,NA,NA,NA,NA,NA,0.14,0.14,0,NA,NA,NA,NA,NA,"Kandiyohi",45.083,-94.785,"WCBP",37,8,0.216216216216216,"7.9",0,NA,19.7684,0
"136","34003200",2013,"carrie","U",0,1.5,"24-Nov","30-Apr",158,19.1,NA,NA,NA,NA,NA,0.22,0.24,-0.02,NA,NA,NA,NA,NA,"Kandiyohi",45.083,-94.785,"WCBP",37,8,0.216216216216216,"7.9",0,NA,19.7684,0
"137","41004300",2006,"benton","T",1,0.8,"25-Dec","28-Mar",94,2.4,0.05,0.05,0,NA,NA,0.02,0.02,0,NA,NA,-0.03,-0.03,NA,"Lincoln",44.294,-96.251,"NGP",1092,1092,1,"2.7",2875,NA,2698.3866,1.06545148126662
"138","41004300",2007,"benton","T",2,0.8,"28-Nov","27-Mar",120,2.5,0.03,0.03,0,NA,NA,0.01,0.01,0,NA,NA,-0.02,-0.02,NA,"Lincoln",44.294,-96.251,"NGP",1092,1092,1,"2.7",2875,NA,2698.3866,1.06545148126662
"139","41004300",2008,"benton","T",3,0.6,"24-Nov","12-Apr",141,2.3,0.03,0.03,0,NA,NA,0.02,0.02,0,NA,NA,-0.01,-0.01,NA,"Lincoln",44.294,-96.251,"NGP",1092,1092,1,"2.7",2875,NA,2698.3866,1.06545148126662
"140","41004300",2012,"benton","T",2,NA,"26-Nov","13-Mar",109,1.2,NA,NA,NA,NA,NA,0.002,0.002,0,NA,NA,NA,NA,NA,"Lincoln",44.294,-96.251,"NGP",1092,1092,1,"2.7",302,NA,2698.3866,0.111918729510442
"141","47004900",2008,"belle","U",0,NA,"28-Nov","22-Apr",147,11.9,NA,NA,NA,NA,NA,0.04,0.05,-0.01,NA,NA,NA,NA,NA,"Meeker",44.982,-94.426,"NCHF",334,155,0.464071856287425,"7.6",0,NA,383.01275,0
"142","47004900",2009,"belle","U",0,0.7,"21-Nov","10-Apr",141,12.4,NA,NA,NA,NA,NA,0.01,0.01,0,NA,NA,NA,NA,NA,"Meeker",44.982,-94.426,"NCHF",334,155,0.464071856287425,"7.6",0,NA,383.01275,0
"143","47004900",2010,"belle","U",0,0.7,"5-Dec","30-Mar",116,24.3,0.004,0.004,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeker",44.982,-94.426,"NCHF",334,155,0.464071856287425,"7.6",0,NA,383.01275,0
"144","47004900",2013,"belle","U",0,NA,"9-Dec","2-May",145,15.3,0.01,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Meeker",44.982,-94.426,"NCHF",334,155,0.464071856287425,"7.6",0,NA,383.01275,0
"145","47009500",2009,"clearm","T",4,0.5,"29-Nov","13-Apr",136,13.7,0.28,0.38,-0.1,1.43,0.4,0.11,0.14,-0.03,1,0.11,-0.17,-0.24,-0.43,"Meeker",45.276,-94.446,"NCHF",214,178,0.831775700934579,"5.5",60.5,NA,439.8469,0.137547860403245
"146","49013300",2006,"crookneck","T",1,2.3,"24-Nov","7-Apr",135,1.5,0.38,0.34,0.04,1.03,0.39,0.19,0.16,0.03,1.08,0.21,-0.19,-0.18,0.05,"Morrison",46.245,-94.611,"NLF",73,53,0.726027397260274,"6.7",60,NA,130.96565,0.458135396571544
"147","49013300",2007,"crookneck","T",2,1.8,"1-Dec","21-Apr",142,2.9,0.4,0.3,0.1,1.16,0.47,0.27,0.16,0.11,1.15,0.31,-0.13,-0.14,-0.01,"Morrison",46.245,-94.611,"NLF",73,53,0.726027397260274,"6.7",60,NA,130.96565,0.458135396571544
"148","49013300",2008,"crookneck","T",3,2.5,"1-Dec","3-May",155,14.4,0.11,0.08,0.03,0.75,0.08,0.12,0.13,-0.01,0.94,0.12,0.01,0.05,0.19,"Morrison",46.245,-94.611,"NLF",73,53,0.726027397260274,"6.7",60,NA,130.96565,0.458135396571544
"149","49013300",2009,"crookneck","U",0,2.6,"25-Nov","20-Apr",147,19.3,0.05,0.03,0.02,1,0.05,0.15,0.15,0,1.43,0.22,0.1,0.12,0.43,"Morrison",46.245,-94.611,"NLF",73,53,0.726027397260274,"6.7",0,NA,130.96565,0
"150","49014000",2008,"cedar","U",0,0.3,"3-Dec","30-Apr",150,14.8,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"Morrison",45.813,-94.636,"NCHF",95,27,0.284210526315789,"26.8",0,NA,66.71835,0
"151","49014000",2009,"cedar","U",0,4.8,"7-Dec","20-Apr",135,21,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"Morrison",45.813,-94.636,"NCHF",95,27,0.284210526315789,"26.8",0,NA,66.71835,0
"152","49014000",2010,"cedar","U",0,4,"6-Dec","1-Apr",117,27.7,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"Morrison",45.813,-94.636,"NCHF",95,27,0.284210526315789,"26.8",0,NA,66.71835,0
"153","62000100",2006,"silver","U",0,1.6,"4-Dec","7-Apr",125,5.2,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.966666666666667,"5.5",0,NA,71.66045,0
"154","62000100",2007,"silver","T",1,1.5,"1-Dec","27-Mar",117,4.8,0.64,NA,NA,NA,NA,0.02,NA,NA,NA,NA,-0.62,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.966666666666667,"5.5",50,NA,71.66045,0.697734943054363
"155","62000100",2008,"silver","T",2,0.8,"1-Dec","20-Apr",142,8,0.66,NA,NA,NA,NA,0,NA,NA,NA,NA,-0.66,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.966666666666667,"5.5",60,NA,71.66045,0.837281931665235
"156","62000100",2009,"silver","T",3,0.7,"26-Nov","1-Apr",127,4.3,0.44,NA,NA,NA,NA,0.43,NA,NA,NA,NA,-0.01,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.966666666666667,"5.5",60,NA,71.66045,0.837281931665235
"157","62000100",2014,"silver","T",4,0.5,"27-Nov","18-Apr",143,22.3,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.966666666666667,"5.5",10.65,NA,71.66045,0.148617542870579
"158","62000100",2015,"silver","U",5,1,"15-Nov","29-Mar",135,4.2,NA,NA,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,"Ramsey",45.028,-92.988,"NCHF",30,29,0.966666666666667,"5.5",0,NA,71.66045,0
"159","62000200",2008,"baldeagle","T",3,0.8,"29-Nov","22-Apr",146,7.6,0.52,0.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",45.117,-93.016,"NCHF",424,304,0.716981132075472,"11",98,NA,751.1992,0.130458072905296
"160","62000200",2009,"baldeagle","T",4,0.8,"25-Nov","7-Apr",134,3.9,0.41,0.41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",45.117,-93.016,"NCHF",424,304,0.716981132075472,"11",98,NA,751.1992,0.130458072905296
"161","62000200",2010,"baldeagle","T",5,1,"7-Dec","31-Mar",115,17.8,0.51,0.51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",45.117,-93.016,"NCHF",424,304,0.716981132075472,"11",241,NA,751.1992,0.320820362960983
"162","62000200",2011,"baldeagle","T",6,0.8,"22-Nov","13-Apr",143,26.9,0.3,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",45.117,-93.016,"NCHF",424,304,0.716981132075472,"11",124.6,NA,751.1992,0.165868121265305
"163","62000200",2012,"baldeagle","T",7,1.1,"29-Nov","18-Mar",111,1.9,0.36,0.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",45.117,-93.016,"NCHF",424,304,0.716981132075472,"11",97,NA,751.1992,0.129126868079732
"164","62000200",2013,"baldeagle","T",8,0.7,"2-Dec","2-May",152,11.8,0.3,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",45.117,-93.016,"NCHF",424,304,0.716981132075472,"11",62.5,NA,751.1992,0.0832003015977653
"165","62000200",2014,"baldeagle","T",9,1.1,"24-Nov","23-Apr",151,20.9,0.06,0.06,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",45.117,-93.016,"NCHF",424,304,0.716981132075472,"11",92,NA,751.1992,0.12247084395191
"166","62000600",2006,"kohlman","U",0,0.7,"3-Dec","6-Apr",125,5.2,NA,NA,NA,NA,NA,0.72,0.72,0,NA,NA,NA,NA,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7",0,NA,74.1315,0
"167","62000600",2008,"kohlman","T",0,0.8,"1-Dec","18-Apr",140,8.1,0.23,0.23,0,NA,NA,0.01,0.01,0,NA,NA,-0.22,-0.22,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7",144,NA,74.1315,1.94249408146335
"168","62000600",2009,"kohlman","T",0,0.6,"26-Nov","31-Mar",126,4.4,0.28,0.28,0,NA,NA,0.01,0.01,0,NA,NA,-0.27,-0.27,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7",144,NA,74.1315,1.94249408146335
"169","62000600",2010,"kohlman","T",0,0.3,"30-Nov","29-Mar",120,16.5,0.09,0.09,0,NA,NA,0.23,0.23,0,NA,NA,0.14,0.14,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7",6.9,NA,74.1315,0.093077841403452
"170","62000600",2011,"kohlman","T",0,1.2,"27-Nov","10-Apr",135,28.2,0.02,0.02,0,NA,NA,0.03,0.03,0,NA,NA,0.01,0.01,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7",31.5,NA,74.1315,0.424920580320107
"171","62000600",2012,"kohlman","U",0,1,"27-Nov","17-Mar",112,1.9,0.02,0.02,0,NA,NA,0.14,0.14,0,NA,NA,0.12,0.12,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7",0,NA,74.1315,0
"172","62000600",2013,"kohlman","T",0,1.1,"3-Dec","6-Apr",125,13.4,0.01,0.01,0,NA,NA,0,0,0,NA,NA,-0.01,-0.01,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7",22,NA,74.1315,0.296769929112456
"173","62000600",2014,"kohlman","U",0,1.7,"27-Nov","12-Apr",137,23.2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",45.023,-93.058,"NCHF",30,30,1,"2.7",0,NA,74.1315,0
"174","62004700",2012,"uppercrosby","U",0,NA,"4-Dec","18-Mar",106,2,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"Ramsey",44.905,-93.15,"NCHF",28,19,0.678571428571429,"5.8",0,NA,46.94995,0
"175","62004700",2015,"littlecrosby","U",0,1.6,"26-Nov","31-Mar",126,3.9,NA,NA,NA,NA,NA,0.33,0.33,0,NA,NA,NA,NA,NA,"Ramsey",44.9,-93.16,"NCHF",2.75069302523219,2.42811760182918,0.882729399302644,"",0,NA,6,0
"176","62004700",2015,"uppercrosby","U",0,NA,"15-Nov","25-Mar",131,4.4,NA,NA,NA,NA,NA,0.6,0.6,0,2.43,1.45,NA,NA,NA,"Ramsey",44.905,-93.15,"NCHF",28,19,0.678571428571429,"5.8",0,NA,46.94995,0
"177","62005400",2013,"mccarrons","U",0,3.1,"3-Dec","28-Apr",147,12.1,NA,NA,NA,NA,NA,0.05,0.06,-0.01,NA,NA,NA,NA,NA,"Ramsey",44.999,-93.113,"NCHF",30,10,0.333333333333333,"17.4",0,NA,24.7105,0
"178","62005400",2014,"mccarrons","U",0,3.8,"25-Nov","18-Apr",145,21.9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",44.999,-93.113,"NCHF",30,10,0.333333333333333,"17.4",0,NA,24.7105,0
"179","62005400",2015,"mccarrons","U",0,2.5,"14-Nov","29-Mar",136,4.3,0.21,0.22,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",44.999,-93.113,"NCHF",30,10,0.333333333333333,"17.4",0,NA,24.7105,0
"180","62005500",2010,"como","U",0,1.7,"7-Dec","28-Mar",112,18.5,0.47,0.47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",44.98,-93.141,"NCHF",28,28,1,"4.6",0,NA,69.1894,0
"181","62005500",2013,"como","U",0,0.6,"11-Dec","28-Apr",139,12.6,NA,NA,NA,NA,NA,0.85,0.85,0,NA,NA,NA,NA,NA,"Ramsey",44.98,-93.141,"NCHF",28,28,1,"4.6",0,25,69.1894,0
"182","62005500",2014,"como","U",0,0.6,"27-Nov","18-Apr",143,22.3,NA,NA,NA,NA,NA,0.88,0.88,0,NA,NA,NA,NA,NA,"Ramsey",44.98,-93.141,"NCHF",28,28,1,"4.6",0,25,69.1894,0
"183","62005500",2015,"como","U",0,1.1,"15-Nov","1-Apr",138,4.2,0.94,0.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",44.98,-93.141,"NCHF",28,28,1,"4.6",0,10,69.1894,0
"184","62023100",2011,"loeb","U",0,2.5,"24-Nov","10-Apr",138,27.7,NA,NA,NA,NA,NA,0.33,0.4,-0.07,NA,NA,NA,NA,NA,"Ramsey",44.976,-93.123,"NCHF",4,3,0.75,"8.5",0,NA,7.41315,0
"185","62023100",2013,"loeb","U",0,2.4,"3-Dec","28-Apr",147,12.1,NA,NA,NA,NA,NA,0.43,0.5,-0.07,NA,NA,NA,NA,NA,"Ramsey",44.976,-93.123,"NCHF",4,3,0.75,"8.5",0,NA,7.41315,0
"186","62023100",2014,"loeb","U",0,3.4,"25-Nov","18-Apr",145,21.9,NA,NA,NA,NA,NA,0.88,0.83,0.05,NA,NA,NA,NA,NA,"Ramsey",44.976,-93.123,"NCHF",4,3,0.75,"8.5",0,NA,7.41315,0
"187","62023100",2015,"loeb","U",0,2.8,"14-Nov","29-Mar",136,4.3,0.25,0.29,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramsey",44.976,-93.123,"NCHF",4,3,0.75,"8.5",0,NA,7.41315,0
"188","70002200",2008,"cleary","U",0,0.9,"28-Nov","21-Apr",146,8.3,NA,NA,NA,NA,NA,0.21,0.21,0,1.33,0.28,NA,NA,NA,"Scott",44.692,-93.391,"NCHF",58,58,1,"2.7",0,NA,143.3209,0
"189","70002200",2009,"cleary","U",0,1,"26-Nov","2-Apr",128,10.3,NA,NA,NA,NA,NA,0.54,0.54,0,1.82,0.98,NA,NA,NA,"Scott",44.692,-93.391,"NCHF",58,58,1,"2.7",0,NA,143.3209,0
"190","70002200",2010,"cleary","U",0,1.5,"5-Dec","30-Mar",116,21.4,NA,NA,NA,NA,NA,0.38,0.38,0,1.07,0.41,NA,NA,NA,"Scott",44.692,-93.391,"NCHF",58,58,1,"2.7",0,NA,143.3209,0
"191","70002200",2011,"cleary","U",0,1.6,"25-Nov","10-Apr",137,23.9,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,"Scott",44.692,-93.391,"NCHF",58,58,1,"2.7",0,NA,143.3209,0
"192","70002200",2012,"cleary","U",0,0.7,"6-Dec","17-Mar",103,1.1,NA,NA,NA,NA,NA,0.75,0.75,0,3.33,2.5,NA,NA,NA,"Scott",44.692,-93.391,"NCHF",58,58,1,"2.7",0,NA,143.3209,0
"193","70002200",2013,"cleary","U",0,0.6,"11-Dec","26-Apr",137,9.1,NA,NA,NA,NA,NA,0.57,0.57,0,2.39,1.37,NA,NA,NA,"Scott",44.692,-93.391,"NCHF",58,58,1,"2.7",0,NA,143.3209,0
"194","70002200",2014,"cleary","U",0,0.4,"25-Nov","12-Apr",139,19.6,NA,NA,NA,NA,NA,0.63,0.63,0,2.65,1.66,NA,NA,NA,"Scott",44.692,-93.391,"NCHF",58,58,1,"2.7",0,NA,143.3209,0
"195","70006900",2006,"fish","T",1,1,"29-Nov","6-Apr",129,6.2,0.57,0.66,-0.09,0.99,0.56,0.37,0.45,-0.08,1.26,0.46,-0.2,-0.21,0.27,"Scott",44.651,-93.46,"NCHF",70,30,0.428571428571429,"8.5",28,NA,74.1315,0.377707182506762
"196","70006900",2007,"fish","T",2,1.6,"3-Dec","28-Mar",116,3.8,0.35,0.44,-0.09,1.05,0.37,0.2,0.24,-0.04,0.96,0.19,-0.15,-0.2,-0.09,"Scott",44.651,-93.46,"NCHF",70,30,0.428571428571429,"8.5",28,NA,74.1315,0.377707182506762
