"","Lake.ID","Lake.x","Year","litt.ac","Lake.area.acre","Proportion.littoral","Max.depth","trt_date_lag0","trt_acres_lag0","cytrt","yutrt","Trt","YrsTrt","Acres_Chem","perc.lit.chem","SURVEY_START","native_rich_mean","native_vegetated","survey_native_rich","nsamp","lag1_APM_acres","lag1_APM_perc_lit","secchi","secchi.e","secchi.sc","secchi.e.sc","phosphorus","phosphorus.e","phosphorus.sc","phosphorus.e.sc","lag0","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","APRMAYPcri","JUNPcri","DIFF.4.6","...43","obs","lake_year","APM_permitted_acres","APM_perc_lit"
"82",70009100,"Cedar",2017,792.5,NA,NA,NA,"5/1/2017",180,0,1,NA,NA,180,22.71293375,"4/25/2017",0.121693122,0.105820106,4,189,3.53,0.445425868,1.114285714,1.25,-0.662240494,-0.872681351,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,141,NA,NA,NA
"83",41004300,NA,2018,2649.41,NA,NA,NA,NA,0,0,1,NA,NA,0,0,"6/12/2018",0.113172542,0.107606679,4,539,NA,0,0.916666667,2.05,-0.886946738,-0.164767257,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,148,NA,NA,NA
"84",2005300,"Ham",2020,190.45,190.45,0.8936,22,NA,NA,0,3,"0",1,0,0,"8/24/2020",2.518518519,0.854961832,18,135,NA,NA,2.716038095,2.90448,0.814159135,0.214500006,0.0217,0.02175,-0.20706234,-0.208742601,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,1,"Ham2020",2.74,1.44
"85",2005300,"Ham",2020,190.45,190.45,0.8936,22,NA,NA,0,3,"0",1,0,0,"7/23/2020",2.949152542,1,14,59,NA,NA,2.716038095,2.90448,0.814159135,0.214500006,0.0217,0.02175,-0.20706234,-0.208742601,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,2,"Ham2020",2.74,1.44
"86",2005300,"Ham",2019,190.45,190.45,0.8936,22,NA,NA,0,2,"0",1,0,0,"8/19/2019",1.969465649,0.857142857,12,131,NA,NA,2.831578947,3.5375,0.926647218,0.700213085,0.0253,0.025,-0.2069628,-0.208562496,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,3,"Ham2019",2.2,1.16
"87",2005300,"Ham",2019,190.45,190.45,0.8936,22,NA,NA,0,2,"0",1,0,0,"7/10/2019",1.761904762,0.857142857,12,126,NA,NA,2.831578947,3.5375,0.926647218,0.700213085,0.0253,0.025,-0.2069628,-0.208562496,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,4,"Ham2019",2.2,1.16
"88",2005300,"Ham",2018,190.45,190.45,0.8936,22,NA,NA,0,1,"0",1,0,0,"8/8/2018",1.838028169,0.774647887,15,142,NA,NA,2.290909091,2.566666667,0.400262702,-0.044702474,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,5,"Ham2018",1.94,1.02
"89",2005300,"Ham",2018,190.45,190.45,0.8936,22,NA,NA,0,1,"0",1,0,0,"7/9/2018",1.62406015,0.812030075,11,133,NA,NA,2.290909091,2.566666667,0.400262702,-0.044702474,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,6,"Ham2018",1.94,1.02
"90",2008400,"Crooked",2018,84.02,84.02,0.731,26,"5/1/2018",13.8,2,0,"1",2,13.8,16.4246608,"8/14/2018",1.893333333,0.793333333,14,150,NA,NA,2.355555556,3.033333333,0.463201107,0.313368524,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,7,"Crooked2018",0.02,0.02
"91",10000200,"Riley",2022,110.08,110.08,0.3718,49,"5/1/2022",16.7,3,0,"1",5,16.7,15.17078488,"8/22/2022",1.692307692,0.983516484,9,182,NA,NA,3.995,4.066666667,2.059328874,1.106240021,0.02996,0.025777778,-0.206833952,-0.208519395,1,1,1,0,1,1,0,0,0,NA,0.29,NA,NA,10,"Riley2022",4.59,4.17
"92",10000200,"Riley",2017,110.08,110.08,0.3718,49,"5/1/2017",20,1,0,"1",1,20,18.16860465,"9/6/2017",1,0.765714286,6,175,NA,NA,3.330769231,4.808333333,1.412648117,1.675317143,0.05169697,0.031333333,-0.206232927,-0.208211524,1,0,0,0,0,0,0,0,0,0.29,0.22,-0.07,NA,15,"Riley2017",3.98,3.62
"93",10001300,"Susan",2020,71.99,71.99,0.815,17,NA,NA,0,2,"0",2,0,0,"8/13/2020",0.382352941,0.362745098,3,102,NA,NA,1.044444444,2.05,-0.813268406,-0.441138223,0.151692308,0.079666667,-0.20346807,-0.20553305,0,0,1,1,0,0,0,0,0,0.45,0.25,-0.2,NA,19,"Susan2020",8.69,12.07
"94",13002800,"South Lindstrom",2021,261.42,261.42,0.4767,33.90000153,NA,NA,0,3,"0",2,0,0,"8/11/2021",2.004081633,0.759183673,16,245,NA,NA,2.4,4,0.506471259,1.055087021,0.026,0.015,-0.206943445,-0.209116663,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,32,"South Lindstrom2021",4.02,1.54
"95",21007600,NA,2022,240.38,NA,NA,NA,"5/1/2022",164,2,0,"1",NA,164,68.22530993,"7/5/2022",1.718120805,0.718120805,13,149,NA,NA,4.726,6.37,2.771014715,2.873576163,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,34,NA,3.16,1.31
"96",27002800,NA,2023,52.63,52.63,NA,6.5,NA,NA,0,1,"0",6,0,0,"8/21/2023",0.184,0.16,4,125,NA,NA,0.752,0.97,-1.097986012,-1.269816819,NA,NA,NA,NA,0,1,1,1,1,1,1,0,0,0.05,0.54,0.49,NA,38,"NA2023",26.07,49.53
"97",27003400,"Crystal",2020,53,53,0.6699,39,NA,NA,0,1,"0",2,0,0,"9/5/2020",0,0,0,57,NA,NA,1.470666667,2.016666667,-0.398307639,-0.466714722,0.100045455,0.1027,-0.204896098,-0.204256619,0,1,0,1,0,0,0,0,0,NA,0.04,NA,NA,41,"Crystal2020",0,0
"98",27003400,"Crystal",2018,53,53,0.6699,39,NA,NA,0,1,"0",1,0,0,"8/7/2018",0,0,0,49,NA,NA,0.6,1.975,-1.245969936,-0.498685348,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0.02,NA,NA,NA,42,"Crystal2018",0,0
"99",27004800,"Hyland",2019,83.91,83.91,0.995,11.5,"5/1/2019",19,1,0,"1",2,19,22.64330831,"8/15/2019",0.821138211,0.536585366,5,123,NA,NA,2.033333333,2.16,0.149492497,-0.356735773,0.03175,0.03,-0.206784458,-0.208285413,1,0,1,0,0,0,0,0,0,0.2,0.2,0,NA,43,"Hyland2019",1.21,1.44
"100",27004800,"Hyland",2018,83.91,83.91,0.995,11.5,NA,NA,0,1,"0",1,0,0,"8/10/2018",0.362903226,0.225806452,6,124,NA,NA,0.997272727,1.4,-0.859193773,-0.939879971,0.077272727,0.065,-0.205525761,-0.206345829,0,1,0,0,0,0,0,0,0,0.01,0.06,0.05,NA,44,"Hyland2018",1.21,1.44
"101",27004800,"Hyland",2017,83.91,83.91,0.995,11.5,"4/1/2017",31.1,1,0,"1",1,31.1,37.06352044,"8/10/2017",0.685483871,0.508064516,4,124,NA,NA,1.341666667,1.966666667,-0.523899258,-0.505079472,0.067666667,0.043166667,-0.205791367,-0.20755576,1,0,0,0,0,0,0,0,0,0.15,NA,NA,NA,45,"Hyland2017",1.21,1.44
"102",27005700,NA,2024,11,11,NA,NA,NA,NA,0,1,"0",1,0,0,"8/29/2024",1.759259259,0.944444444,6,54,NA,NA,1.039285714,0.7,-0.818290835,-1.476986468,0.048,0.067,-0.206335148,-0.206234995,0,1,0,0,0,0,0,0,0,NA,0.64,NA,NA,46,"NA2024",0,0
"103",27007800,"Staring",2023,156.22,156.22,0.9505,16,NA,NA,0,6,"0",1,0,0,"8/23/2023",0.327683616,0.214689266,5,177,NA,NA,1.072222222,2.2,-0.786224561,-0.326043973,0.171888889,0.215166667,-0.202909637,-0.198024088,0,0,0,0,0,0,1,0,0,0.16,0.2,0.04,NA,55,"Staring2023",0.43,0.28
"104",27007800,"Staring",2019,156.22,156.22,0.9505,16,NA,NA,0,2,"0",1,0,0,"8/12/2019",0.779761905,0.68452381,7,168,NA,NA,1.378,1.67,-0.488525908,-0.732710322,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,NA,0.12,NA,NA,56,"Staring2019",0.43,0.28
"105",27007800,"Staring",2018,156.22,156.22,0.9505,16,NA,NA,0,1,"0",1,0,0,"8/13/2018",0.593220339,0.548022599,3,177,NA,NA,1.102,1.585,-0.757233558,-0.797930396,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,57,"Staring2018",0.77,0.49
"106",27007800,"Staring",2017,156.22,156.22,0.9505,16,"5/1/2017",40,1,0,"1",1,40,25.60491614,"8/8/2017",0.578651685,0.426966292,3,178,NA,NA,1.058333333,1.208333333,-0.799746483,-1.086944845,0.064227273,0.0593,-0.205886466,-0.206661704,1,0,0,0,0,0,0,0,0,NA,0.22,NA,NA,58,"Staring2017",0.77,0.49
"107",27009000,"Holiday",2025,8,8,1,NA,"4/30/2025",4.2,2,0,"1",2,4.2,52.5,"8/12/2025",0.201923077,0.201923077,1,104,NA,NA,0.696,1.12,-1.152506405,-1.15472257,NA,NA,NA,NA,1,1,0,0,0,0,0,0,0,NA,0.01,NA,NA,59,"Holiday2025",0,0
"108",27009000,"Holiday",2024,8,8,1,NA,"4/19/2024",4.2,1,0,"1",1,4.2,52.5,"8/12/2024",0.538461538,0.384615385,3,104,NA,NA,0.536,0.825,-1.308278956,-1.381074594,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0,NA,NA,60,"Holiday2024",0,0
"109",27010300,NA,2022,NA,NA,NA,6,NA,NA,0,2,"0",4,0,0,"8/9/2022",0.865079365,0.571428571,7,126,NA,NA,0.692888889,0.9703,-1.155535316,-1.269586631,0.117833333,0.0785,-0.204404266,-0.205597703,0,0,1,1,1,1,0,0,0,NA,0.25,NA,NA,66,"NA2022",0,0
"110",27010400,"Medicine",2022,434.53,434.53,0.4674,47.59999847,"5/16/2022",119.5,6,0,"1",6,119.5,27.50097807,"9/7/2022",2.175257732,0.917525773,13,291,NA,NA,3.175,3.9,1.260994552,0.978357521,185.7061111,85.26266667,4.927086579,4.515027425,1,1,1,1,1,1,0,0,0,0.54,0.41,-0.13,NA,67,"Medicine2022",10.38,2.39
"111",27010400,"Medicine",2022,434.53,434.53,0.4674,47.59999847,"5/16/2022",119.5,6,0,"1",6,119.5,27.50097807,"7/12/2022",1.935185185,0.907407407,10,108,NA,NA,3.175,3.9,1.260994552,0.978357521,185.7061111,85.26266667,4.927086579,4.515027425,1,1,1,1,1,1,0,0,0,0.54,0.41,-0.13,NA,68,"Medicine2022",10.38,2.39
"112",27012500,"Diamond",2019,405.02,405.02,0.9992,8,"5/1/2019",405,3,0,"1",3,405,99.99506197,"8/19/2019",0.238095238,0.152380952,4,105,NA,NA,1.325,2.04,-0.540125565,-0.448811173,0.11675,0.037,-0.20443422,-0.207897496,1,1,1,0,0,0,0,0,0,NA,0.36,NA,NA,72,"Diamond2019",0,0
"113",27019100,"Sarah",2019,373,373,0.6694,59,"5/1/2019",108.6,3,0,"1",3,108.6,29.1152815,"9/16/2019",0.72972973,0.567567568,6,74,NA,NA,1,1.8,-0.856538559,-0.632961972,0.09,0.06,-0.205173854,-0.206622912,1,1,1,0,0,0,0,0,0,NA,0.15,NA,NA,74,"Sarah2019",1.67,0.45
"114",27019100,"Sarah",2019,373,373,0.6694,59,"5/1/2019",108.6,3,0,"1",3,108.6,29.1152815,"9/6/2019",0.730434783,0.530434783,10,115,NA,NA,1,1.8,-0.856538559,-0.632961972,0.09,0.06,-0.205173854,-0.206622912,1,1,1,0,0,0,0,0,0,NA,0.15,NA,NA,75,"Sarah2019",1.67,0.45
"115",27019100,"Sarah",2018,373,373,0.6694,59,"5/1/2018",114.5,2,0,"1",2,114.5,30.69705094,"8/20/2018",1.048913043,0.673913043,10,184,NA,NA,1.25,4,-0.613143948,1.055087021,0.12,0.2,-0.204344358,-0.198864575,1,1,0,0,0,0,0,0,0,NA,0.04,NA,NA,76,"Sarah2018",7.14,1.91
"116",27019100,"Sarah",2017,373,373,0.6694,59,"5/1/2017",260,1,0,"1",1,260,69.70509383,"8/25/2017",1.064864865,0.654054054,10,185,NA,NA,1,3,-0.856538559,0.287792024,0.1,0.1,-0.204897355,-0.204406244,1,0,0,0,0,0,0,0,0,NA,0.15,NA,NA,77,"Sarah2017",8.32,2.23
"117",62000600,"Kohlman",2025,82.9,82.9,1,11.60000038,"4/30/2025",15.58,6,0,"1",6,15.58,18.79372738,"8/25/2025",1.221238938,0.663716814,7,113,NA,NA,1.179166667,1.2625,-0.682105754,-1.045383033,0.059512821,0.056933333,-0.20601682,-0.206792857,1,1,1,1,1,1,0,0,0,NA,0.27,NA,NA,93,"Kohlman2025",4.89,5.9
"118",62000600,"Kohlman",2024,82.9,82.9,1,11.60000038,"4/30/2024",12.4,5,0,"1",5,12.4,14.95778046,"9/11/2024",1.026548673,0.628318584,7,113,NA,NA,1.069,1.2,-0.789361646,-1.09333897,0.10056,0.106727273,-0.204881871,-0.204033441,1,1,1,1,1,0,0,0,0,NA,0.29,NA,NA,94,"Kohlman2024",4.04,4.87
"119",62000600,"Kohlman",2024,82.9,82.9,1,11.60000038,"4/30/2024",12.4,5,0,"1",5,12.4,14.95778046,"8/20/2024",1.464285714,0.642857143,10,112,NA,NA,1.069,1.2,-0.789361646,-1.09333897,0.10056,0.106727273,-0.204881871,-0.204033441,1,1,1,1,1,0,0,0,0,NA,0.29,NA,NA,95,"Kohlman2024",4.04,4.87
"120",62000600,"Kohlman",2024,82.9,82.9,1,11.60000038,"4/30/2024",12.4,5,0,"1",5,12.4,14.95778046,"7/24/2024",1.504424779,0.725663717,9,113,NA,NA,1.069,1.2,-0.789361646,-1.09333897,0.10056,0.106727273,-0.204881871,-0.204033441,1,1,1,1,1,0,0,0,0,NA,0.29,NA,NA,96,"Kohlman2024",4.04,4.87
"121",62005500,"Como",2025,65.65,65.65,0.9775,16,"4/15/2025",71.3,3,0,"1",8,71.3,108.6062452,"8/4/2025",0.183333333,0.183333333,1,60,NA,NA,1.17,1.55,-0.691030224,-0.824785721,0.144325,0.079875,-0.203671775,-0.205521505,1,1,1,0,1,1,1,1,1,NA,0.25,NA,NA,97,"Como2025",0.02,0.03
"122",62005500,"Como",2025,65.65,65.65,0.9775,16,"4/15/2025",71.3,3,0,"1",8,71.3,108.6062452,"7/2/2025",0.666666667,0.616666667,4,60,NA,NA,1.17,1.55,-0.691030224,-0.824785721,0.144325,0.079875,-0.203671775,-0.205521505,1,1,1,0,1,1,1,1,1,NA,0.25,NA,NA,98,"Como2025",0.02,0.03
"123",62005500,"Como",2024,65.65,65.65,0.9775,16,"4/4/2024",71.3,2,0,"1",7,71.3,108.6062452,"8/6/2024",0.616666667,0.5,6,60,NA,NA,1.16482,1.370181818,-0.69607336,-0.962759313,0.108592593,0.078155556,-0.204659771,-0.205616791,1,1,0,1,1,1,1,1,0,NA,0.55,NA,NA,99,"Como2024",0,0
"124",62005500,"Como",2024,65.65,65.65,0.9775,16,"4/4/2024",71.3,2,0,"1",7,71.3,108.6062452,"7/9/2024",0.783333333,0.7,4,60,NA,NA,1.16482,1.370181818,-0.69607336,-0.962759313,0.108592593,0.078155556,-0.204659771,-0.205616791,1,1,0,1,1,1,1,1,0,NA,0.55,NA,NA,100,"Como2024",0,0
"125",70002200,"Cleary",2022,144.74,144.74,0.9902,9,"4/20/2022",145,4,0,"1",4,145,100.1796324,"8/4/2022",1.245283019,0.767295597,5,159,NA,NA,0.8,1.28,-1.051254247,-1.03195537,171.2333333,98.046,4.526916225,5.223437531,1,1,1,1,0,0,0,0,0,0.48,0.07,-0.41,NA,102,"Cleary2022",34.65,23.94
"126",70002200,"Cleary",2019,144.74,144.74,0.9902,9,"5/1/2019",145,1,0,"1",1,145,100.1796324,"9/3/2019",1.018292683,0.841463415,6,164,NA,NA,1.625,2.08,-0.248052033,-0.418119373,0.08225,0.0586,-0.20538814,-0.206700495,1,0,0,0,0,0,0,0,0,0.81,0.84,0.03,NA,103,"Cleary2019",34.65,23.94
"127",70009100,NA,2018,792.5,NA,NA,NA,"5/1/2018",396,3,0,"1",NA,396,49.96845426,"7/11/2018",0.302083333,0.197916667,8,192,NA,NA,0.8,2.715,-1.051254247,0.06911295,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,108,NA,9.36,1.18
"128",71001300,"Orono",2021,246.64,246.64,0.9907,17,NA,NA,0,1,"0",4,0,0,"7/22/2021",0.62745098,0.460784314,6,204,NA,NA,1.05156,1.4859,-0.806340854,-0.87396933,NA,NA,NA,NA,0,1,1,1,1,0,0,0,0,0,0.22,0.22,NA,117,"Orono2021",0.44,0.18
"129",73008200,"Schneider",2023,25.14,25.14,0.462,55,NA,NA,0,3,"0",2,0,0,"9/12/2023",1.027027027,0.756756757,7,37,NA,NA,3.232,3.735,1.316488523,0.851753847,0.0322,0.0335,-0.206772016,-0.208091455,0,0,0,1,0,0,1,0,0,NA,NA,NA,NA,127,"Schneider2023",0.66,2.63
"130",73008800,"Bolfing",2023,67.37,67.37,0.6299,35,NA,NA,0,1,"0",3,0,0,"9/12/2023",1.307692308,0.923076923,5,65,NA,NA,2.866,4.345,0.960158813,1.319803794,0.0368,0.0415,-0.206644827,-0.207648121,0,1,1,1,0,0,0,0,0,NA,NA,NA,NA,133,"Bolfing2023",1.06,1.57
"131",73013300,"Cedar Island",2020,755,755,0.7659,NA,NA,NA,0,3,"0",1,0,0,"8/22/2020",0.732804233,0.510582011,15,378,NA,NA,1.237083333,1.697,-0.625719337,-0.711993357,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,137,"Cedar Island2020",4.85,0.64
"132",73015700,"Horseshoe",2023,341.05,341.05,0.5437,57,NA,NA,0,1,"0",4,0,0,"8/7/2023",0.899845917,0.6394453,11,649,NA,NA,1.676,2.44,-0.198399532,-0.141893174,0.073166667,0.075,-0.205639293,-0.205791662,0,1,1,1,0,0,1,0,0,NA,NA,NA,NA,139,"Horseshoe2023",1.97,0.58
